cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,0,0
6000,0,0
6100,0,0
6200,9,14
6300,65,3
6400,60,3
6500,61,0
6600,66,2
6700,64,1
6800,59,4
6900,66,1
7000,61,3
7100,63,0
7200,58,0
7300,59,0
7400,31,4
7500,58,2
7600,42,1
7700,18,2
7800,10,0
7900,9,0
8000,17,4
8100,8,12
8200,9,10
8300,9,25
8400,7,16
8500,25,29
8600,35,18
8700,31,22
8800,32,21
8900,26,20
9000,31,16
9100,36,22
9200,19,23
9300,14,20
9400,22,22
9500,9,20
9600,18,21
9700,6,16
9800,11,12
9900,42,23
10000,46,20
10100,44,19
10200,46,19
10300,44,19
10400,41,23
10500,43,23
10600,46,18
10700,38,22
10800,7,12
10900,8,7
11000,0,6
11100,4,1
11200,0,4
11300,1,1
11400,0,3
11500,2,1
11600,0,4
11700,1,6
11800,2,4
11900,2,8
12000,3,7
12100,0,3
12200,3,3
12300,1,1
12400,2,4
12500,2,7
12600,6,2
12700,4,7
12800,3,4
12900,1,8
13000,4,5
13100,2,10
13200,4,3
13300,5,8
13400,2,17
13500,8,13
13600,6,16
13700,3,8
13800,7,9
13900,4,10
14000,2,8
14100,6,14
14200,2,9
14300,3,9
14400,4,11
14500,2,17
14600,8,11
14700,3,18
14800,3,12
14900,1,7
15000,4,14
15100,7,11
15200,3,10
15300,4,6
15400,4,6
15500,1,6
15600,1,7
15700,1,6
15800,0,16
15900,9,7
16000,4,5
16100,2,5
16200,1,6
16300,2,5
16400,2,11
16500,2,8
16600,2,6
16700,5,6
16800,0,3
16900,3,8
17000,2,4
17100,3,12
17200,1,6
17300,3,2
17400,0,2
17500,1,2
17600,5,4
17700,4,4
17800,1,1
17900,1,4
18000,1,4
18100,2,1
18200,2,6
18300,0,4
18400,2,10
18500,1,4
18600,2,2
18700,0,5
18800,3,4
18900,3,5
19000,4,2
19100,1,2
19200,1,3
19300,2,7
19400,4,5
19500,2,5
19600,2,4
19700,0,5
19800,1,4
19900,2,2
20000,4,4
20100,1,5
20200,5,5
20300,1,6
20400,2,2
20500,3,0
20600,0,4
20700,2,2
20800,1,3
20900,0,3
21000,1,4
21100,2,3
21200,0,4
21300,4,4
21400,0,5
21500,1,6
21600,1,3
21700,0,3
21800,0,6
21900,2,4
22000,3,7
22100,4,2
22200,1,5
22300,0,2
22400,0,1
22500,0,7
22600,1,4
22700,0,4
22800,1,4
22900,0,3
23000,5,4
23100,3,4
23200,2,4
23300,0,5
23400,0,4
23500,2,3
23600,2,2
23700,2,5
23800,0,6
23900,1,6
24000,1,4
24100,2,7
24200,1,8
24300,0,2
24400,4,9
24500,1,5
24600,0,8
24700,3,3
24800,1,0
24900,0,5
25000,1,5
25100,1,4
25200,2,4
25300,1,6
25400,2,5
25500,3,2
25600,0,6
25700,3,7
25800,2,5
25900,3,2
26000,1,4
26100,0,4
26200,0,3
26300,1,4
26400,2,5
26500,0,6
26600,5,3
26700,2,4
26800,1,2
26900,2,5
27000,1,2
27100,1,4
27200,1,2
27300,0,3
27400,3,3
27500,0,5
27600,2,2
27700,1,6
27800,2,3
27900,0,2
28000,2,3
28100,0,4
28200,0,9
28300,1,2
28400,2,2
28500,3,4
28600,0,5
28700,1,2
28800,4,4
28900,3,4
29000,4,1
29100,1,3
29200,0,2
29300,2,2
29400,1,4
29500,0,3
29600,0,3
29700,1,6
29800,1,1
29900,2,4
30000,2,11
30100,1,2
30200,1,5
30300,3,4
30400,1,2
30500,1,4
30600,3,7
30700,1,4
30800,1,1
30900,3,4
31000,1,5
31100,1,6
31200,1,7
31300,0,4
31400,1,3
31500,1,4
31600,0,7
31700,4,3
31800,0,6
31900,0,4
32000,1,3
32100,0,1
32200,2,4
32300,1,4
32400,3,5
32500,0,6
32600,2,4
32700,1,7
32800,0,5
32900,0,3
33000,1,1
33100,1,4
33200,3,3
33300,0,2
33400,1,0
33500,0,0
33600,2,5
33700,1,5
33800,0,3
33900,2,1
34000,0,5
34100,1,4
34200,0,2
34300,1,1
34400,1,4
34500,1,1
34600,0,6
34700,3,3
34800,0,3
34900,2,4
35000,4,3
35100,1,3
35200,0,4
35300,1,5
35400,2,5
35500,1,3
35600,0,3
35700,0,2
35800,1,3
35900,2,4
36000,8,4
36100,2,5
36200,1,3
36300,0,5
36400,2,1
36500,0,2
36600,0,2
36700,0,3
36800,1,4
36900,0,11
37000,0,2
37100,0,3
37200,0,3
37300,1,3
37400,2,6
37500,3,3
37600,2,3
37700,0,6
37800,0,9
37900,2,3
38000,1,3
38100,1,2
38200,2,2
38300,0,2
38400,0,5
38500,3,5
38600,1,2
38700,0,3
38800,0,1
38900,0,6
39000,0,6
39100,1,4
39200,1,2
39300,3,1
39400,1,7
39500,1,2
39600,6,4
39700,1,6
39800,1,2
39900,0,2
40000,1,2
40100,0,5
40200,0,5
40300,0,2
40400,0,3
40500,1,1
40600,0,4
40700,0,4
40800,1,4
40900,1,2
41000,0,3
