Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.000000
2000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.000000
3000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.000000
4000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.000000
5000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.000000
6000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.223829
7000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.287161
8000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.686940
9000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.942828
10000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.096272
11000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.216089
12000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.897654
13000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.376677
14000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.058916
15000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,4.502572
16000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.310481
17000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.153241
18000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.886762
19000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.931027
20000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.726350
21000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.555489
22000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.256485
23000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.445872
24000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.986908
25000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.371752
26000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.338411
27000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.366836
28000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.172901
29000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.790687
30000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.534672
31000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.737743
32000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.541098
33000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.398469
34000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.981651
35000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.988043
36000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.156238
37000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.005306
38000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.454065
39000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.331505
40000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.264852
41000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.201711
