cycle,ipc-0,ipc-1,ipc-2,ipc-3,ipc-4,ipc-5,ipc-6,ipc-7,ipc-8,ipc-9,ipc-10,ipc-11,ipc-12,ipc-13,ipc-14,ipc-15,ipc-16,ipc-17,ipc-18,ipc-19,ipc-20,ipc-21,ipc-22,ipc-23,ipc-24,ipc-25,ipc-26,ipc-27,ipc-28,ipc-29
5000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5100,43.520,44.800,43.520,44.800,43.520,43.520,43.520,43.520,44.800,44.800,42.240,43.520,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,43.520,43.520,43.520,43.520,43.520,43.520
5200,12.800,11.520,12.800,11.520,12.800,12.800,12.800,12.800,11.520,11.520,14.080,12.800,65.600,66.560,69.120,67.200,65.600,65.600,69.120,66.560,65.600,65.600,69.120,69.740,12.800,12.800,12.800,12.800,12.800,12.800
5300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.640,15.680,13.120,15.040,16.640,16.640,13.120,15.680,16.640,16.640,13.120,10.960,0.000,0.000,0.000,0.000,0.000,0.000
5400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5500,0.000,0.320,0.000,0.320,0.000,0.000,0.000,0.320,0.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5600,7.680,7.360,7.680,7.360,7.680,7.680,7.680,7.360,7.040,7.680,7.680,7.680,0.000,0.640,2.560,0.960,1.600,1.600,0.960,0.960,1.280,0.320,2.560,2.620,7.680,7.680,7.680,7.680,7.680,7.680
5700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.840,9.600,5.440,2.880,7.360,5.760,3.840,8.640,8.320,9.280,6.400,8.000,0.000,0.000,0.000,0.000,0.000,0.000
5800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.240,3.520,7.040,11.520,6.400,8.000,10.560,5.760,5.760,5.760,6.400,2.880,0.000,0.000,0.000,0.000,0.000,0.000
5900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000
6000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.280,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000,0.000,0.000,0.000,0.000
6100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6200,0.000,0.000,4.920,0.640,0.320,0.000,0.000,0.320,4.480,0.000,0.000,3.820,2.560,0.960,1.920,4.620,0.000,0.000,0.000,0.000,0.320,0.000,0.000,0.000,2.530,0.320,0.000,0.000,0.000,0.000
6300,2.560,2.840,0.640,11.060,5.300,9.320,1.910,12.600,5.690,8.020,9.140,7.460,6.600,3.680,3.020,0.000,1.600,0.000,3.840,3.200,4.300,1.280,0.320,0.000,2.050,4.360,3.910,0.000,4.620,2.560
6400,17.400,22.460,29.500,20.820,23.910,11.180,29.180,23.400,26.490,28.220,27.940,18.640,0.440,0.000,8.960,3.940,8.960,9.360,1.200,1.440,0.000,8.080,13.300,6.600,4.800,17.120,15.790,4.900,17.100,16.470
6500,16.700,11.660,2.060,4.360,7.730,16.440,5.650,0.460,0.000,0.000,0.000,6.560,9.490,0.320,4.980,5.780,5.280,5.960,0.960,0.320,3.200,8.900,5.440,12.970,27.320,15.460,17.480,32.200,15.560,17.730
6600,0.000,0.000,0.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.230,13.820,0.000,7.030,7.560,6.900,13.320,13.370,20.200,4.230,26.190,29.850,0.000,0.000,0.000,0.000,0.000,0.000
6700,0.000,0.000,0.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.780,0.000,14.710,13.450,20.990,32.520,9.600,40.630,43.160,36.060,35.200,29.230,15.720,0.750,0.000,0.000,0.000,0.000,0.000
6800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.930,0.000,0.250,0.000,22.830,35.570,42.340,32.070,18.020,40.460,14.030,12.330,10.680,16.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6900,0.520,0.000,2.000,0.000,0.750,0.750,0.000,0.000,0.000,0.000,0.750,0.660,27.990,5.780,0.000,0.000,0.000,0.720,0.000,0.000,0.810,0.000,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000
7000,0.260,0.000,0.000,0.810,0.000,0.000,0.000,0.000,0.000,0.000,0.500,2.000,0.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.780,0.000,0.060,1.930,0.780,0.000,0.000,0.000,0.000
7100,0.000,0.720,0.000,0.000,0.240,0.000,0.250,0.720,0.910,0.000,0.000,0.780,0.000,0.000,0.000,0.000,0.000,0.000,0.560,0.000,0.000,0.000,0.000,0.000,0.540,0.000,0.000,0.000,0.270,0.720
7200,0.000,0.750,0.000,0.660,3.260,1.370,0.500,1.440,0.780,1.350,2.870,2.390,0.000,0.000,0.440,1.380,0.660,0.000,0.280,0.720,0.000,0.780,0.690,0.000,0.000,0.000,0.750,0.250,0.540,0.750
7300,3.380,0.000,0.000,3.090,0.810,1.410,1.290,1.210,2.030,1.880,0.940,0.980,0.000,0.000,0.220,0.370,0.780,0.500,0.000,0.000,0.000,1.970,0.220,0.940,0.360,2.720,0.000,0.500,0.810,0.000
7400,0.630,1.830,1.520,3.270,1.840,0.500,0.440,2.530,1.430,0.220,0.560,1.200,0.000,1.800,1.740,0.660,0.720,1.060,0.000,0.000,0.930,0.450,1.160,1.340,1.160,0.780,0.520,0.000,1.080,1.210
7500,0.000,2.660,1.310,0.550,2.160,1.920,1.140,2.530,2.510,2.900,1.650,2.810,2.760,0.000,2.490,0.000,0.000,0.780,0.000,0.000,0.000,2.000,1.770,0.280,0.500,1.300,2.180,1.250,1.520,1.640
7600,4.770,1.500,1.790,4.160,3.840,0.420,6.030,3.330,5.330,2.880,0.400,1.040,1.270,0.540,0.000,0.000,6.250,0.500,0.000,0.240,2.350,0.900,3.340,4.420,0.000,2.880,0.630,1.980,3.690,2.040
7700,2.030,1.490,5.690,4.260,0.000,1.920,1.340,0.450,2.920,1.610,3.780,2.400,1.440,0.270,0.750,2.790,0.520,3.510,2.890,2.320,2.580,1.000,3.790,6.860,5.140,3.490,2.480,1.470,0.940,0.780
7800,1.450,5.090,4.060,0.680,5.460,3.170,1.880,4.470,0.000,3.200,4.230,1.450,0.000,1.560,2.420,0.000,0.460,2.040,0.000,1.590,2.190,2.820,7.540,7.210,0.250,3.930,2.320,1.460,5.660,3.010
7900,2.850,3.030,3.590,2.360,1.680,1.240,1.340,0.510,0.830,0.390,1.630,1.320,2.440,2.150,1.750,1.080,3.600,2.680,0.780,4.560,3.320,12.380,5.340,2.580,1.910,6.030,2.900,3.820,4.370,2.020
8000,0.710,2.140,2.520,1.040,0.000,0.030,1.190,0.430,0.450,0.780,0.370,0.600,3.920,3.890,5.060,8.270,4.860,1.420,4.580,5.040,6.600,6.680,11.630,5.070,5.570,2.720,1.460,4.020,0.000,1.130
8100,0.650,1.700,1.160,0.420,1.130,2.360,0.540,0.150,0.460,0.680,1.920,0.750,5.730,4.680,5.840,3.390,8.010,6.210,9.530,14.790,12.750,3.670,6.410,5.030,4.470,0.150,7.610,5.460,1.470,0.690
8200,1.540,1.860,1.440,0.740,1.610,1.300,0.580,1.370,0.560,0.300,1.310,1.620,6.670,3.610,6.580,1.050,2.780,7.100,1.650,9.650,9.180,5.010,3.420,3.090,1.060,1.570,2.000,2.220,3.000,3.220
8300,1.090,0.750,1.470,0.690,0.000,0.010,0.430,0.120,0.750,0.300,0.120,0.120,5.760,7.920,14.110,10.540,6.410,8.380,14.590,4.250,2.630,4.660,2.770,4.750,0.510,2.810,0.570,0.690,0.560,0.410
8400,0.450,1.130,0.430,0.450,1.770,0.970,0.520,0.480,0.210,0.510,1.000,1.180,5.150,7.730,2.250,5.070,3.000,7.160,6.770,1.410,3.140,4.670,1.180,1.190,1.970,2.220,3.320,0.730,0.480,0.070
8500,0.560,0.710,0.910,0.010,0.800,0.600,1.670,1.200,0.490,0.120,0.660,0.350,0.530,0.360,0.610,0.540,1.650,3.410,0.530,2.640,2.550,2.670,2.610,1.250,0.570,0.690,0.820,2.690,0.720,0.340
8600,0.560,2.510,0.580,0.870,0.060,1.330,2.260,1.340,1.110,2.470,1.750,2.420,1.390,0.500,3.330,1.060,1.200,1.620,2.110,1.560,1.190,1.570,1.340,0.420,1.500,0.900,1.030,1.000,0.610,1.950
8700,2.450,0.770,0.410,1.340,1.180,0.210,1.540,2.340,4.220,1.090,1.340,1.130,3.940,2.100,2.470,3.490,0.890,1.990,2.800,1.390,1.170,1.370,1.580,1.640,1.170,0.980,0.530,0.800,1.430,0.000
8800,1.440,1.190,0.200,1.210,1.610,1.200,0.020,2.200,1.780,1.250,0.750,0.920,2.360,5.280,1.990,1.720,2.800,3.730,1.280,4.600,3.090,0.820,1.780,1.960,0.100,0.370,1.140,1.960,1.950,3.260
8900,1.260,0.490,0.250,1.820,0.900,0.000,2.100,0.280,0.740,0.560,0.310,0.400,3.630,3.030,2.730,0.820,1.190,2.390,0.500,1.730,1.840,1.300,0.870,1.820,0.090,0.840,1.230,1.070,0.200,0.110
9000,0.600,1.840,0.410,0.970,1.110,1.570,0.900,0.390,1.120,3.870,2.500,0.410,1.780,3.000,3.510,1.310,0.180,2.400,2.110,0.640,1.750,0.730,0.610,1.610,0.310,1.090,0.250,0.290,0.800,1.780
9100,0.730,1.760,0.700,0.700,1.760,2.610,0.290,0.900,1.410,0.710,1.100,1.970,1.980,2.470,0.190,0.680,1.300,0.160,2.700,1.590,1.040,2.120,1.940,1.470,0.560,0.290,0.350,0.270,1.860,0.000
9200,1.350,0.830,1.120,2.410,0.520,1.500,0.840,2.200,0.580,1.060,1.850,2.180,2.240,2.460,1.200,6.530,3.340,1.500,0.580,1.500,0.790,0.290,3.130,1.830,0.160,1.080,0.220,0.300,0.690,1.910
9300,0.890,0.990,1.020,0.520,1.460,1.890,0.880,0.300,2.610,1.030,1.600,0.440,6.860,2.510,3.090,0.260,3.510,0.790,0.640,0.560,2.010,6.860,3.550,1.700,3.050,0.950,1.430,0.160,1.120,1.140
9400,0.760,0.270,2.940,0.840,0.440,1.150,1.490,1.290,1.540,0.690,0.950,0.490,6.270,4.720,4.110,0.340,4.630,3.500,2.920,3.890,0.500,1.800,2.770,3.030,1.880,1.800,0.440,0.450,1.840,1.830
