cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,31,1,0,0,31
5500,0,0,0,0,0,0
5600,0,0,0,0,0,0
5700,0,0,32,128,81,0
5800,0,0,0,0,15,0
5900,0,0,0,0,0,0
6000,0,0,0,0,0,0
6100,0,55,81,111,12,55
6200,0,58,82,118,17,58
6300,0,12,33,274,3,12
6400,0,19,19,155,5,19
6500,0,18,24,181,8,18
6600,0,6,17,231,1,6
6700,0,21,23,237,5,21
6800,0,4,15,291,2,4
6900,0,6,13,191,8,6
7000,0,0,16,296,0,0
7100,0,0,20,184,3,0
7200,0,0,13,280,1,0
7300,0,9,19,147,0,9
7400,0,10,20,359,3,10
7500,0,5,12,282,1,5
7600,0,5,12,194,2,5
7700,0,2,11,161,1,2
7800,1,24,13,121,4,24
7900,2,25,15,122,5,25
8000,2,11,23,260,3,11
8100,0,34,10,169,10,34
8200,4,27,21,314,5,27
8300,1,16,8,135,5,16
8400,0,2,21,313,0,2
8500,1,10,22,194,6,10
8600,1,15,27,278,2,15
8700,0,4,19,161,1,4
8800,1,2,16,320,1,2
8900,1,1,24,197,3,1
9000,3,18,16,127,5,18
9100,0,3,15,360,1,3
9200,2,7,8,161,6,7
9300,4,34,13,107,10,34
9400,4,1,23,179,2,1
9500,7,8,19,253,5,8
9600,0,0,19,233,0,0
9700,8,10,31,177,3,10
9800,1,7,11,105,2,7
9900,11,17,23,190,2,17
10000,0,0,22,289,2,0
10100,1,8,27,143,2,8
10200,0,1,18,379,0,1
10300,2,5,25,144,4,5
10400,5,21,16,105,6,21
10500,11,24,23,263,7,24
10600,7,14,18,130,6,14
10700,12,16,24,211,3,16
10800,19,40,13,133,14,40
10900,7,41,15,228,10,41
11000,0,0,21,355,2,0
11100,1,0,27,239,0,0
11200,0,0,29,140,2,0
11300,0,0,18,326,0,0
11400,0,0,20,234,0,0
11500,1,0,23,198,0,0
11600,0,0,27,167,1,0
11700,0,0,22,332,0,0
11800,0,0,23,178,0,0
11900,0,0,23,216,0,0
12000,0,0,10,321,0,0
12100,0,0,13,212,0,0
12200,0,0,10,315,0,0
12300,0,0,11,157,0,0
12400,0,0,8,274,0,0
12500,0,0,10,324,0,0
12600,0,0,15,208,1,0
12700,0,0,11,224,1,0
12800,0,0,9,194,0,0
12900,0,0,12,198,0,0
13000,0,0,12,176,0,0
13100,0,0,8,161,1,0
13200,0,0,10,192,0,0
13300,2,0,6,278,0,0
13400,0,0,5,188,0,0
13500,0,0,5,216,0,0
13600,0,0,9,169,0,0
13700,0,1,7,288,0,1
13800,0,0,13,162,0,0
13900,1,0,9,290,0,0
14000,0,1,12,190,0,1
14100,0,0,10,343,0,0
14200,0,1,8,213,0,1
14300,0,0,11,109,0,0
14400,0,1,8,194,0,1
14500,0,0,3,337,1,0
14600,0,0,6,203,1,0
14700,0,0,8,136,1,0
14800,0,1,13,306,0,1
14900,0,0,11,215,0,0
15000,0,0,5,147,1,0
15100,0,1,10,308,0,1
15200,0,0,10,289,1,0
15300,0,1,13,162,0,1
15400,0,4,7,337,0,4
15500,0,1,9,225,0,1
15600,0,0,9,149,0,0
15700,0,0,11,156,1,0
15800,0,0,6,158,0,0
15900,0,0,6,155,0,0
16000,0,0,11,216,0,0
16100,0,0,10,198,1,0
16200,0,1,15,189,1,1
16300,0,0,10,376,0,0
16400,0,0,9,291,0,0
16500,0,0,6,189,1,0
16600,0,0,10,291,0,0
16700,0,1,10,181,0,1
16800,0,0,9,318,0,0
16900,0,0,9,193,0,0
17000,0,0,7,360,0,0
17100,1,0,10,238,0,0
17200,1,0,11,187,0,0
17300,0,0,8,149,0,0
17400,0,0,13,251,0,0
17500,0,0,12,271,1,0
17600,3,0,10,135,1,0
17700,2,0,8,217,1,0
17800,0,1,13,197,0,1
17900,2,0,5,242,1,0
18000,6,3,11,226,2,3
18100,3,1,9,240,1,1
18200,2,1,7,184,0,1
18300,11,3,14,199,4,3
18400,1,2,14,233,1,2
18500,3,3,8,267,2,3
18600,5,3,7,309,2,3
18700,4,2,14,261,2,2
18800,0,2,13,169,1,2
18900,10,1,11,152,1,1
19000,14,12,10,159,4,12
19100,8,12,9,299,4,12
