Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.868424
2000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
5000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
6000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.902318
7000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.761445
8000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771135
9000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773586
10000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.769635
11000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.776430
12000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771390
13000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774135
14000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773586
15000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771718
16000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771897
17000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774135
18000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773586
19000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773703
20000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771601
21000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774135
22000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771408
23000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771911
24000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774431
25000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773586
26000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771408
27000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773896
28000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774135
29000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772332
30000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.770678
31000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774445
32000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773882
33000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771408
34000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771601
35000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774445
36000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771603
37000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.770081
38000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.770255
39000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771293
40000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.769732
41000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771897
42000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772150
43000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774135
44000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771170
45000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773749
46000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.767079
47000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773837
48000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774135
49000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.764162
50000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772446
51000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771603
52000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.770081
53000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.777950
54000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766500
55000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773837
56000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774135
57000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773411
58000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.767394
59000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.769389
60000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772150
61000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774135
62000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773896
63000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771603
64000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766500
65000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773837
66000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766407
67000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772632
68000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771899
69000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766500
70000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773837
71000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766257
72000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774768
73000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772150
74000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771603
75000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.769315
76000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771022
77000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766889
78000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772446
79000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774135
80000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771601
81000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.776430
82000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.768876
83000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773749
84000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.767073
85000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773725
86000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.764829
87000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771899
88000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773749
89000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774520
90000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773896
91000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771603
92000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766500
93000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773837
94000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766257
95000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772783
96000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771899
97000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766500
98000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773837
99000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.770348
100000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.770676
101000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772150
102000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771603
103000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.770081
104000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.770741
105000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766403
106000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772446
107000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771603
108000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773749
109000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.767073
110000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774709
111000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.765830
112000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772150
113000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771908
114000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772650
115000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.770355
116000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.764211
117000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772150
118000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774328
119000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773898
120000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766500
121000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774990
122000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.770741
123000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772415
124000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766139
125000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771899
126000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773037
127000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.767786
128000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772415
129000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.768124
130000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772150
131000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771697
132000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774235
133000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766500
134000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766397
135000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772657
136000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.774117
137000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771603
138000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.766500
