cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,13,4
5700,64,7
5800,62,3
5900,63,1
6000,61,2
6100,24,1
6200,14,2
6300,13,2
6400,49,2
6500,60,2
6600,66,0
6700,57,2
6800,16,0
6900,16,0
7000,19,4
7100,61,7
7200,64,0
7300,55,5
7400,21,4
7500,32,7
7600,59,6
7700,52,13
7800,56,4
7900,21,1
8000,17,5
8100,61,5
8200,53,7
8300,36,7
8400,10,10
8500,47,2
8600,56,9
8700,53,9
8800,16,8
8900,35,6
9000,54,3
9100,27,4
9200,19,19
9300,13,6
9400,47,8
9500,38,13
9600,17,11
9700,20,6
9800,13,10
9900,12,9
10000,9,9
10100,12,13
10200,10,10
10300,9,14
10400,10,9
10500,9,16
10600,7,11
10700,0,13
10800,5,6
10900,4,9
11000,3,9
11100,3,10
11200,3,15
11300,11,9
11400,8,11
11500,16,9
11600,9,7
11700,3,10
11800,13,8
11900,15,6
12000,6,9
12100,5,7
12200,2,7
12300,8,11
12400,3,7
12500,6,15
12600,11,13
12700,2,3
12800,4,9
12900,1,8
13000,4,7
13100,4,5
13200,3,2
13300,0,8
13400,2,2
13500,3,6
13600,3,3
13700,8,11
13800,11,6
13900,3,3
14000,2,10
14100,2,2
14200,6,6
14300,1,8
14400,9,5
14500,1,8
14600,0,0
14700,1,5
14800,0,4
14900,7,5
15000,8,5
15100,7,6
15200,4,2
15300,1,5
15400,2,2
15500,8,5
15600,7,6
15700,8,5
15800,3,7
15900,2,2
16000,3,8
16100,7,4
16200,2,7
16300,6,3
16400,17,3
16500,0,4
16600,0,3
16700,3,8
16800,7,3
16900,11,5
17000,13,3
17100,0,2
17200,0,2
17300,3,2
17400,7,5
17500,7,5
17600,1,2
17700,7,6
17800,3,2
17900,0,3
18000,1,4
18100,0,2
18200,14,6
18300,0,4
18400,6,1
18500,1,2
18600,2,3
18700,2,6
18800,19,2
18900,7,6
19000,2,3
19100,0,1
19200,5,3
19300,9,1
19400,0,3
19500,2,4
19600,6,4
19700,4,5
19800,6,1
19900,3,1
20000,5,5
20100,8,1
20200,2,2
20300,10,5
20400,7,5
20500,7,1
20600,2,1
20700,1,0
20800,11,7
20900,1,2
21000,4,8
21100,0,3
21200,4,3
21300,0,1
21400,0,4
21500,5,2
21600,5,3
21700,3,2
21800,1,1
21900,8,4
22000,6,3
22100,2,2
22200,5,1
22300,0,5
22400,16,8
22500,35,12
22600,1,3
22700,5,0
22800,15,8
22900,18,4
23000,16,7
23100,7,3
23200,11,6
23300,11,5
23400,8,5
23500,2,3
23600,3,5
23700,14,3
23800,7,3
23900,7,4
24000,1,2
24100,2,4
24200,7,5
24300,0,3
24400,4,4
24500,12,2
24600,8,2
24700,7,7
24800,4,1
24900,7,0
25000,12,2
25100,6,6
25200,7,3
25300,8,2
25400,3,0
25500,6,2
25600,0,2
25700,7,4
25800,1,1
25900,1,6
26000,14,5
26100,1,1
26200,4,4
26300,2,3
26400,6,5
26500,1,3
26600,1,0
26700,3,6
26800,18,2
26900,0,1
27000,3,2
27100,9,3
27200,6,2
27300,11,2
27400,0,3
27500,11,6
27600,2,0
27700,2,0
27800,2,0
27900,7,2
28000,1,4
28100,6,3
28200,0,1
28300,4,3
28400,12,1
28500,12,6
28600,8,5
28700,1,4
28800,17,5
28900,7,1
29000,12,6
29100,1,0
29200,11,4
29300,13,3
29400,3,3
29500,2,4
29600,5,1
29700,16,6
29800,1,0
29900,0,0
30000,15,7
30100,5,4
30200,6,5
30300,0,2
30400,0,0
30500,14,6
30600,4,3
30700,4,1
30800,0,2
30900,7,4
31000,3,5
31100,7,3
31200,3,3
31300,9,3
31400,5,1
31500,11,5
31600,4,3
31700,0,0
31800,6,4
31900,5,2
32000,10,5
32100,8,6
32200,4,2
32300,2,0
32400,8,0
32500,15,7
32600,22,4
32700,0,0
32800,15,4
32900,11,3
33000,9,2
33100,23,3
33200,9,3
33300,22,2
33400,13,2
33500,12,1
33600,16,3
33700,22,1
33800,8,0
33900,18,2
34000,13,5
34100,27,2
34200,5,5
34300,11,9
34400,13,4
34500,3,4
34600,25,7
34700,11,1
34800,5,2
34900,3,3
35000,1,5
35100,17,10
35200,11,7
35300,3,4
35400,4,2
35500,4,3
35600,0,0
35700,17,10
35800,5,2
35900,2,2
36000,9,7
36100,5,4
36200,0,4
36300,6,6
36400,7,5
36500,6,1
36600,9,4
36700,3,1
36800,0,3
36900,1,1
37000,11,3
37100,1,2
37200,0,3
37300,7,5
37400,0,3
37500,7,2
37600,3,6
37700,5,2
37800,9,0
37900,4,4
38000,6,2
38100,10,2
38200,13,6
38300,12,4
38400,8,3
38500,6,3
38600,9,3
38700,18,5
38800,15,6
38900,10,6
39000,16,3
39100,9,1
39200,10,4
39300,39,4
39400,12,3
39500,12,5
39600,6,0
39700,4,1
39800,13,2
39900,14,1
40000,1,2
40100,0,4
40200,9,1
40300,1,5
40400,7,4
40500,7,3
40600,9,4
40700,9,1
40800,2,0
40900,14,3
41000,8,3
