kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 154 : 500000 3527282 0 0 0 79870 19215 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 153 : 500000 4927994 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 152 : 500000 4994642 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 157 : 821760 5538880 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 151 : 500000 18482167 0 19215 19215 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 150 : 500000 3391317 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 148 : 821760 1933000 0 0 0 0 0 0 6412 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 147 : 821760 5512096 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 146 : 821760 5505344 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 143 : 40184064 233871840 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 142 : 40184064 261974464 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 141 : 40184064 466083648 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 140 : 40184064 543660800 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 139 : 40184064 398944096 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 138 : 40184064 229528864 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 135 : 32249232 158380833 0 1137788 1137788 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 134 : 32249232 1228809357 0 1137788 1137788 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 132 : 40184064 44051123 0 0 0 0 0 0 307162 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 131 : 40184064 256537248 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 129 : 41005824 4868032 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 128 : 41005824 262279776 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 124 : 32749232 210187308 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 123 : 32749232 148379561 0 1157003 1157003 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 122 : 32749232 307110055 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 121 : 32749232 11931542018 99672928 0 0 5190759 1157003 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 120 : 32749232 312327987 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 127 : 41005824 259718240 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 119 : 32749232 352787754 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 118 : 32749232 319585400 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 117 : 32749232 1207090667 0 1157003 1157003 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 116 : 32749232 308274045 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 115 : 32749232 1360848223 0 1157003 1157003 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 114 : 32749232 1278987749 0 1157003 1157003 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 112 : 41005824 48093862 0 0 0 0 0 0 313574 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 111 : 41005824 266850528 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 110 : 41005824 261683136 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 109 : 41005824 271013856 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 108 : 41005824 260723840 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 107 : 41005824 266977728 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 106 : 41005824 265624000 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 105 : 41005824 393351392 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 104 : 41005824 238361568 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 101 : 821760 6207136 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 100 : 821760 6277696 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 64 : 818968 4041742 0 25607 25607 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 63 : 818968 344025074 1865088 0 0 126577 25607 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 62 : 818968 8856322 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 61 : 818968 8717066 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 60 : 818968 6405954 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 58 : 821760 19068 0 0 0 0 0 0 20 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 57 : 821760 6686752 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 56 : 821760 8952064 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 55 : 821760 6400576 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 54 : 821760 6511776 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 53 : 821760 6784128 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 52 : 821760 6267264 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 51 : 821760 8758400 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 50 : 821760 6585312 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 37 : 821760 15469664 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 96 : 821760 9069792 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 67 : 821760 5577408 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 38 : 821760 18111168 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L2_50.1.sm_75.ptx 97 : 821760 7295520 0 0 0 0 0 0 0 
