Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.491171
2000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.482187
3000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.482187
4000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.482187
5000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.482187
6000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,30.793589
7000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,28.749825
8000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.297857
9000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.327542
10000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.965705
11000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.224543
12000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.178175
13000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.929613
14000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.348353
15000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.896285
16000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.216284
17000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.631641
18000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.977337
19000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.445562
20000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.051204
21000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.518555
22000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.370382
23000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.252793
24000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.997570
25000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.670548
26000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.490642
27000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.258440
28000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.031886
29000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.542349
30000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.375166
31000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.845356
32000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,32.922962
33000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.470171
34000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.788537
35000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.893830
36000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.332006
37000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,32.853106
38000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.121916
39000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.257636
40000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.077499
41000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.364062
42000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.590094
43000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.284963
44000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.649405
45000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.827047
46000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.852778
47000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.153854
48000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.634066
