cycle,pc,cta_id,cluster_id,warp_id,tid
1028393,2f0,689,26,9,ffffffff
1028397,2f8,689,26,9,ffffffff
1028406,300,689,26,9,ffffffff
1028410,308,689,26,9,ffffffff
1028412,310,689,26,9,ffffffff
1028651,b8,814,26,8,ffffffff
1028652,b8,814,26,9,ffffffff
1028653,b8,814,26,10,ffffffff
1028654,b8,814,26,13,ffffffff
1028655,b8,814,26,14,ffffffff
1028656,b8,814,26,11,ffffffff
1028657,b8,814,26,12,ffffffff
1028658,b8,814,26,15,ffffffff
1028659,c0,814,26,8,ffffffff
1028660,c0,814,26,9,ffffffff
1028661,c0,814,26,14,ffffffff
1028662,c8,814,26,8,ffffffff
1028663,c8,814,26,9,ffffffff
1028664,c8,814,26,10,ffffffff
1028665,c0,814,26,15,ffffffff
1028666,c8,814,26,12,ffffffff
1028667,c8,814,26,13,ffffffff
1028668,c8,814,26,14,ffffffff
1028669,c8,814,26,11,ffffffff
1028670,d0,814,26,8,ffffffff
1028671,d0,814,26,9,ffffffff
1028672,d0,814,26,10,ffffffff
1028673,c8,814,26,15,ffffffff
1028674,d0,814,26,12,ffffffff
1028675,d0,814,26,13,ffffffff
1028676,d0,814,26,14,ffffffff
1028677,d0,814,26,11,ffffffff
1028678,d8,814,26,8,ffffffff
1028679,d8,814,26,9,ffffffff
1028680,d8,814,26,10,ffffffff
1028681,d0,814,26,15,ffffffff
1028682,e0,814,26,8,ffffffff
1028682,e0,814,26,9,ffffffff
1028682,d8,814,26,12,ffffffff
1028683,e0,814,26,10,ffffffff
1028683,c0,814,26,12,ffffffff
1028684,d8,814,26,13,ffffffff
1028685,c0,814,26,13,ffffffff
1028686,d8,814,26,14,ffffffff
1028687,c0,814,26,10,ffffffff
1028688,d8,814,26,11,ffffffff
1028689,d8,814,26,15,ffffffff
1028690,c0,814,26,11,ffffffff
1028691,e0,814,26,11,ffffffff
1028691,e8,814,26,8,ffffffff
1028691,e8,814,26,9,ffffffff
1028691,e8,814,26,10,ffffffff
1028692,e8,814,26,11,ffffffff
1028692,e0,814,26,12,ffffffff
1028692,e0,814,26,13,ffffffff
1028692,e0,814,26,14,ffffffff
1028693,f0,814,26,9,ffffffff
1028693,f0,814,26,10,ffffffff
1028693,e0,814,26,15,ffffffff
1028694,e8,814,26,13,ffffffff
1028694,e8,814,26,14,ffffffff
