cycle,instruction,cta_id,cluster_id,warp_id,tid
1001332, PC=0x2f0 (pr_base.1.sm_75.ptx:188) cvta.to.global.u64 %rd31 %rd9,792,23,10,ffffffff
1001333, PC=0x2f8 (pr_base.1.sm_75.ptx:189) mul.wide.s32 %rd32 %r1 4,792,23,10,ffffffff
1001342, PC=0x300 (pr_base.1.sm_75.ptx:190) add.s64 %rd33 %rd31 %rd32,792,23,10,ffffffff
1001351, PC=0x308 (pr_base.1.sm_75.ptx:191) st.global.f32 [%rd33] %f24,792,23,10,ffffffff
1001352, PC=0x310 (pr_base.1.sm_75.ptx:194) ret,792,23,10,ffffffff
1003744, PC=0x2f0 (pr_base.1.sm_75.ptx:188) cvta.to.global.u64 %rd31 %rd9,792,23,14,ffffffff
1003745, PC=0x2f8 (pr_base.1.sm_75.ptx:189) mul.wide.s32 %rd32 %r1 4,792,23,14,ffffffff
1003754, PC=0x300 (pr_base.1.sm_75.ptx:190) add.s64 %rd33 %rd31 %rd32,792,23,14,ffffffff
1003763, PC=0x308 (pr_base.1.sm_75.ptx:191) st.global.f32 [%rd33] %f24,792,23,14,ffffffff
1003764, PC=0x310 (pr_base.1.sm_75.ptx:194) ret,792,23,14,ffffffff
1006593, PC=0x2f0 (pr_base.1.sm_75.ptx:188) cvta.to.global.u64 %rd31 %rd9,792,23,13,ffffffff
1006594, PC=0x2f8 (pr_base.1.sm_75.ptx:189) mul.wide.s32 %rd32 %r1 4,792,23,13,ffffffff
1006603, PC=0x300 (pr_base.1.sm_75.ptx:190) add.s64 %rd33 %rd31 %rd32,792,23,13,ffffffff
1006612, PC=0x308 (pr_base.1.sm_75.ptx:191) st.global.f32 [%rd33] %f24,792,23,13,ffffffff
1006613, PC=0x310 (pr_base.1.sm_75.ptx:194) ret,792,23,13,ffffffff
1024996, PC=0x2f0 (pr_base.1.sm_75.ptx:188) cvta.to.global.u64 %rd31 %rd9,792,23,9,ffffffff
1024997, PC=0x2f8 (pr_base.1.sm_75.ptx:189) mul.wide.s32 %rd32 %r1 4,792,23,9,ffffffff
1025006, PC=0x300 (pr_base.1.sm_75.ptx:190) add.s64 %rd33 %rd31 %rd32,792,23,9,ffffffff
1025015, PC=0x308 (pr_base.1.sm_75.ptx:191) st.global.f32 [%rd33] %f24,792,23,9,ffffffff
1025016, PC=0x310 (pr_base.1.sm_75.ptx:194) ret,792,23,9,ffffffff
1033071, PC=0x2f0 (pr_base.1.sm_75.ptx:188) cvta.to.global.u64 %rd31 %rd9,678,23,6,ffffffff
1033072, PC=0x2f8 (pr_base.1.sm_75.ptx:189) mul.wide.s32 %rd32 %r1 4,678,23,6,ffffffff
1033081, PC=0x300 (pr_base.1.sm_75.ptx:190) add.s64 %rd33 %rd31 %rd32,678,23,6,ffffffff
1033090, PC=0x308 (pr_base.1.sm_75.ptx:191) st.global.f32 [%rd33] %f24,678,23,6,ffffffff
1033091, PC=0x310 (pr_base.1.sm_75.ptx:194) ret,678,23,6,ffffffff
1045227, PC=0x2f0 (pr_base.1.sm_75.ptx:188) cvta.to.global.u64 %rd31 %rd9,792,23,12,ffffffff
1045228, PC=0x2f8 (pr_base.1.sm_75.ptx:189) mul.wide.s32 %rd32 %r1 4,792,23,12,ffffffff
1045237, PC=0x300 (pr_base.1.sm_75.ptx:190) add.s64 %rd33 %rd31 %rd32,792,23,12,ffffffff
1045246, PC=0x308 (pr_base.1.sm_75.ptx:191) st.global.f32 [%rd33] %f24,792,23,12,ffffffff
1045247, PC=0x310 (pr_base.1.sm_75.ptx:194) ret,792,23,12,ffffffff
1045489, PC=0x0b8 (pr_base.1.sm_75.ptx:84) ld.param.u32 %r12 [_Z9pull_stepiPKmPKiPfS3__param_0],829,23,8,ffffffff
1045489, PC=0x0b8 (pr_base.1.sm_75.ptx:84) ld.param.u32 %r12 [_Z9pull_stepiPKmPKiPfS3__param_0],829,23,9,ffffffff
1045489, PC=0x0b8 (pr_base.1.sm_75.ptx:84) ld.param.u32 %r12 [_Z9pull_stepiPKmPKiPfS3__param_0],829,23,10,ffffffff
1045490, PC=0x0b8 (pr_base.1.sm_75.ptx:84) ld.param.u32 %r12 [_Z9pull_stepiPKmPKiPfS3__param_0],829,23,12,ffffffff
1045490, PC=0x0b8 (pr_base.1.sm_75.ptx:84) ld.param.u32 %r12 [_Z9pull_stepiPKmPKiPfS3__param_0],829,23,13,ffffffff
1045490, PC=0x0b8 (pr_base.1.sm_75.ptx:84) ld.param.u32 %r12 [_Z9pull_stepiPKmPKiPfS3__param_0],829,23,14,ffffffff
1045490, PC=0x0b8 (pr_base.1.sm_75.ptx:84) ld.param.u32 %r12 [_Z9pull_stepiPKmPKiPfS3__param_0],829,23,11,ffffffff
1045491, PC=0x0c0 (pr_base.1.sm_75.ptx:85) ld.param.u64 %rd7 [_Z9pull_stepiPKmPKiPfS3__param_1],829,23,9,ffffffff
1045491, PC=0x0c0 (pr_base.1.sm_75.ptx:85) ld.param.u64 %rd7 [_Z9pull_stepiPKmPKiPfS3__param_1],829,23,10,ffffffff
