Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
100,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.232217
200,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
300,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
400,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
500,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
600,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
700,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
800,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
900,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
1000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
1100,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
1200,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
1300,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
1400,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
1500,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
1600,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
1700,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
1800,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
1900,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
2000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
2100,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
2200,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
2300,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
2400,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
2500,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
2600,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
2700,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
2800,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
2900,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
3000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
3100,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
3200,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
3300,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
3400,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
3500,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
3600,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
3700,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120946
