cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,0,0
6000,0,0
6100,0,0
6200,0,0
6300,0,0
6400,0,0
6500,0,0
6600,0,0
6700,0,0
6800,0,0
6900,0,0
7000,0,0
7100,0,0
7200,0,0
7300,0,0
7400,0,0
7500,0,0
7600,0,0
7700,0,0
7800,0,0
7900,0,0
8000,0,0
8100,0,0
8200,0,0
8300,0,0
8400,0,0
8500,0,0
8600,0,0
8700,0,0
8800,0,0
8900,0,0
9000,0,0
9100,0,0
9200,0,0
9300,0,0
9400,0,0
9500,0,0
9600,0,0
9700,0,0
9800,0,0
9900,0,0
10000,0,0
10100,0,0
10200,0,0
10300,0,0
10400,0,0
10500,0,0
10600,0,0
10700,0,0
10800,0,0
10900,0,0
11000,0,0
11100,3,2
11200,17,0
11300,10,0
11400,29,0
11500,37,0
11600,6,0
11700,0,0
11800,0,0
11900,0,0
12000,0,0
12100,0,0
12200,0,0
12300,0,0
12400,0,0
12500,0,0
12600,6,2
12700,28,0
12800,46,2
12900,62,0
13000,47,0
13100,7,0
13200,8,0
13300,0,0
13400,0,0
13500,0,0
13600,0,0
13700,0,0
13800,0,0
13900,17,2
14000,38,0
14100,53,0
14200,24,2
14300,37,0
14400,31,0
14500,20,0
14600,32,1
14700,22,1
14800,8,0
14900,25,0
15000,24,2
15100,17,0
15200,54,2
15300,49,0
15400,43,0
15500,37,0
15600,34,2
15700,25,0
15800,30,2
15900,54,0
16000,30,0
16100,45,0
16200,45,6
16300,44,0
16400,40,2
16500,59,0
16600,59,1
16700,57,1
16800,62,4
16900,60,0
17000,37,0
17100,46,0
17200,27,4
17300,20,5
17400,49,1
17500,22,0
17600,12,0
17700,66,2
17800,39,2
17900,65,2
18000,61,1
18100,34,3
18200,60,2
18300,59,3
18400,14,1
18500,33,4
18600,64,0
18700,63,1
18800,31,5
18900,16,0
19000,38,0
19100,16,2
19200,37,2
19300,48,0
19400,0,0
19500,2,2
19600,2,2
