cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,0,0
6000,0,0
6100,0,0
6200,0,0
6300,0,0
6400,0,0
6500,0,0
6600,0,0
6700,0,0
6800,0,0
6900,0,0
7000,0,0
7100,0,0
7200,0,0
7300,0,0
7400,0,0
7500,0,0
7600,0,0
7700,0,0
7800,0,0
7900,0,0
8000,0,0
8100,0,0
8200,0,0
8300,0,0
8400,0,0
8500,0,0
8600,0,0
8700,0,0
8800,0,0
8900,0,0
9000,0,0
9100,0,0
9200,0,0
9300,0,0
9400,0,0
9500,0,0
9600,0,0
9700,0,0
9800,0,0
9900,0,0
10000,0,0
10100,0,0
10200,0,0
10300,0,0
10400,0,0
10500,0,0
10600,0,0
10700,0,0
10800,0,0
10900,0,0
11000,0,0
11100,0,0
11200,15,2
11300,23,0
11400,24,0
11500,31,0
11600,17,0
11700,0,0
11800,0,0
11900,0,0
12000,0,0
12100,0,0
12200,0,0
12300,0,0
12400,0,0
12500,0,0
12600,14,2
12700,16,0
12800,42,2
12900,54,0
13000,42,0
13100,28,0
13200,8,0
13300,0,0
13400,0,0
13500,0,0
13600,0,0
13700,0,0
13800,0,1
13900,22,1
14000,24,0
14100,56,0
14200,42,2
14300,34,0
14400,26,0
14500,16,0
14600,24,0
14700,22,2
14800,8,0
14900,24,0
15000,23,0
15100,38,2
15200,41,2
15300,43,0
15400,59,0
15500,32,0
15600,14,2
15700,32,0
15800,47,2
15900,56,0
16000,15,0
16100,39,0
16200,60,4
16300,61,1
16400,24,2
16500,57,1
16600,60,0
16700,57,2
16800,43,2
16900,55,2
17000,58,0
17100,50,0
17200,13,4
17300,34,5
17400,16,2
17500,64,1
17600,33,0
17700,19,4
17800,62,0
17900,64,3
18000,61,1
18100,56,0
18200,48,0
18300,13,4
18400,63,1
18500,61,2
18600,29,3
18700,15,1
18800,38,2
18900,62,2
19000,26,6
19100,51,0
19200,36,0
19300,13,0
19400,0,0
19500,2,4
19600,2,0
