Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
9000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.211190
9001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.218021
9002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.218268
9003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.219996
9004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.219684
9005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.220781
9006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.224936
9007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.210789
9008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.226449
9009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.221490
9010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.217782
9011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213550
9012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.219432
9013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213955
9014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.216085
9015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213550
9016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.219744
9017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.220089
9018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.215991
9019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.215857
9020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.219971
9021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.215857
9022000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.214880
9023000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.222309
9024000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.217235
9025000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.215740
9026000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.219500
9027000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.214139
9028000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.216374
9029000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.219454
9030000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213550
9031000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.212258
9032000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.217782
9033000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.222278
9034000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.216553
9035000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.214185
9036000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.222897
9037000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.216553
9038000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.220107
9039000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.214545
9040000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.217124
9041000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.217094
9042000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213955
9043000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.225316
9044000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.215857
9045000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.219996
9046000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.221766
9047000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.215448
9048000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.217087
