kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 127 : 3140 12912 0 0 0 393 99 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 124 : 133825 656956 0 0 0 0 0 0 2321 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 123 : 133825 808384 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 122 : 133825 1470567 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 121 : 133825 1339307 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 120 : 133825 1209044 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 119 : 133825 1206226 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 118 : 133825 29443912 179040 0 0 133738 22983 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 117 : 133825 14328488 64 0 0 109658 22983 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 116 : 133825 1207423 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 115 : 133825 1205574 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 114 : 133825 35627471 417120 0 0 133730 22983 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 113 : 133825 1205877 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 112 : 133825 30546199 207616 0 0 133757 22983 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 111 : 133825 14293301 96 0 0 109405 22983 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 110 : 133825 1207426 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 109 : 133825 1205722 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 108 : 133825 37075639 464160 0 0 133738 22983 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 107 : 133825 1206202 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 106 : 133825 30420082 223552 0 0 133741 22983 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 105 : 133825 14308259 256 0 0 109185 22983 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 104 : 133825 1207658 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 103 : 133825 1205363 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 102 : 133825 36386861 459840 0 0 133753 22983 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 101 : 133825 1205930 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 100 : 133825 30380799 204864 0 0 133753 22983 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 99 : 133825 14087168 96 0 0 108915 22983 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 58 : 3140 29124 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 56 : 3140 0 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 55 : 3140 19384 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 54 : 3140 1651020 9248 0 0 884 99 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 53 : 3140 1653404 15904 0 0 785 99 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 52 : 3140 28260 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 51 : 3140 28260 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 50 : 3140 909368 0 0 0 393 99 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 49 : 3140 28260 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 48 : 3140 29796 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 47 : 3140 20376 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 46 : 3140 18840 0 0 0 0 0 0 0 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 44 : 3328 1004 0 0 0 0 0 0 1 
spmv_base_L2_100__econPsmigr2.1.sm_75.ptx 130 : 3328 16800 0 0 0 0 0 0 0 
