kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
cc_afforest.1.sm_75.ptx 325 : 4 218 0 0 0 4 4 0 0 
cc_afforest.1.sm_75.ptx 384 : 8 72 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 383 : 8 72 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 377 : 1265 12289 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 374 : 1265 0 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 394 : 7302 54176 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 393 : 7302 69300 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 365 : 1479 15080 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 364 : 1479 13905 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 340 : 72 20 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 323 : 50 257 0 0 0 0 0 0 1 
cc_afforest.1.sm_75.ptx 322 : 50 543 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 321 : 50 10817 0 0 0 50 48 0 0 
cc_afforest.1.sm_75.ptx 319 : 50 0 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 318 : 50 303 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 316 : 56 33 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 315 : 56 490 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 314 : 56 8499 224 0 0 55 54 0 0 
cc_afforest.1.sm_75.ptx 313 : 56 553 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 312 : 56 571 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 310 : 56 521 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 309 : 56 516 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 380 : 8 301 0 0 0 7 7 0 0 
cc_afforest.1.sm_75.ptx 123 : 6777025 37272231 0 0 0 0 0 0 38949 
cc_afforest.1.sm_75.ptx 122 : 6777025 45393107 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 378 : 1265 7342 0 0 0 0 0 0 2 
cc_afforest.1.sm_75.ptx 121 : 6777025 1477153575 0 0 0 1072639 326544 0 0 
cc_afforest.1.sm_75.ptx 376 : 1265 268207 0 0 0 1239 1202 0 0 
cc_afforest.1.sm_75.ptx 119 : 7037125 1421646 0 0 0 0 0 0 32617 
cc_afforest.1.sm_75.ptx 118 : 7037125 44733263 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 373 : 1265 8166 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 116 : 7151264 616141 0 0 0 0 0 0 35531 
cc_afforest.1.sm_75.ptx 115 : 7151264 47563346 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 371 : 1479 1342 0 0 0 0 0 0 2 
cc_afforest.1.sm_75.ptx 114 : 7151264 390563011 3413376 0 0 1343711 537529 0 0 
cc_afforest.1.sm_75.ptx 370 : 1479 13538 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 113 : 7151264 66677782 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 369 : 1479 65375 320 0 0 1440 1405 0 0 
cc_afforest.1.sm_75.ptx 112 : 7151264 74309944 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 368 : 1479 15454 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 111 : 7151264 67594803 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 367 : 1479 16870 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 110 : 7151264 67675108 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 366 : 1479 16197 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 109 : 7151264 66643188 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 106 : 6985079 715336 0 0 0 0 0 0 53029 
cc_afforest.1.sm_75.ptx 105 : 6985079 46019012 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 361 : 7302 35165 0 0 0 0 0 0 441 
cc_afforest.1.sm_75.ptx 104 : 6985079 4746858464 15246976 0 0 1897912 332959 0 0 
cc_afforest.1.sm_75.ptx 360 : 7302 70943 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 103 : 6985079 3905116036 30897568 0 0 1098463 332959 0 0 
cc_afforest.1.sm_75.ptx 359 : 7302 837469 7584 0 0 3571 2239 0 0 
cc_afforest.1.sm_75.ptx 102 : 6985079 65036269 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 339 : 72 550 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 82 : 13373440 2270 0 0 0 0 0 0 2 
cc_afforest.1.sm_75.ptx 338 : 72 707 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 81 : 13373440 95534752 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 80 : 13373440 132685344 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 395 : 7302 8899 0 0 0 0 0 0 466 
cc_afforest.1.sm_75.ptx 138 : 13373440 73747360 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 265 : 6686720 87159840 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 79 : 13373440 83161408 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 335 : 4 0 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 78 : 13373440 84771328 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 334 : 4 26 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 77 : 13373440 89679808 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 333 : 4 1344 0 0 0 4 4 0 0 
cc_afforest.1.sm_75.ptx 76 : 13373440 137803168 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 332 : 4 1344 64 0 0 4 4 0 0 
cc_afforest.1.sm_75.ptx 75 : 13373440 182663104 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 331 : 4 36 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 74 : 13373440 173479456 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 330 : 4 36 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 73 : 13373440 169627008 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 329 : 4 39 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 72 : 13373440 291508896 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 358 : 7302 274368 0 0 0 3076 2239 0 0 
cc_afforest.1.sm_75.ptx 101 : 6985079 71309387 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 279 : 6686493 44699819 0 0 0 0 0 0 1633 
cc_afforest.1.sm_75.ptx 84 : 13372986 91237628 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 328 : 4 37 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 71 : 13373440 92189376 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 357 : 7302 81004 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 100 : 6985079 65350573 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 85 : 13372986 131453386 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 281 : 6905 46297 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 25 : 20060160 129891904 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 282 : 6905 67135 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 26 : 20060160 242622944 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 283 : 6905 69348 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 27 : 20060160 134027488 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 284 : 6905 2747913 91840 0 0 2989 1659 0 0 
cc_afforest.1.sm_75.ptx 86 : 13372986 126781386 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 343 : 6905 46748 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 28 : 20060160 129887552 0 0 0 0 0 0 0 
cc_afforest.1.sm_75.ptx 285 : 6905 2741646 17536 0 0 3175 1659 0 0 
cc_afforest.1.sm_75.ptx 87 : 13372986 7469429265 72858592 0 0 3343248 417906 0 0 
