Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
11000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.165770
11000100,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.211819
11000200,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.126468
11000300,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.083685
11000400,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.171491
11000500,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.104741
11000600,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.147920
11000700,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.118664
11000800,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.198009
11000900,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.214389
11001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.124574
11001100,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.149052
11001200,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.226185
11001300,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125008
11001400,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.151523
11001500,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.147584
11001600,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125439
11001700,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.156537
11001800,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120199
11001900,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.084342
11002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.174280
11002100,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.123798
11002200,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.077195
11002300,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.206365
11002400,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.169151
11002500,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.024508
11002600,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.198915
11002700,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.187102
11002800,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.139075
11002900,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.210436
11003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.156143
11003100,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.140896
11003200,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.138294
11003300,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.163993
11003400,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.118042
11003500,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.115798
11003600,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120355
11003700,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.152718
11003800,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.049203
11003900,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.114772
11004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.221344
11004100,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.129380
11004200,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.207846
11004300,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.191294
11004400,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.105077
11004500,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.130481
11004600,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.211010
11004700,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.104699
11004800,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.103342
11004900,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.161163
11005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.083545
