cycle,row_hit,row_miss
5000,0,2
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,0,0
6000,0,0
6100,0,0
6200,0,0
6300,4,24
6400,8,24
6500,10,18
6600,15,23
6700,5,18
6800,12,23
6900,14,19
7000,14,21
7100,9,23
7200,12,24
7300,6,21
7400,12,20
7500,7,22
7600,6,21
7700,9,22
7800,17,21
7900,5,22
8000,6,19
8100,11,22
8200,5,24
8300,9,17
8400,5,21
8500,12,26
8600,11,21
8700,7,15
8800,10,24
8900,13,22
9000,21,20
9100,11,22
9200,13,20
9300,12,19
9400,11,23
9500,10,24
9600,2,21
9700,13,20
9800,16,22
9900,9,19
10000,11,21
10100,13,23
10200,7,21
10300,3,21
10400,13,19
10500,8,24
10600,12,22
10700,5,21
10800,15,22
10900,6,20
11000,9,20
11100,5,23
11200,20,20
11300,6,21
11400,10,16
11500,11,26
11600,15,22
11700,8,20
11800,18,20
11900,11,22
12000,9,24
12100,10,22
12200,11,20
12300,12,20
12400,12,20
12500,10,17
12600,12,24
12700,10,27
12800,11,20
12900,9,21
13000,12,19
13100,11,21
13200,10,21
13300,12,23
13400,10,20
13500,11,22
13600,14,20
13700,11,22
13800,10,25
13900,10,18
14000,13,21
14100,8,20
14200,12,20
14300,11,26
14400,8,20
14500,7,20
14600,16,17
14700,12,23
14800,9,19
14900,14,27
15000,7,19
15100,6,23
15200,7,19
15300,4,21
15400,3,16
15500,9,26
15600,0,24
15700,1,19
15800,1,17
15900,2,24
16000,5,15
16100,1,29
16200,1,20
16300,5,14
16400,4,22
16500,3,22
16600,1,24
16700,4,22
16800,3,16
16900,1,25
17000,3,22
17100,4,19
17200,0,26
17300,2,19
17400,2,21
17500,5,11
17600,3,24
17700,1,25
17800,3,18
17900,2,24
18000,1,19
18100,2,19
18200,3,14
18300,3,22
18400,3,20
18500,2,25
18600,7,5
18700,2,30
18800,2,20
18900,3,15
19000,2,24
19100,1,22
19200,1,19
19300,2,23
19400,1,21
19500,4,12
19600,2,20
19700,1,29
19800,4,14
19900,4,25
20000,1,22
20100,2,18
20200,3,27
20300,2,14
20400,1,25
20500,0,24
20600,4,21
20700,2,19
20800,3,21
20900,0,22
21000,0,20
21100,1,24
21200,5,20
21300,1,19
21400,1,25
21500,0,20
21600,1,21
21700,0,21
21800,1,22
21900,3,13
22000,2,29
22100,1,15
22200,0,24
22300,1,23
22400,1,19
22500,2,23
22600,0,18
22700,2,23
22800,0,21
22900,2,19
