Cycle,RunTimeDynamic(W)
1000,8.483750
2000,8.483750
3000,8.483750
4000,8.483750
5000,8.483750
6000,0.008484
7000,0.016967
8000,0.008484
9000,0.008767
10000,0.009049
11000,0.010180
12000,0.009615
13000,0.013574
14000,0.008484
15000,0.009332
16000,0.011029
17000,0.009049
18000,0.009615
19000,0.012160
20000,0.010463
21000,0.010180
22000,0.008484
23000,0.009332
24000,0.008484
25000,0.008484
26000,0.008484
27000,0.008484
28000,0.008484
29000,0.008484
30000,0.008767
31000,0.008484
32000,0.008484
33000,0.008484
34000,0.008484
35000,0.008484
36000,0.008484
37000,0.008484
38000,0.008484
39000,0.008484
40000,0.008484
41000,0.008484
42000,0.008767
43000,0.008484
44000,0.008767
45000,0.008484
46000,0.008484
47000,0.008767
48000,0.008484
49000,0.008484
50000,0.008484
51000,0.008484
52000,0.008484
53000,0.008484
54000,0.008484
55000,0.008484
56000,0.008484
57000,0.008484
58000,0.008484
59000,0.008484
60000,0.008484
61000,0.008484
62000,0.008484
63000,0.008484
64000,0.008484
65000,0.008484
66000,0.008484
67000,0.008484
68000,0.008484
69000,0.008484
70000,0.008767
71000,0.008484
72000,0.008484
73000,0.008484
74000,0.008484
75000,0.008484
76000,0.008484
77000,0.008484
78000,0.008484
79000,0.008484
80000,0.008484
81000,0.008484
82000,0.008484
83000,0.008484
84000,0.008484
85000,0.008484
86000,0.008767
87000,0.009049
88000,0.008484
89000,0.008484
90000,0.008484
91000,0.008484
92000,0.008484
93000,0.008484
94000,0.008484
95000,0.008484
96000,0.008484
97000,0.008484
98000,0.008484
99000,0.008484
100000,0.008484
101000,0.008484
102000,0.008484
103000,0.008484
104000,0.008484
105000,0.008484
106000,0.008484
107000,0.008484
108000,0.008484
109000,0.008484
110000,0.008484
111000,0.008484
112000,0.009049
113000,0.008484
114000,0.008767
115000,0.008484
116000,0.008767
117000,0.008484
118000,0.008484
119000,0.008484
120000,0.008484
121000,0.008484
122000,0.008484
123000,0.008484
124000,0.008484
125000,0.008484
126000,0.008484
127000,0.008484
128000,0.008484
129000,0.009049
130000,0.008484
131000,0.008484
132000,0.008484
133000,0.008484
134000,0.007070
135000,0.009615
136000,0.009049
137000,0.007918
138000,0.009049
139000,0.008201
140000,0.008201
141000,0.008767
142000,0.008767
143000,0.008484
144000,0.008484
145000,0.008201
146000,0.008767
147000,0.008484
148000,0.008484
149000,0.008484
150000,0.008484
151000,0.008484
152000,0.008484
153000,0.008484
154000,0.008484
155000,0.008484
156000,0.008484
157000,0.008484
158000,0.008484
159000,0.008484
160000,0.008484
161000,0.008484
162000,0.008484
163000,0.008484
164000,0.008484
165000,0.008484
166000,0.008484
167000,0.008484
168000,0.008484
169000,0.008484
170000,0.008484
171000,0.008484
172000,0.008484
173000,0.008484
174000,0.008484
175000,0.008484
176000,0.008484
177000,0.008484
178000,0.008484
179000,0.008484
180000,0.008484
181000,0.008484
182000,0.008484
183000,0.008484
184000,0.008484
185000,0.008484
186000,0.008484
187000,0.008484
188000,0.008484
189000,0.008484
190000,0.008484
191000,0.008484
192000,0.008484
193000,0.008484
194000,0.008484
195000,0.008484
196000,0.008484
197000,0.008484
198000,0.008484
199000,0.008484
200000,0.008484
201000,0.008484
202000,0.008484
203000,0.008484
204000,0.008484
205000,0.008484
206000,0.008484
207000,0.008484
208000,0.008484
209000,0.008484
210000,0.008484
211000,0.008484
212000,0.008484
213000,0.008484
214000,0.008484
215000,0.008484
216000,0.008484
217000,0.008484
218000,0.008484
219000,0.922466
