cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,31,1,0,0,31
5600,0,0,0,0,0,0
5700,0,0,0,0,0,0
5800,0,0,32,140,80,0
5900,0,0,0,0,16,0
6000,0,2,29,10,1,2
6100,0,61,77,125,21,61
6200,0,61,82,125,20,61
6300,0,9,23,322,6,9
6400,0,9,17,335,1,9
6500,0,17,19,181,10,17
6600,0,6,12,335,1,6
6700,0,10,7,282,1,10
6800,0,6,18,211,2,6
6900,0,1,13,191,1,1
7000,0,25,20,207,7,25
7100,0,1,23,309,2,1
7200,0,4,20,192,1,4
7300,1,0,22,323,4,0
7400,1,5,34,206,2,5
7500,2,6,14,150,2,6
7600,2,26,16,150,7,26
7700,3,35,15,226,5,35
7800,1,14,18,166,7,14
7900,0,1,19,322,0,1
8000,0,0,14,204,1,0
8100,0,15,29,234,4,15
8200,1,1,18,291,1,1
8300,0,1,24,137,7,1
8400,0,0,12,344,1,0
8500,2,0,22,203,4,0
8600,4,0,28,225,3,0
8700,0,2,22,178,1,2
8800,1,1,22,174,5,1
8900,4,8,18,249,2,8
9000,3,6,28,189,2,6
9100,2,0,32,224,0,0
9200,17,13,25,240,6,13
9300,13,8,13,144,13,8
9400,19,5,23,298,1,5
9500,27,16,23,181,12,16
9600,11,15,21,271,10,15
9700,17,22,21,171,12,22
9800,4,0,24,359,2,0
9900,10,15,21,156,8,15
10000,12,10,35,331,2,10
10100,12,11,20,215,6,11
10200,12,17,21,132,9,17
10300,10,7,28,286,6,7
10400,7,8,20,162,7,8
10500,10,1,22,242,3,1
10600,10,8,26,318,1,8
10700,1,1,16,166,3,1
10800,0,0,22,298,0,0
10900,0,0,25,276,0,0
11000,0,0,20,149,0,0
11100,0,0,17,239,0,0
11200,5,1,15,246,1,1
11300,0,0,9,212,0,0
11400,0,0,18,133,0,0
11500,0,0,8,251,0,0
11600,0,0,13,148,0,0
11700,0,0,8,184,0,0
11800,0,0,9,357,0,0
11900,0,0,4,296,0,0
12000,0,0,4,258,0,0
12100,0,0,0,200,0,0
12200,0,0,3,197,0,0
12300,0,0,3,197,0,0
12400,0,0,0,200,0,0
12500,0,0,1,199,0,0
12600,0,0,2,198,0,0
12700,0,0,2,172,0,0
12800,0,0,3,137,0,0
12900,0,0,1,331,0,0
13000,0,0,2,366,0,0
13100,0,0,2,247,0,0
13200,0,0,2,198,0,0
13300,0,0,5,140,0,0
13400,0,0,3,378,0,0
13500,0,0,6,320,0,0
13600,0,0,6,255,0,0
13700,0,0,4,173,0,0
13800,0,0,10,202,0,0
13900,0,0,5,278,0,0
14000,0,0,8,248,0,0
14100,2,0,7,123,0,0
14200,0,0,5,146,0,0
14300,0,0,9,179,0,0
14400,0,0,5,236,0,0
14500,0,0,9,144,0,0
14600,0,0,4,264,0,0
14700,0,0,10,298,0,0
14800,0,0,14,175,0,0
14900,0,0,9,211,0,0
15000,0,0,12,273,0,0
15100,0,0,4,130,0,0
15200,0,0,4,237,0,0
15300,0,0,10,165,0,0
15400,0,0,8,326,0,0
15500,0,0,9,187,0,0
15600,0,0,6,173,0,0
15700,0,0,4,262,0,0
15800,0,0,9,205,0,0
15900,0,0,11,294,0,0
16000,0,0,6,244,0,0
16100,0,0,5,317,0,0
16200,0,0,5,165,0,0
16300,0,0,3,125,0,0
16400,0,0,4,103,0,0
16500,0,0,1,109,0,0
16600,0,0,7,97,0,0
16700,0,0,7,239,0,0
16800,0,0,2,134,0,0
16900,0,0,3,192,0,0
17000,0,0,5,395,0,0
17100,0,0,3,397,0,0
17200,0,0,3,305,0,0
17300,0,0,6,242,0,0
17400,0,0,3,213,0,0
17500,0,0,3,270,0,0
17600,0,0,6,236,0,0
17700,0,0,1,399,0,0
17800,0,0,9,290,0,0
17900,0,0,2,107,0,0
18000,0,0,2,186,0,0
18100,0,0,6,236,0,0
18200,0,0,2,181,2,0
18300,0,3,2,121,1,3
18400,0,2,5,234,1,2
18500,0,2,5,294,2,2
18600,0,6,10,166,0,6
18700,0,8,4,217,2,8
18800,0,7,8,153,2,7
18900,0,8,3,232,1,8
19000,0,0,8,272,0,0
19100,0,0,8,224,0,0
