1000000,0,0,20,0,2,0
1000100,10,0,42,0,2,0
1000200,12,0,29,0,2,0
1000300,9,0,55,0,1,0
1000400,17,0,27,0,1,0
1000500,27,0,24,0,2,0
1000600,16,1,35,0,3,1
1000700,42,1,30,0,3,1
1000800,25,1,29,0,0,1
1000900,8,0,28,0,4,0
1001000,14,0,52,12,1,0
1001100,17,0,20,0,5,0
1001200,3,0,30,0,0,0
1001300,2,0,24,0,1,0
1001400,24,0,57,1,3,0
1001500,11,0,41,0,0,0
1001600,14,0,50,3,4,0
1001700,29,0,37,0,3,0
1001800,17,2,52,0,2,2
1001900,19,0,36,0,3,0
1002000,35,0,11,0,0,0
1002100,44,2,15,0,2,2
1002200,25,0,36,0,1,0
1002300,4,0,19,0,1,0
1002400,6,0,54,0,2,0
1002500,9,0,45,1,7,0
1002600,6,0,58,0,3,0
1002700,13,0,3,0,0,0
1002800,29,0,45,0,7,0
1002900,7,1,49,0,4,1
1003000,21,0,40,0,1,0
1003100,27,0,36,0,0,0
1003200,19,1,24,0,1,1
1003300,33,0,34,0,4,0
1003400,1,0,9,0,0,0
1003500,11,0,41,0,2,0
1003600,17,0,29,0,0,0
1003700,19,0,51,0,5,0
1003800,18,0,56,4,0,0
1003900,20,0,19,0,1,0
1004000,3,1,34,0,4,1
1004100,5,0,23,0,1,0
1004200,34,0,34,0,6,0
1004300,44,0,47,0,4,0
1004400,15,0,45,0,3,0
1004500,18,0,3,0,0,0
1004600,44,0,48,0,4,0
1004700,4,0,23,0,1,0
1004800,15,0,31,0,0,0
1004900,5,0,49,0,0,0
1005000,20,0,19,0,1,0
1005100,7,0,24,0,1,0
1005200,23,0,78,18,0,0
1005300,15,0,35,5,2,0
1005400,34,1,24,0,1,1
1005500,2,0,42,0,1,0
1005600,40,1,41,0,3,1
1005700,1,1,34,0,2,1
1005800,6,0,29,0,3,0
1005900,24,0,23,0,1,0
1006000,36,0,31,0,0,0
1006100,19,0,51,0,3,0
1006200,5,0,14,0,2,0
1006300,3,0,34,0,2,0
1006400,44,0,30,0,4,0
1006500,18,0,33,0,1,0
1006600,33,2,47,0,1,2
1006700,13,0,25,0,1,0
1006800,5,0,14,0,1,0
1006900,32,0,60,0,5,0
1007000,3,0,40,6,3,0
1007100,9,0,32,0,0,0
1007200,34,0,20,0,4,0
1007300,10,0,42,0,0,0
1007400,13,0,24,0,1,0
1007500,17,0,46,0,2,0
1007600,8,0,23,0,3,0
1007700,27,0,50,0,0,0
1007800,31,0,53,0,3,0
1007900,19,0,24,0,2,0
1008000,4,0,22,0,2,0
1008100,26,0,34,0,0,0
1008200,22,0,38,0,4,0
1008300,7,0,40,0,4,0
1008400,21,0,25,0,1,0
1008500,40,0,17,0,2,0
1008600,8,0,38,0,2,0
1008700,15,0,50,0,3,0
1008800,6,0,25,0,1,0
1008900,38,0,48,0,0,0
1009000,6,0,54,22,5,0
1009100,8,0,6,0,0,0
1009200,32,0,15,0,0,0
1009300,6,0,49,0,8,0
1009400,15,0,23,0,0,0
1009500,10,0,31,0,1,0
1009600,26,0,28,0,1,0
1009700,22,0,43,0,2,0
1009800,2,0,8,0,0,0
1009900,21,0,70,0,3,0
1010000,21,0,11,0,6,0
1010100,24,0,31,0,0,0
1010200,10,0,20,0,2,0
1010300,27,0,47,0,2,0
1010400,10,0,22,0,0,0
1010500,15,0,36,0,2,0
1010600,15,0,36,0,4,0
1010700,26,0,19,0,1,0
1010800,19,1,28,0,2,1
1010900,7,0,23,0,1,0
1011000,22,0,27,0,3,0
1011100,34,0,26,0,6,0
1011200,6,1,32,0,2,1
1011300,30,0,49,0,3,0
1011400,4,0,7,0,1,0
1011500,9,0,29,0,3,0
1011600,17,0,26,0,3,0
1011700,25,0,49,0,3,0
1011800,46,0,32,0,0,0
1011900,6,0,34,0,3,0
1012000,24,0,28,0,1,0
1012100,29,0,24,0,0,0
1012200,16,0,25,0,5,0
1012300,8,0,49,0,1,0
1012400,27,0,15,0,0,0
1012500,19,0,29,0,0,0
1012600,0,0,30,0,0,0
1012700,3,0,71,0,2,0
1012800,12,0,16,0,2,0
1012900,16,0,49,0,4,0
1013000,48,0,43,0,1,0
1013100,5,0,36,0,1,0
1013200,25,0,13,0,2,0
1013300,18,0,17,0,0,0
1013400,25,0,31,0,3,0
1013500,4,0,53,0,4,0
1013600,28,0,4,0,0,0
1013700,17,0,25,0,8,0
1013800,7,0,29,0,1,0
1013900,9,0,54,0,4,0
1014000,50,0,18,0,1,0
1014100,9,0,50,0,4,0
1014200,33,1,25,0,0,1
1014300,15,0,9,0,1,0
1014400,34,0,55,0,3,0
1014500,8,0,23,0,1,0
1014600,16,0,13,0,1,0
1014700,13,0,33,0,2,0
1014800,28,0,29,0,5,0
1014900,5,0,38,0,2,0
1015000,22,0,23,0,0,0
1015100,42,0,43,0,0,0
1015200,17,0,48,0,1,0
1015300,5,0,17,0,2,0
1015400,31,0,37,0,1,0
1015500,21,0,45,0,3,0
1015600,9,0,11,0,0,0
1015700,21,0,17,0,0,0
1015800,15,0,38,0,3,0
1015900,33,0,70,0,1,0
1016000,18,0,25,0,1,0
1016100,5,0,5,0,0,0
1016200,22,0,26,0,0,0
1016300,29,0,64,13,4,0
1016400,10,0,15,0,1,0
1016500,7,0,28,0,1,0
1016600,40,0,41,0,2,0
1016700,15,0,12,0,0,0
1016800,8,0,29,0,0,0
1016900,4,0,34,0,2,0
1017000,10,0,14,0,1,0
1017100,36,0,42,0,0,0
1017200,30,0,40,0,9,0
1017300,6,0,20,0,3,0
1017400,21,1,4,0,1,1
1017500,20,0,39,0,3,0
1017600,45,0,25,0,6,0
1017700,31,0,41,0,1,0
1017800,11,0,15,0,1,0
1017900,22,0,5,0,0,0
1018000,6,0,25,0,3,0
1018100,14,0,52,0,2,0
1018200,13,0,39,0,1,0
1018300,17,0,46,0,4,0
1018400,18,0,12,0,0,0
1018500,19,0,44,0,8,0
1018600,39,0,32,0,4,0
1018700,32,0,23,0,3,0
1018800,18,0,25,0,0,0
1018900,40,1,17,0,1,1
1019000,3,0,13,0,0,0
1019100,17,0,25,0,2,0
1019200,25,0,27,0,3,0
1019300,21,0,11,0,3,0
1019400,30,0,34,0,6,0
1019500,12,0,45,0,4,0
1019600,1,0,27,0,4,0
1019700,17,0,15,0,0,0
1019800,30,0,52,0,2,0
1019900,38,0,19,0,2,0
1020000,15,0,26,0,4,0
1020100,17,0,7,0,1,0
1020200,3,0,10,0,1,0
1020300,39,0,61,4,4,0
1020400,3,0,9,0,1,0
1020500,12,0,20,0,1,0
1020600,35,0,23,0,2,0
1020700,24,0,50,0,5,0
1020800,17,0,24,0,4,0
1020900,6,0,8,0,5,0
1021000,27,0,23,0,3,0
1021100,27,0,19,0,3,0
1021200,18,0,15,0,0,0
1021300,25,0,24,0,1,0
1021400,17,0,12,0,0,0
1021500,42,0,33,0,3,0
1021600,31,0,29,0,4,0
1021700,23,0,22,0,0,0
1021800,22,0,11,0,4,0
1021900,18,0,41,0,1,0
1022000,9,0,9,0,0,0
1022100,22,0,12,0,4,0
1022200,27,0,53,0,5,0
1022300,17,0,27,0,1,0
1022400,37,0,30,0,0,0
1022500,9,0,15,0,0,0
1022600,6,0,29,0,4,0
1022700,3,0,24,0,2,0
1022800,37,0,14,0,1,0
1022900,34,0,32,0,4,0
1023000,25,0,14,0,2,0
1023100,4,1,19,0,2,1
1023200,27,0,12,0,3,0
1023300,30,0,10,0,2,0
1023400,41,0,18,0,6,0
1023500,34,0,18,0,2,0
1023600,16,0,15,0,1,0
1023700,15,0,21,0,4,0
1023800,5,0,23,0,4,0
1023900,44,0,38,0,2,0
1024000,23,0,35,0,1,0
1024100,23,0,26,0,4,0
1024200,28,0,17,0,0,0
1024300,14,2,25,0,3,2
1024400,14,0,43,0,3,0
1024500,15,0,17,0,1,0
1024600,15,0,10,0,0,0
1024700,31,0,14,0,1,0
1024800,36,1,34,0,3,1
1024900,25,0,19,0,3,0
1025000,16,0,20,0,0,0
1025100,19,0,3,0,1,0
1025200,35,0,22,0,13,0
1025300,24,0,26,0,4,0
1025400,16,0,31,0,0,0
1025500,38,0,20,0,1,0
1025600,19,0,21,0,1,0
1025700,18,0,10,0,2,0
1025800,15,0,34,0,4,0
1025900,16,0,17,0,6,0
1026000,49,0,14,0,1,0
1026100,21,1,37,0,5,1
1026200,14,0,17,0,0,0
1026300,32,0,11,0,3,0
1026400,19,0,16,0,2,0
1026500,29,0,26,0,1,0
1026600,25,0,19,0,3,0
1026700,23,0,26,0,6,0
1026800,26,0,8,0,4,0
1026900,8,1,16,0,1,1
1027000,9,0,16,0,2,0
1027100,25,0,36,0,1,0
1027200,37,0,36,0,2,0
1027300,11,0,5,0,1,0
1027400,16,0,20,0,2,0
1027500,33,0,14,0,2,0
1027600,33,0,22,0,3,0
1027700,12,0,11,0,2,0
1027800,35,0,2,0,0,0
1027900,39,0,13,0,4,0
1028000,38,0,34,0,8,0
1028100,9,0,12,0,6,0
1028200,34,0,18,0,1,0
1028300,33,0,11,0,4,0
1028400,28,0,13,0,0,0
1028500,9,0,32,0,2,0
1028600,19,0,16,0,0,0
1028700,36,0,28,0,5,0
1028800,20,0,17,0,2,0
1028900,4,0,22,0,2,0
1029000,38,0,39,0,7,0
1029100,20,0,7,0,3,0
1029200,31,0,21,0,4,0
1029300,25,0,14,0,3,0
