Cycle,RunTimeDynamic(W)
1000,8.045988
2000,8.483750
3000,8.483750
4000,8.483750
5000,8.483750
6000,0.008484
7000,0.000000
8000,0.000000
9000,0.000000
10000,0.000000
11000,0.000000
12000,0.000000
13000,0.000000
14000,0.000000
15000,0.000000
16000,0.000000
17000,0.000000
18000,0.000000
19000,0.000000
20000,0.000000
21000,0.000000
22000,0.000000
23000,0.000000
24000,0.000000
25000,0.000000
26000,0.000000
27000,0.000000
28000,0.000000
29000,0.000000
30000,0.000000
31000,0.000000
32000,0.000000
33000,0.000000
34000,0.000000
35000,0.000000
36000,0.000000
37000,0.000000
38000,0.000000
39000,0.000000
40000,0.000000
41000,0.000000
42000,0.000000
43000,0.000000
44000,0.000000
45000,0.000000
46000,0.000000
47000,0.000000
48000,0.000000
49000,0.000000
50000,0.000000
51000,0.000000
52000,0.000000
53000,0.000000
54000,0.000000
55000,0.000000
56000,0.000000
57000,0.000000
58000,0.000000
59000,0.000000
60000,0.000000
61000,0.000000
62000,0.000000
63000,0.000000
64000,0.000000
65000,0.000000
66000,0.000000
67000,0.000000
68000,0.000000
69000,0.000000
70000,0.000000
71000,0.000000
72000,0.000000
73000,0.000000
74000,0.000000
75000,0.000000
76000,0.000000
77000,0.000000
78000,0.000000
79000,0.000000
80000,0.000000
81000,0.000000
82000,0.000000
83000,0.000000
84000,0.000000
85000,0.000000
86000,0.000000
87000,0.000000
88000,0.000000
89000,0.000000
90000,0.000000
91000,0.000000
92000,0.000000
93000,0.000000
94000,0.000000
95000,0.000000
96000,0.000000
97000,0.000000
98000,0.027997
99000,0.367912
100000,0.788989
101000,1.493423
102000,2.755239
103000,3.765371
104000,4.454817
105000,4.848746
106000,5.210436
107000,5.885460
108000,6.340189
109000,7.005032
110000,7.333636
111000,7.608227
112000,7.635375
113000,7.635375
114000,7.635375
115000,7.771680
116000,7.918166
117000,7.918166
118000,7.918166
119000,7.918166
120000,8.099153
121000,8.200958
122000,8.200958
123000,8.200958
124000,8.200958
125000,8.200958
126000,8.200958
127000,8.200958
128000,8.200958
129000,8.200958
130000,8.200958
131000,8.200958
132000,8.200958
133000,8.200958
134000,8.200958
135000,8.200958
136000,8.200958
137000,8.200958
138000,8.200958
139000,8.200958
140000,8.200958
141000,8.200958
142000,8.200958
