kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
LSTM_L2_100_100.1.sm_75.ptx 738 : 64 256 0 0 0 64 64 0 0 
LSTM_L2_100_100.1.sm_75.ptx 715 : 64 320 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 713 : 64 15298 0 0 0 64 64 0 0 
LSTM_L2_100_100.1.sm_75.ptx 709 : 64 192 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 642 : 32768 619808 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 641 : 32768 4645088 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 640 : 32768 4688512 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 639 : 32768 631712 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 638 : 32768 4687232 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 637 : 32768 628544 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 636 : 32768 4615104 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 609 : 32768 292416 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 601 : 32768 5602848 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 600 : 32768 8541184 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 595 : 32768 0 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 581 : 32768 1211 0 0 0 0 0 0 126 
LSTM_L2_100_100.1.sm_75.ptx 580 : 32768 294560 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 579 : 32768 288704 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 577 : 32768 0 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 576 : 32768 304544 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 575 : 32768 674016 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 574 : 32768 6184736 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 573 : 32768 9010208 0 0 0 8192 1024 0 0 
LSTM_L2_100_100.1.sm_75.ptx 572 : 32768 6279584 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 571 : 32768 9656384 0 0 0 8192 1024 0 0 
LSTM_L2_100_100.1.sm_75.ptx 570 : 32768 625184 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 569 : 32768 450080 0 0 0 0 0 0 0 
LSTM_L2_100_100.1.sm_75.ptx 568 : 32768 195552 0 0 0 0 0 0 0 
