cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,0,0
6000,10,0
6100,24,0
6200,66,0
6300,64,0
6400,66,0
6500,63,0
6600,62,0
6700,63,0
6800,65,3
6900,61,6
7000,60,0
7100,62,7
7200,60,2
7300,55,13
7400,52,10
7500,50,20
7600,44,18
7700,50,13
7800,44,18
7900,45,20
8000,49,16
8100,44,21
8200,50,14
8300,46,19
8400,35,18
8500,7,14
8600,4,13
8700,6,21
8800,12,18
8900,5,24
9000,10,12
9100,3,12
9200,6,9
9300,2,16
9400,7,10
9500,3,12
9600,4,12
9700,3,17
9800,6,21
9900,7,19
10000,9,12
10100,4,13
10200,5,15
10300,5,11
10400,4,20
10500,3,14
10600,5,16
10700,2,11
10800,1,20
10900,2,9
11000,1,12
11100,6,13
11200,3,9
11300,3,12
11400,3,13
11500,1,15
11600,1,15
11700,3,10
11800,9,13
11900,2,5
12000,2,6
12100,2,12
12200,0,5
12300,0,12
12400,3,10
12500,4,13
12600,12,9
12700,2,10
12800,2,9
12900,18,10
13000,9,11
13100,4,15
13200,2,7
13300,2,5
13400,0,10
13500,0,13
13600,0,5
13700,0,9
13800,1,10
13900,3,12
14000,1,8
14100,2,8
14200,2,9
14300,4,16
14400,3,10
14500,1,8
14600,7,14
14700,6,11
14800,6,13
14900,2,6
15000,0,7
15100,7,10
15200,3,8
15300,14,7
15400,0,9
15500,1,12
15600,1,4
15700,3,5
15800,5,11
15900,6,9
16000,1,7
16100,3,10
16200,1,8
16300,2,4
16400,0,10
16500,1,6
16600,2,10
16700,4,6
16800,2,10
16900,11,19
17000,3,13
17100,2,5
17200,1,6
17300,0,7
17400,4,7
17500,1,7
17600,4,8
17700,1,4
17800,1,5
17900,1,6
18000,2,8
18100,1,3
18200,2,2
18300,3,6
18400,1,9
18500,2,9
18600,6,13
18700,1,5
18800,14,8
18900,1,4
19000,0,5
19100,0,10
19200,0,8
19300,0,7
19400,0,6
19500,6,8
19600,2,6
19700,1,5
19800,0,3
19900,7,8
20000,0,6
20100,0,7
20200,12,8
20300,3,8
20400,21,8
20500,1,1
20600,3,5
20700,2,6
20800,8,7
20900,2,4
21000,8,10
21100,6,9
21200,3,8
21300,4,8
21400,0,5
21500,1,5
21600,2,4
21700,1,6
21800,2,2
21900,0,6
22000,0,9
22100,8,11
22200,12,2
22300,1,9
22400,1,10
22500,1,6
22600,4,5
22700,1,4
22800,1,6
22900,2,2
23000,3,7
23100,1,3
23200,1,11
23300,7,4
23400,5,12
23500,14,3
23600,1,3
23700,0,6
23800,8,1
23900,0,1
24000,9,8
24100,2,4
24200,0,5
24300,2,9
24400,1,9
24500,1,9
24600,7,6
24700,7,4
24800,0,5
24900,1,9
25000,1,5
25100,0,4
25200,0,4
25300,0,5
25400,0,5
25500,3,3
25600,6,6
25700,0,4
25800,1,5
25900,0,7
26000,1,5
26100,3,5
26200,1,3
26300,0,5
26400,0,4
26500,0,5
26600,5,7
26700,0,5
26800,1,3
26900,10,9
27000,0,6
27100,7,9
27200,1,3
27300,0,4
27400,0,5
27500,17,10
27600,3,5
27700,0,6
27800,0,1
27900,1,4
28000,1,4
28100,1,4
28200,0,6
28300,2,3
28400,3,6
28500,4,1
28600,1,4
28700,1,2
28800,6,8
28900,0,2
29000,0,6
29100,13,8
29200,0,5
29300,3,8
29400,0,3
29500,1,4
29600,6,6
29700,0,2
29800,0,3
29900,0,5
30000,6,8
30100,1,7
30200,1,6
30300,0,1
30400,0,7
30500,12,4
30600,6,5
30700,0,2
30800,15,9
30900,3,4
31000,0,5
31100,6,4
31200,0,2
31300,8,3
31400,6,5
31500,9,4
31600,0,2
31700,0,2
31800,3,3
31900,4,4
32000,8,5
32100,6,3
32200,10,10
32300,1,2
32400,1,1
32500,1,2
32600,0,5
32700,0,3
32800,0,4
32900,0,5
33000,0,5
33100,2,2
33200,0,4
33300,0,8
33400,1,4
33500,1,4
33600,0,2
33700,0,4
33800,8,6
33900,16,7
34000,0,3
34100,8,4
34200,8,7
34300,14,2
34400,1,4
34500,1,3
34600,13,5
34700,3,5
34800,7,5
34900,1,5
35000,7,4
35100,1,3
35200,1,2
35300,1,2
35400,14,6
35500,8,5
35600,1,2
35700,2,4
35800,0,2
35900,1,8
36000,1,2
36100,1,0
36200,3,8
36300,4,2
36400,1,2
36500,0,3
36600,14,5
36700,3,3
36800,0,2
36900,0,1
37000,0,6
37100,9,4
37200,4,4
37300,16,1
37400,0,3
37500,3,2
37600,3,6
37700,0,6
37800,0,4
37900,1,3
38000,0,2
38100,0,5
38200,1,7
38300,9,8
38400,10,4
38500,4,5
38600,8,6
38700,1,2
38800,2,4
38900,1,5
39000,28,5
39100,8,1
39200,0,1
39300,0,4
39400,0,4
39500,5,5
39600,1,6
39700,0,3
39800,1,8
39900,1,5
40000,1,4
40100,2,7
40200,0,0
40300,2,7
40400,6,0
40500,0,4
40600,0,4
40700,0,3
40800,1,2
40900,0,1
41000,0,4
