Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.622277
2000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
5000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
6000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.016071
7000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,28.908966
8000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.296799
9000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,32.319639
10000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,29.723695
11000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.217692
12000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.442224
13000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.585999
14000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.842501
15000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.101037
16000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.464485
17000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.733749
18000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.876643
19000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.798870
20000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.913465
21000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.405595
22000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.506010
23000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.346662
24000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.295618
25000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.231091
26000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.896175
27000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.643435
28000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.800299
29000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.334348
30000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.430064
31000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.117613
32000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.660212
33000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.943569
34000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.080910
35000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.913864
36000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.585549
37000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.237734
38000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.958588
39000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.976588
40000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.410260
