Cycle,RunTimeDynamic(W)
1000,8.361301
2000,8.483750
3000,8.483750
4000,8.483750
5000,8.483750
6000,0.008484
7000,0.000000
8000,0.000000
9000,0.000000
10000,0.000000
11000,0.000000
12000,0.000000
13000,0.000000
14000,0.000000
15000,0.000000
16000,0.000000
17000,0.000000
18000,0.000000
19000,0.000000
20000,0.000000
21000,0.000000
22000,0.000000
23000,0.000000
24000,0.000000
25000,0.000000
26000,0.000000
27000,0.000000
28000,0.000000
29000,0.000000
30000,0.000000
31000,0.000000
32000,0.000000
33000,0.000000
34000,0.000000
35000,0.000000
36000,0.000000
37000,0.000000
38000,0.000000
39000,0.000000
40000,0.000000
41000,0.000000
42000,0.000000
43000,0.000000
44000,0.000000
45000,0.000000
46000,0.000000
47000,0.000000
48000,0.000000
49000,0.000000
50000,0.000000
51000,0.000000
52000,0.000000
53000,0.000000
54000,0.000000
55000,0.000000
56000,0.000000
57000,0.000000
58000,0.000000
59000,0.000000
60000,0.000000
61000,0.000000
62000,0.000000
63000,0.000000
64000,0.000000
65000,0.000000
66000,0.000000
67000,0.000000
68000,0.000000
69000,0.000000
70000,0.000000
71000,0.000000
72000,0.000000
73000,0.000000
74000,0.000000
75000,0.000000
76000,0.000000
77000,0.000000
78000,0.000000
79000,0.000000
80000,0.000000
81000,0.000000
82000,0.000000
83000,0.000000
84000,0.000000
85000,0.000000
86000,0.000000
87000,0.000000
88000,0.000000
89000,0.000000
90000,0.000000
91000,0.000000
92000,0.000000
93000,0.000000
94000,0.000000
95000,0.000000
96000,0.000000
97000,0.000000
98000,0.000000
99000,0.000000
100000,0.000000
101000,0.000000
102000,0.000000
103000,0.000000
104000,0.000000
105000,0.000000
106000,0.000000
107000,0.000000
108000,0.000000
109000,0.000000
110000,0.000000
111000,0.000000
112000,0.000000
113000,0.000000
114000,0.000000
115000,0.000000
116000,0.000000
117000,0.000000
118000,0.000000
119000,0.000000
120000,0.000000
121000,0.000000
122000,0.000000
123000,0.000000
124000,0.000000
125000,0.000000
126000,0.000000
127000,0.000000
128000,0.000000
129000,0.000000
130000,0.000000
131000,0.000000
132000,0.000000
133000,0.000000
134000,0.000000
135000,0.000000
136000,0.000000
137000,0.000000
138000,0.000000
139000,0.000000
140000,0.000000
141000,0.000000
142000,0.000000
143000,0.000000
144000,0.000000
145000,0.000000
146000,0.000000
147000,0.000000
148000,0.000000
149000,0.000000
150000,0.000000
151000,0.000000
152000,0.000000
153000,0.000000
154000,0.000000
155000,0.000000
156000,0.000000
157000,0.000000
158000,0.000000
159000,0.000000
160000,0.000000
161000,0.000000
162000,0.000000
163000,0.000000
164000,0.000000
165000,0.000000
166000,0.000000
167000,0.000000
168000,0.000000
169000,0.000000
170000,0.000000
171000,0.000000
172000,0.000000
173000,0.000000
174000,0.000000
175000,0.000000
176000,0.000000
177000,0.000000
178000,0.000000
179000,0.000000
180000,0.000000
181000,0.000000
182000,0.000000
183000,0.000000
184000,0.000000
185000,0.000000
186000,0.000000
187000,0.000000
188000,0.000000
189000,0.000000
190000,0.000000
191000,0.000000
192000,0.000000
193000,0.000000
194000,0.000000
195000,0.000000
196000,0.000000
197000,0.000000
198000,0.000000
199000,0.000000
200000,0.000000
201000,0.000000
202000,0.000000
203000,0.000000
204000,0.000000
205000,0.000000
206000,0.000000
207000,0.000000
208000,0.000000
209000,0.000000
210000,0.000000
211000,0.000000
212000,0.000000
213000,0.000000
214000,0.000000
215000,0.000000
216000,0.000000
217000,0.000000
218000,0.000000
219000,0.000000
220000,0.000000
221000,0.000000
222000,0.000000
223000,0.000000
224000,0.000000
225000,0.000000
226000,0.000000
227000,0.000000
228000,0.000000
229000,0.000000
230000,0.000000
231000,0.000000
232000,0.000000
233000,0.099260
234000,0.282792
235000,0.282792
236000,0.282792
237000,0.282792
238000,0.563886
239000,0.565583
240000,0.565583
241000,0.565583
242000,0.565583
243000,0.565583
244000,0.565583
245000,0.568411
246000,1.058489
247000,1.131167
248000,1.168212
249000,1.413958
250000,1.413958
251000,1.474476
252000,1.696750
253000,1.696750
254000,1.696750
255000,1.696750
256000,1.933164
257000,1.979542
258000,2.031858
259000,2.385913
260000,2.807555
261000,2.827917
262000,3.048211
263000,3.110708
264000,3.110708
265000,3.110708
266000,3.181124
267000,3.393500
268000,3.589192
269000,3.833806
270000,4.241875
271000,4.241875
272000,4.361779
273000,4.524667
274000,4.524667
275000,4.524667
276000,4.524667
277000,4.524667
278000,4.807176
279000,4.807458
280000,4.807458
281000,4.807458
282000,4.903890
283000,5.090250
284000,5.090250
285000,5.090250
286000,5.090250
287000,5.090250
288000,5.090250
289000,5.090250
290000,5.090250
291000,5.090250
292000,5.090250
293000,5.090250
294000,5.090250
295000,5.090250
296000,5.589660
297000,5.655833
298000,5.655833
299000,5.767253
300000,5.938625
301000,5.938625
302000,5.938625
303000,5.938625
304000,5.981327
305000,6.221417
306000,6.221417
307000,6.221417
308000,6.395333
309000,6.504208
310000,6.504208
311000,6.504208
312000,6.504208
313000,6.504208
314000,6.504208
315000,6.504208
316000,6.504208
317000,6.504208
318000,6.504208
319000,6.504208
320000,6.504208
321000,6.504208
322000,6.504208
323000,6.504208
324000,6.504208
325000,6.504208
326000,6.504208
327000,6.504208
328000,6.504208
329000,6.504208
330000,6.504208
331000,6.504208
332000,6.644473
333000,6.787000
334000,6.787000
335000,6.874948
336000,7.352583
337000,7.352583
338000,7.352583
339000,7.352583
340000,7.352583
341000,7.352583
342000,7.352583
343000,7.352583
344000,7.352583
345000,7.352583
346000,7.352583
347000,7.352583
348000,7.352583
349000,7.376903
350000,7.635375
351000,7.635375
352000,7.635375
353000,7.635375
354000,7.691650
355000,7.918166
356000,7.918166
357000,7.918166
358000,7.918166
359000,8.015164
360000,8.200958
361000,8.200958
362000,8.200958
363000,8.200958
364000,8.200958
365000,8.200958
366000,8.200958
367000,8.200958
368000,8.200958
369000,8.200958
370000,8.200958
371000,8.200958
372000,8.200958
373000,8.200958
374000,8.200958
375000,8.200958
376000,8.200958
377000,8.200958
378000,8.200958
379000,8.200958
380000,8.200958
