Cycle,RunTimeDynamic(W)
1000,8.289189
2000,8.483750
3000,8.483750
4000,8.483750
5000,8.483750
6000,0.008484
7000,0.000000
8000,0.000000
9000,0.000000
10000,0.000000
11000,0.000000
12000,0.000000
13000,0.000000
14000,0.000000
15000,0.000000
16000,0.000000
17000,0.000000
18000,0.000000
19000,0.000000
20000,0.000000
21000,0.000000
22000,0.000000
23000,0.000000
24000,0.000000
25000,0.000000
26000,0.000000
27000,0.000000
28000,0.306546
29000,0.565583
30000,0.845830
31000,1.017484
32000,1.513784
33000,2.019981
34000,2.918976
35000,4.104155
36000,5.343914
37000,6.429269
38000,7.344382
39000,7.352583
40000,7.428089
41000,7.635375
42000,7.635375
43000,7.635375
44000,7.635375
45000,7.635375
46000,7.635375
47000,7.635375
48000,7.635375
49000,7.635375
50000,7.635375
51000,7.635375
52000,7.759237
53000,7.918166
54000,7.918166
55000,7.918166
56000,7.918166
57000,7.918166
58000,7.918166
59000,7.918166
60000,8.071722
61000,8.200958
62000,8.200958
63000,8.200958
64000,8.200958
65000,8.200958
66000,8.200958
67000,8.200958
68000,8.200958
69000,8.200958
70000,8.200958
71000,8.200958
72000,8.200958
73000,8.200958
74000,8.200958
75000,8.200958
76000,8.200958
77000,8.200958
78000,8.200958
79000,8.200958
80000,8.200958
81000,8.200958
82000,8.200958
83000,8.200958
84000,8.200958
85000,8.200958
86000,8.200958
87000,8.200958
88000,8.200958
89000,8.200958
90000,8.200958
