Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.000000
2000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.000000
3000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.000000
4000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.000000
5000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.000000
6000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.071440
7000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,7.285477
8000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.450052
9000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.425416
10000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,9.963221
11000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.493735
12000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,10.857922
13000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,7.434064
14000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.261021
15000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.344243
16000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.485173
17000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,7.095419
18000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,7.347427
19000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.839221
20000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.444514
21000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.183594
22000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.054083
23000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.469334
24000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.646900
25000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.544504
26000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.556367
27000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.427543
28000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.098324
29000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.191883
30000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.508683
31000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.693586
32000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.876264
33000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.500515
34000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.353003
35000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.345220
36000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.523834
37000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.635462
38000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.905215
39000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.892955
40000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.518971
41000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.761180
