Cycle,RunTimeDynamic(W)
5000000,8.200958
5001000,8.200958
5002000,8.200958
5003000,8.200958
5004000,8.200958
5005000,8.200958
5006000,8.200958
5007000,8.200958
5008000,8.200958
5009000,8.200958
5010000,8.200958
5011000,8.200958
5012000,8.200958
5013000,8.200958
5014000,8.200958
5015000,8.200958
5016000,8.200958
5017000,8.200958
5018000,8.200958
5019000,8.200958
5020000,8.200958
5021000,8.200958
5022000,8.200958
5023000,8.200958
5024000,8.200958
5025000,8.200958
5026000,8.200958
5027000,8.200958
5028000,8.200958
5029000,8.200958
5030000,8.200958
5031000,8.200958
5032000,8.200958
5033000,8.200958
5034000,8.200958
5035000,8.200958
5036000,8.200958
5037000,8.200958
5038000,8.200958
5039000,8.200958
5040000,8.200958
5041000,8.200958
5042000,8.200958
5043000,8.200958
5044000,8.200958
5045000,8.200958
5046000,8.200958
5047000,8.200958
5048000,8.200958
5049000,8.200958
5050000,8.200958
5051000,8.200958
5052000,8.200958
5053000,8.200958
5054000,8.200958
5055000,8.200958
5056000,8.200958
5057000,8.200958
5058000,8.200958
5059000,8.200958
5060000,8.200958
5061000,8.200958
5062000,8.200958
5063000,8.200958
5064000,8.200958
5065000,8.200958
5066000,8.200958
5067000,8.200958
5068000,8.200958
5069000,8.200958
5070000,8.200958
5071000,8.200958
5072000,8.200958
