cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,0,0,0,0,0
5600,0,0,0,0,0,0
5700,0,0,0,0,0,0
5800,0,0,3,0,2,0
5900,0,0,16,0,54,0
6000,0,0,18,0,42,0
6100,0,0,3,0,22,0
6200,0,0,1,0,0,0
6300,1,0,53,0,6,0
6400,0,7,38,0,12,7
6500,1,2,19,0,6,2
6600,1,1,20,0,4,1
6700,1,1,8,0,3,1
6800,0,2,18,0,8,2
6900,2,2,13,0,8,2
7000,1,2,11,0,7,2
7100,2,2,10,0,4,2
7200,1,1,8,0,7,1
7300,2,2,13,0,8,2
7400,0,3,12,0,6,3
7500,4,0,10,0,9,0
7600,2,3,14,0,11,3
7700,4,3,12,0,2,3
7800,7,2,11,0,10,2
7900,2,2,7,0,7,2
8000,2,2,9,0,8,2
8100,2,1,8,0,7,1
8200,4,0,11,0,4,0
8300,0,0,14,0,4,0
8400,0,0,7,0,5,0
8500,0,0,7,0,9,0
8600,6,5,9,0,4,5
8700,8,3,8,0,12,3
8800,5,3,12,0,9,3
8900,0,0,9,0,8,0
9000,2,1,11,0,2,1
9100,2,1,7,0,8,1
9200,8,4,9,0,13,4
9300,8,4,9,0,9,4
9400,9,5,10,0,8,5
9500,6,0,9,0,8,0
9600,6,0,10,0,3,0
9700,5,1,8,0,8,1
9800,6,2,8,0,6,2
9900,5,0,12,0,7,0
10000,3,0,5,0,10,0
10100,4,2,8,0,8,2
10200,2,0,13,0,5,0
10300,2,1,6,0,8,1
10400,11,3,10,0,8,3
10500,9,6,7,0,15,6
10600,2,0,9,0,4,0
10700,14,2,7,0,14,2
10800,11,2,7,0,9,2
10900,7,2,5,0,11,2
11000,6,2,8,0,10,2
11100,12,1,6,0,8,1
11200,4,4,4,0,12,4
11300,6,0,5,0,9,0
11400,14,0,3,0,15,0
11500,11,2,4,0,14,2
11600,12,2,3,0,11,2
11700,9,6,4,0,12,6
11800,13,0,8,0,8,0
11900,15,0,6,0,14,0
12000,20,2,4,0,11,2
12100,11,3,6,0,14,3
12200,23,2,6,0,13,2
12300,19,1,4,0,10,1
12400,11,0,6,0,11,0
12500,9,0,9,0,5,0
12600,13,0,12,0,3,0
12700,0,0,6,0,4,0
12800,5,1,15,0,3,1
12900,5,0,11,0,1,0
13000,2,0,11,0,2,0
13100,4,0,9,0,0,0
13200,2,0,9,0,1,0
13300,3,0,8,0,1,0
13400,3,0,11,0,0,0
13500,2,0,9,0,3,0
13600,2,0,9,0,0,0
13700,2,1,10,0,0,1
13800,1,0,11,0,0,0
13900,2,0,9,0,1,0
14000,0,0,9,0,0,0
14100,1,0,8,0,2,0
14200,0,0,7,0,1,0
14300,2,0,9,0,0,0
14400,3,0,8,0,0,0
14500,0,0,9,0,0,0
14600,1,0,10,0,1,0
14700,0,0,10,0,0,0
14800,0,0,5,0,0,0
14900,3,0,9,0,0,0
15000,1,0,8,0,1,0
15100,0,0,7,0,2,0
15200,0,0,9,0,1,0
15300,0,0,7,0,0,0
15400,0,0,6,0,1,0
15500,0,0,9,0,0,0
15600,0,0,8,0,1,0
15700,1,0,7,0,0,0
15800,0,0,8,0,0,0
15900,0,0,9,0,0,0
16000,1,0,8,0,1,0
16100,1,0,12,0,0,0
16200,0,0,10,0,0,0
16300,1,0,8,0,1,0
16400,0,0,8,0,1,0
16500,1,0,11,0,0,0
16600,0,1,8,0,1,1
16700,0,0,10,0,1,0
16800,0,0,8,0,1,0
16900,1,0,8,0,1,0
17000,0,0,11,0,0,0
17100,2,0,8,0,1,0
17200,0,0,10,0,0,0
17300,2,0,10,0,0,0
17400,1,0,9,0,0,0
17500,1,0,7,0,1,0
17600,0,0,13,0,0,0
17700,0,0,10,0,0,0
17800,3,0,11,0,1,0
17900,2,0,9,0,0,0
18000,0,0,10,0,0,0
18100,1,0,7,0,3,0
18200,1,0,11,0,0,0
18300,0,0,8,0,0,0
18400,0,0,8,0,2,0
18500,0,1,5,0,1,1
18600,3,0,11,0,2,0
18700,0,0,10,0,2,0
18800,1,0,10,0,0,0
18900,0,1,11,0,0,1
19000,0,1,10,0,1,1
19100,6,1,10,0,2,1
