cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,0,3,0,9,0
5600,0,0,23,0,36,0
5700,0,0,16,0,63,0
5800,0,0,15,0,36,0
5900,0,0,14,0,44,0
6000,0,0,3,0,19,0
6100,0,0,0,0,10,0
6200,0,0,2,0,4,0
6300,0,0,11,0,19,0
6400,0,0,14,0,16,0
6500,0,0,13,0,17,0
6600,0,0,13,0,13,0
6700,0,0,8,0,6,0
6800,0,0,7,0,1,0
6900,0,0,15,0,10,0
7000,0,0,10,0,15,0
7100,0,0,14,0,13,0
7200,0,0,12,0,9,0
7300,0,0,5,0,7,0
7400,0,0,7,0,1,0
7500,0,0,11,0,5,0
7600,0,0,12,0,11,0
7700,1,0,13,0,16,0
7800,0,0,5,0,10,0
7900,0,0,6,0,3,0
8000,0,0,4,0,4,0
8100,0,0,5,0,1,0
8200,0,0,12,0,19,0
8300,0,0,13,0,14,0
8400,0,0,4,0,1,0
8500,0,0,4,0,4,0
8600,0,0,10,0,16,0
8700,0,0,19,0,9,0
8800,0,0,4,0,6,0
8900,0,0,6,0,4,0
9000,0,1,14,0,10,1
9100,0,0,14,0,15,0
9200,0,1,10,0,11,1
9300,0,0,2,0,5,0
9400,0,0,6,0,6,0
9500,0,6,10,0,18,6
9600,0,1,8,0,20,1
9700,1,1,4,0,12,1
9800,0,1,3,0,4,1
9900,0,1,1,0,9,1
10000,1,13,12,0,15,13
10100,0,0,0,0,3,0
10200,0,1,3,0,1,1
10300,0,1,2,0,3,1
10400,0,1,1,0,1,1
10500,0,2,0,0,3,2
10600,0,2,0,0,3,2
10700,0,3,2,0,3,3
10800,0,0,1,0,9,0
10900,4,0,0,0,12,0
11000,0,0,0,0,17,0
11100,2,0,0,0,23,0
11200,2,0,1,0,11,0
11300,0,0,1,0,12,0
11400,2,0,0,0,17,0
11500,1,0,0,0,13,0
11600,3,0,0,0,10,0
11700,2,0,1,0,12,0
11800,2,0,0,0,15,0
11900,0,0,0,0,14,0
12000,1,0,1,0,23,0
12100,1,0,0,0,5,0
12200,1,0,1,0,11,0
12300,3,0,0,0,16,0
12400,0,0,0,0,10,0
12500,4,0,0,0,10,0
12600,0,0,0,0,11,0
12700,2,0,0,0,16,0
12800,0,0,0,0,20,0
12900,0,0,0,0,12,0
13000,2,0,0,0,14,0
13100,0,0,0,0,7,0
13200,1,0,0,0,13,0
13300,2,0,0,0,14,0
13400,1,1,0,0,10,1
13500,2,2,1,0,7,2
13600,0,0,0,0,11,0
13700,0,0,4,0,13,0
13800,2,0,1,0,14,0
13900,0,0,0,0,6,0
14000,0,0,0,0,14,0
14100,0,0,0,0,13,0
14200,0,0,0,0,13,0
14300,1,0,1,0,14,0
14400,1,1,0,0,4,1
14500,0,0,0,0,11,0
14600,1,0,0,0,11,0
14700,1,0,0,0,6,0
14800,0,0,0,0,7,0
14900,0,0,0,0,6,0
15000,2,0,0,0,5,0
15100,3,0,0,0,5,0
15200,2,0,1,0,11,0
15300,0,0,0,0,4,0
15400,3,0,0,0,1,0
15500,1,0,1,0,9,0
15600,2,0,0,0,3,0
15700,1,0,0,0,5,0
15800,1,0,0,0,8,0
15900,0,0,1,0,7,0
16000,1,0,0,0,5,0
16100,1,0,3,0,10,0
16200,3,0,1,0,9,0
16300,2,0,1,0,6,0
16400,0,0,1,0,8,0
16500,0,0,2,0,9,0
16600,1,0,0,0,4,0
16700,2,0,1,0,7,0
16800,0,0,1,0,5,0
16900,1,0,0,0,6,0
17000,0,0,0,0,7,0
17100,1,0,0,0,2,0
17200,1,0,0,0,4,0
17300,0,0,1,0,7,0
17400,0,0,0,0,1,0
17500,1,0,1,0,6,0
17600,0,0,1,0,5,0
17700,0,0,1,0,5,0
17800,1,0,0,0,1,0
17900,0,0,1,0,3,0
18000,0,0,1,0,5,0
18100,1,0,0,0,4,0
18200,0,0,2,0,6,0
18300,0,0,0,0,3,0
18400,0,0,0,0,1,0
18500,0,0,1,0,3,0
18600,0,0,2,0,7,0
18700,0,0,1,0,4,0
18800,1,0,3,0,10,0
18900,1,0,2,0,6,0
19000,0,0,5,0,14,0
19100,0,0,2,0,5,0
