cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,0,1,0,3,0
5600,0,0,19,0,33,0
5700,0,0,19,0,57,0
5800,0,0,15,0,50,0
5900,0,0,12,0,24,0
6000,0,0,2,0,7,0
6100,0,0,4,0,8,0
6200,0,0,3,0,29,0
6300,0,0,10,0,21,0
6400,0,0,8,0,24,0
6500,0,0,14,0,17,0
6600,0,0,11,0,12,0
6700,0,0,5,0,3,0
6800,0,0,14,0,9,0
6900,0,0,16,0,13,0
7000,0,0,17,0,5,0
7100,0,0,19,0,5,0
7200,0,1,15,0,7,1
7300,0,0,5,0,5,0
7400,0,0,4,0,4,0
7500,0,0,10,0,6,0
7600,0,0,14,0,15,0
7700,0,0,11,0,14,0
7800,0,0,5,0,6,0
7900,0,0,4,0,3,0
8000,0,0,3,0,6,0
8100,1,0,7,0,12,0
8200,0,0,19,0,9,0
8300,0,0,12,0,5,0
8400,0,0,3,0,3,0
8500,0,0,4,0,7,0
8600,0,0,12,0,16,0
8700,0,0,14,0,13,0
8800,0,0,6,0,5,0
8900,0,0,3,0,4,0
9000,0,0,12,0,14,0
9100,0,2,12,0,12,2
9200,0,0,4,0,2,0
9300,0,1,2,0,14,1
9400,0,1,14,0,11,1
9500,0,2,9,0,12,2
9600,0,0,4,0,5,0
9700,0,0,3,0,4,0
9800,0,2,9,0,9,2
9900,0,0,1,0,0,0
10000,0,0,1,0,1,0
10100,0,2,1,0,1,2
10200,0,0,2,0,0,0
10300,1,2,0,0,1,2
10400,0,2,3,0,8,2
10500,0,3,0,0,4,3
10600,0,0,2,0,2,0
10700,1,4,0,0,3,4
10800,2,1,1,0,6,1
10900,2,1,1,0,17,1
11000,1,0,0,0,13,0
11100,2,0,0,0,13,0
11200,4,0,0,0,10,0
11300,0,0,2,0,18,0
11400,1,0,0,0,20,0
11500,0,1,0,0,11,1
11600,1,0,0,0,17,0
11700,1,0,1,0,12,0
11800,2,0,2,0,16,0
11900,0,0,2,0,18,0
12000,0,0,0,0,14,0
12100,0,0,1,0,17,0
12200,1,0,1,0,12,0
12300,2,0,0,0,11,0
12400,0,0,1,0,18,0
12500,2,0,0,0,12,0
12600,3,0,1,0,14,0
12700,0,0,0,0,10,0
12800,0,0,0,0,12,0
12900,1,0,0,0,10,0
13000,0,0,0,0,10,0
13100,1,0,0,0,17,0
13200,1,0,0,0,6,0
13300,0,0,0,0,6,0
13400,1,1,2,0,16,1
13500,3,1,0,0,12,1
13600,4,1,0,0,20,1
13700,0,1,2,0,15,1
13800,1,0,0,0,17,0
13900,2,1,0,0,13,1
14000,2,0,0,0,11,0
14100,3,0,0,0,17,0
14200,2,0,0,0,21,0
14300,3,0,1,0,14,0
14400,2,0,1,0,15,0
14500,1,0,0,0,9,0
14600,1,0,0,0,8,0
14700,1,0,0,0,9,0
14800,0,0,1,0,11,0
14900,2,0,0,0,7,0
15000,3,0,0,0,10,0
15100,0,2,0,0,5,2
15200,2,0,0,0,7,0
15300,1,0,0,0,10,0
15400,1,0,0,0,6,0
15500,0,0,0,0,9,0
15600,1,0,0,0,6,0
15700,0,0,0,0,7,0
15800,3,0,1,0,10,0
15900,1,0,1,0,7,0
16000,2,0,0,0,8,0
16100,2,0,1,0,8,0
16200,0,0,2,0,11,0
16300,2,0,2,0,6,0
16400,1,0,0,0,8,0
16500,1,0,0,0,8,0
16600,1,0,0,0,8,0
16700,2,0,1,0,5,0
16800,2,0,2,0,11,0
16900,0,0,0,0,6,0
17000,1,0,0,0,5,0
17100,1,0,1,0,4,0
17200,0,0,0,0,2,0
17300,0,0,0,0,3,0
17400,0,0,0,0,2,0
17500,2,0,0,0,3,0
17600,1,0,1,0,4,0
17700,0,0,0,0,3,0
17800,2,0,1,0,3,0
17900,0,0,0,0,3,0
18000,2,0,0,0,2,0
18100,5,1,1,0,4,1
18200,1,0,0,0,6,0
18300,0,0,2,0,6,0
18400,3,0,0,0,0,0
18500,1,0,0,0,1,0
18600,3,0,1,0,2,0
18700,2,0,3,0,12,0
18800,3,0,1,0,3,0
18900,3,0,1,0,3,0
19000,0,0,3,0,6,0
19100,3,0,6,0,11,0
