cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,0,3,0,8,0
5600,0,0,28,0,34,0
5700,0,0,8,0,62,0
5800,0,0,21,0,50,0
5900,0,0,5,0,13,0
6000,0,0,3,0,5,0
6100,0,0,1,0,7,0
6200,0,0,8,0,18,0
6300,0,0,3,0,30,0
6400,0,0,9,0,21,0
6500,0,0,12,0,15,0
6600,0,0,15,0,15,0
6700,0,0,16,0,10,0
6800,0,0,11,0,9,0
6900,0,0,12,0,10,0
7000,0,0,15,0,13,0
7100,0,0,13,0,10,0
7200,0,0,6,0,5,0
7300,0,0,4,0,4,0
7400,0,0,18,0,7,0
7500,0,0,9,0,20,0
7600,0,0,12,0,9,0
7700,0,0,4,0,2,0
7800,0,0,3,0,5,0
7900,0,0,15,0,9,0
8000,0,0,18,0,10,0
8100,0,0,7,0,10,0
8200,0,0,1,0,7,0
8300,0,0,4,0,3,0
8400,0,0,11,0,7,0
8500,0,0,13,0,15,0
8600,1,0,14,0,10,0
8700,0,1,2,0,5,1
8800,0,0,4,0,11,0
8900,0,0,14,0,12,0
9000,0,0,13,0,12,0
9100,0,0,2,0,2,0
9200,0,1,3,0,4,1
9300,0,1,13,0,10,1
9400,0,0,10,0,16,0
9500,1,3,8,0,17,3
9600,0,1,2,0,5,1
9700,0,0,3,0,5,0
9800,2,3,8,0,16,3
9900,1,7,12,0,12,7
10000,0,0,0,0,1,0
10100,0,0,0,0,0,0
10200,0,1,3,0,2,1
10300,1,4,0,0,0,4
10400,1,2,0,0,3,2
10500,0,0,0,0,8,0
10600,0,1,0,0,0,1
10700,2,2,0,0,6,2
10800,0,0,1,0,10,0
10900,3,1,1,0,11,1
11000,0,1,1,0,8,1
11100,0,0,1,0,18,0
11200,0,0,0,0,8,0
11300,0,0,0,0,13,0
11400,2,0,1,0,10,0
11500,0,0,1,0,9,0
11600,0,0,2,0,15,0
11700,4,0,1,0,11,0
11800,1,0,1,0,8,0
11900,0,0,0,0,15,0
12000,1,0,2,0,15,0
12100,1,0,1,0,15,0
12200,2,0,2,0,11,0
12300,1,0,0,0,13,0
12400,0,0,0,0,12,0
12500,1,1,0,0,12,1
12600,3,0,0,0,16,0
12700,3,0,0,0,11,0
12800,1,0,0,0,15,0
12900,5,0,0,0,9,0
13000,2,0,1,0,20,0
13100,0,0,0,0,13,0
13200,1,0,0,0,14,0
13300,2,0,0,0,14,0
13400,1,0,1,0,8,0
13500,1,1,0,0,13,1
13600,4,0,2,0,16,0
13700,3,2,1,0,15,2
13800,1,2,0,0,17,2
13900,3,0,0,0,9,0
14000,3,1,1,0,16,1
14100,4,0,0,0,8,0
14200,0,0,0,0,15,0
14300,1,1,0,0,12,1
14400,2,1,2,0,8,1
14500,2,0,0,0,9,0
14600,5,0,1,0,13,0
14700,4,1,0,0,9,1
14800,1,0,0,0,8,0
14900,1,0,1,0,6,0
15000,4,0,0,0,8,0
15100,5,0,2,0,7,0
15200,3,0,1,0,10,0
15300,0,0,1,0,7,0
15400,3,0,3,0,10,0
15500,3,1,1,0,18,1
15600,0,0,1,0,6,0
15700,3,0,0,0,7,0
15800,2,0,0,0,1,0
15900,3,0,2,0,14,0
16000,2,0,0,0,3,0
16100,1,0,2,0,15,0
16200,2,0,1,0,10,0
16300,3,0,1,0,10,0
16400,0,0,0,0,5,0
16500,1,0,0,0,4,0
16600,2,0,2,0,12,0
16700,0,0,0,0,6,0
16800,0,0,0,0,4,0
16900,1,0,1,0,5,0
17000,0,0,0,0,5,0
17100,0,0,1,0,5,0
17200,1,0,0,0,4,0
17300,2,0,1,0,3,0
17400,0,0,0,0,2,0
17500,0,0,0,0,3,0
17600,0,0,2,0,10,0
17700,1,0,0,0,6,0
17800,1,0,0,0,4,0
17900,0,0,2,0,10,0
18000,0,0,2,0,8,0
18100,0,0,0,0,1,0
18200,0,0,0,0,1,0
18300,1,0,2,0,6,0
18400,0,0,2,0,7,0
18500,0,0,0,0,2,0
18600,0,0,1,0,1,0
18700,2,0,3,0,12,0
18800,1,0,1,0,5,0
18900,0,0,0,0,2,0
19000,1,0,3,0,9,0
19100,2,0,3,0,2,0
