Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
4000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.035759
4001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.690789
4002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.745663
4003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.808093
4004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.268175
4005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.087367
4006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.299210
4007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.484827
4008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.836575
4009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.140942
4010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.688147
4011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.786567
4012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.738910
4013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.903197
4014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.824278
4015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.726682
4016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.872894
4017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.995450
4018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.898098
4019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.381214
4020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.925399
4021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.953530
4022000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.968031
4023000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.895501
4024000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.737926
4025000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.004419
4026000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.032540
4027000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.003489
4028000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.015391
4029000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.380819
4030000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.215755
4031000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.692528
4032000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.188981
4033000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.256552
4034000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.015891
4035000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.523463
4036000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.267379
4037000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.297244
4038000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.391398
4039000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.564686
4040000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.433964
4041000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.214155
4042000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.763241
4043000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.143583
4044000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.347560
4045000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.919379
4046000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.185528
4047000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.041445
4048000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.308279
4049000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.550768
4050000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.629492
4051000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.921903
4052000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.435667
4053000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.142639
4054000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.206966
4055000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.067563
4056000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.552559
4057000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.114886
4058000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.061918
4059000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.262390
4060000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.119551
4061000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.353971
4062000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.698442
4063000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.651051
4064000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.232170
4065000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.301929
4066000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.505941
4067000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.873345
4068000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.933919
4069000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.236246
4070000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.215918
4071000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.390412
4072000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.713079
4073000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.415030
4074000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.258439
4075000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.368175
4076000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.458609
4077000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.970876
4078000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.432723
4079000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.373072
4080000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.611950
4081000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.940250
4082000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.669604
4083000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.490779
4084000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.937625
