kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
bc_linear_base.1.sm_75.ptx 804 : 13455 80735 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 787 : 13422 120805 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 752 : 13440 120963 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 751 : 13440 120960 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 750 : 13440 925590 1248 0 0 12532 2060 0 0 
bc_linear_base.1.sm_75.ptx 749 : 13440 120967 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 748 : 13440 591360 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 747 : 13440 80646 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 746 : 13440 845795 0 0 0 12532 2060 0 0 
bc_linear_base.1.sm_75.ptx 745 : 13440 120975 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 744 : 13440 80647 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 717 : 84 840 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 716 : 84 756 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 743 : 13440 609964 0 0 0 12495 2060 0 0 
bc_linear_base.1.sm_75.ptx 715 : 84 25377 256 0 0 39 13 0 0 
bc_linear_base.1.sm_75.ptx 714 : 84 756 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 713 : 84 3696 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 712 : 84 504 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 711 : 84 7303 0 0 0 39 13 0 0 
bc_linear_base.1.sm_75.ptx 710 : 84 756 0 0 0 0 0 0 0 
bc_linear_base.1.sm_75.ptx 708 : 84 17725 0 0 0 72 13 0 0 
bc_linear_base.1.sm_75.ptx 825 : 3140 45449 0 0 0 2598 101 0 0 
