cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,0,0
6000,0,0
6100,0,0
6200,0,0
6300,0,0
6400,0,0
6500,0,0
6600,0,0
6700,0,0
6800,0,0
6900,0,0
7000,0,0
7100,0,0
7200,0,0
7300,0,0
7400,0,0
7500,0,0
7600,0,0
7700,0,0
7800,0,0
7900,0,0
8000,0,0
8100,0,0
8200,0,0
8300,0,0
8400,0,0
8500,0,0
8600,0,0
8700,0,0
8800,0,0
8900,0,0
9000,0,0
9100,0,0
9200,0,0
9300,0,0
9400,0,0
9500,0,0
9600,0,0
9700,0,0
9800,0,0
9900,0,0
10000,0,0
10100,0,0
10200,0,0
10300,0,0
10400,0,0
10500,0,0
10600,0,0
10700,0,0
10800,0,0
10900,0,0
11000,0,0
11100,0,0
11200,0,0
11300,0,0
11400,0,0
11500,0,0
11600,0,0
11700,0,0
11800,0,0
11900,0,0
12000,0,0
12100,0,0
12200,0,0
12300,0,0
12400,0,0
12500,0,0
12600,0,0
12700,0,0
12800,0,0
12900,0,0
13000,0,0
13100,0,0
13200,0,0
13300,0,0
13400,0,0
13500,0,0
13600,0,0
13700,3,1
13800,0,0
13900,0,0
14000,0,0
14100,14,2
14200,0,0
14300,0,0
14400,0,0
14500,0,0
14600,0,0
14700,0,0
14800,0,0
14900,0,0
15000,0,1
15100,9,3
15200,27,0
15300,25,0
15400,28,0
15500,35,0
15600,30,2
15700,15,0
15800,25,0
15900,28,0
16000,48,2
16100,18,0
16200,32,0
16300,48,2
16400,48,0
16500,34,0
16600,16,0
16700,4,4
16800,15,5
16900,18,1
17000,9,2
17100,3,0
17200,5,0
