kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
HybridSort_L2_50_K8.2.sm_75.ptx 347 : 4194304 24028933 0 0 0 637738 131572 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 346 : 4194304 39973037 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 345 : 4194304 41696824 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 344 : 4194304 28815358 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 343 : 4194304 2237206666 16783424 0 0 639880 131572 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 342 : 4194304 41173391 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 340 : 4194304 41113015 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 339 : 4194304 41063548 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 350 : 4456448 24679616 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 281 : 32768 197888 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 279 : 32768 0 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 279 : 5681 42490 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 278 : 32768 197472 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 277 : 32768 179040 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 276 : 32768 188384 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 276 : 132166 650291 0 0 0 0 0 0 396 
HybridSort_L2_50_K8.1.sm_75.ptx 275 : 32768 391008 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 275 : 132166 801179 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 274 : 32768 261632 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 274 : 132166 1332844 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 273 : 32768 288704 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 273 : 132166 1200493 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 272 : 32768 326848 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 272 : 132166 1906175 0 0 0 132166 10720 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 271 : 32768 391168 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 271 : 132166 49750602 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 270 : 32768 236000 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 270 : 132166 1203663 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 269 : 32768 280992 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 269 : 132166 1761507 0 0 0 132166 10720 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 249 : 1024 5120 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 249 : 5681 45117 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 248 : 1024 4096 0 0 0 128 32 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 248 : 5681 56371 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 247 : 1024 9216 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 247 : 5681 56925 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 246 : 1024 9216 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 246 : 5681 62554 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 245 : 1024 6144 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 245 : 5681 55997 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 229 : 1024 5120 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 229 : 8133287 173590878 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 228 : 1024 6144 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 228 : 8133287 183850272 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 225 : 262144 1305600 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 225 : 8133287 171548486 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 224 : 262144 1572864 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 223 : 262144 3145728 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 223 : 8622018 5373041 0 0 0 0 0 0 43387 
HybridSort_L2_50_K8.1.sm_75.ptx 222 : 262144 2883584 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 222 : 8622018 165615267 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 221 : 262144 2621440 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 221 : 8622018 160571818 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 220 : 262144 2359296 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 220 : 8622018 158502416 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 219 : 262144 1049920 0 0 0 32768 8192 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 219 : 8622018 154444455 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 218 : 262144 93784864 1048576 0 0 32768 8192 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 218 : 8622018 157657798 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 217 : 262144 2359296 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 217 : 8622018 158717484 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 216 : 262144 1049760 0 0 0 32768 8192 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 215 : 262144 93794720 1048576 0 0 32768 8192 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 214 : 262144 2359296 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 214 : 1331736 12574749 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 213 : 262144 1050208 0 0 0 32768 8192 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 213 : 9953754 145152016 0 0 0 0 0 0 30348 
HybridSort_L2_50_K8.1.sm_75.ptx 212 : 262144 95007808 1048576 0 0 32768 8192 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 212 : 9953754 161608956 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 211 : 262144 2359296 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 211 : 9953754 157705245 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 210 : 262144 1050816 0 0 0 32768 8192 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 210 : 9953754 152583663 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 209 : 262144 93835360 1048576 0 0 32768 8192 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 209 : 9953754 190458013 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 206 : 1024 8192 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 206 : 9953754 3538323590 0 0 0 9953754 451166 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 205 : 1024 10240 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 205 : 9953754 180301703 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 204 : 1024 9216 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 204 : 9953754 176754325 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 203 : 1024 9216 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 203 : 9953754 175524672 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 202 : 1024 9216 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 202 : 9953754 169641254 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 200 : 1024 0 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 200 : 9953754 179264676 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 199 : 1024 6144 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 199 : 9953754 184346707 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 182 : 1024 6144 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 182 : 9953754 143299244 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.1.sm_75.ptx 181 : 1024 6144 0 0 0 0 0 0 0 
HybridSort_L2_50_K8.2.sm_75.ptx 181 : 9953754 146724312 0 0 0 0 0 0 0 
