kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
cc_base.1.sm_75.ptx 244 : 46807040 264140832 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 241 : 66575895 195648762 0 0 0 0 0 0 704599 
cc_base.1.sm_75.ptx 240 : 66575895 427941241 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 239 : 66575895 423595300 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 238 : 66575895 6748523620 2465120 0 0 7523089 2555357 0 0 
cc_base.1.sm_75.ptx 237 : 66575895 623587375 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 236 : 66575895 616139233 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 235 : 66575895 321119346 0 0 0 9236859 2555357 0 0 
cc_base.1.sm_75.ptx 232 : 46805451 82008677 0 0 0 0 0 0 272693 
cc_base.1.sm_75.ptx 231 : 46805451 292758306 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 230 : 46805451 6863436259 10597504 0 0 3860276 1462671 0 0 
cc_base.1.sm_75.ptx 229 : 46805451 437655619 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 228 : 46805451 432518595 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 227 : 46805451 20996000140 187062016 0 0 5850684 1462671 0 0 
cc_base.1.sm_75.ptx 226 : 46805451 434287555 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 225 : 46805451 452723360 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 223 : 46807040 8274 0 0 0 0 0 0 7 
cc_base.1.sm_75.ptx 222 : 46807040 313211616 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 221 : 46807040 458264928 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 220 : 46807040 297539488 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 219 : 46807040 298976320 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 218 : 46807040 301501472 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 217 : 46807040 310908032 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 216 : 46807040 562163712 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 215 : 46807040 299977760 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 126 : 11125 61440 0 0 0 7581 6164 0 0 
cc_base.1.sm_75.ptx 125 : 11125 56176 0 0 0 6164 6164 0 0 
cc_base.1.sm_75.ptx 148 : 9984 57156 0 0 0 9690 8571 0 0 
cc_base.1.sm_75.ptx 87 : 6884283 38237972 0 0 0 1493201 522647 0 0 
cc_base.1.sm_75.ptx 86 : 6884283 36085807 0 0 0 522647 522647 0 0 
cc_base.1.sm_75.ptx 84 : 8572544 9905021 0 0 0 0 0 0 273681 
cc_base.1.sm_75.ptx 201 : 46807040 265538752 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 74 : 95582144 643146442 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 83 : 8572544 57173369 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 82 : 8572544 527044421 2135872 0 0 2493866 730227 0 0 
cc_base.1.sm_75.ptx 81 : 8572544 82042413 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 80 : 8572544 88518387 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 79 : 8572544 81005690 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 78 : 8572544 90833590 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 77 : 8572544 82127208 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 75 : 95582144 508457015 0 0 0 0 0 0 512357 
cc_base.1.sm_75.ptx 72 : 95582144 24534929894 144958656 0 0 23284954 3865330 0 0 
cc_base.1.sm_75.ptx 70 : 95582144 914442407 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 197 : 653387 6077221 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 69 : 95582144 914903837 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 196 : 653387 4191653 0 0 0 0 0 0 0 
