cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,0,0,0,0,0
5600,0,0,0,0,0,0
5700,40,0,0,0,0,0
5800,71,0,0,0,0,0
5900,86,0,0,0,0,0
6000,3,0,0,0,0,0
6100,0,0,0,0,0,0
6200,33,0,0,0,0,0
6300,29,0,0,0,0,0
6400,58,0,10,0,12,0
6500,0,0,0,0,18,0
6600,0,0,0,0,0,0
6700,0,0,10,0,8,0
6800,0,0,10,0,39,0
6900,0,0,0,0,13,0
7000,0,0,4,0,5,0
7100,0,0,6,0,25,0
7200,0,0,0,0,0,0
7300,0,0,0,0,0,0
7400,0,0,0,0,0,0
7500,0,0,0,0,0,0
7600,54,0,0,0,0,0
7700,86,0,0,0,0,0
7800,50,0,0,0,0,0
7900,34,0,0,0,0,0
8000,43,0,0,0,0,0
8100,49,0,8,0,24,0
8200,4,0,5,0,15,0
8300,0,0,18,0,49,0
8400,0,0,8,0,29,0
8500,0,0,1,0,3,0
8600,12,0,0,0,0,0
8700,4,0,0,0,0,0
8800,25,0,0,0,0,0
8900,33,0,0,0,0,0
9000,49,0,0,0,0,0
9100,70,0,1,0,3,0
9200,35,0,2,0,6,0
9300,34,0,1,0,3,0
9400,54,0,3,0,9,0
9500,4,0,5,0,15,0
9600,5,0,15,0,42,0
9700,7,0,11,0,36,0
9800,4,0,2,0,6,0
9900,21,0,0,0,0,0
10000,14,0,0,0,0,0
10100,27,0,0,0,0,0
10200,33,0,2,0,6,0
10300,47,0,2,0,6,0
10400,58,0,0,0,0,0
10500,23,0,2,0,6,0
10600,41,0,2,0,6,0
10700,20,0,4,0,12,0
10800,35,0,3,0,8,0
10900,13,0,10,0,31,0
11000,4,0,6,0,18,0
11100,4,0,10,0,28,0
11200,12,0,7,0,21,0
11300,4,0,4,0,12,0
11400,10,0,8,0,20,0
11500,42,0,1,0,9,0
11600,26,0,0,0,0,0
11700,61,0,0,0,0,0
11800,45,0,2,0,6,0
11900,24,0,5,0,12,0
12000,32,0,3,0,12,0
12100,12,0,7,0,21,0
12200,4,0,10,0,29,0
12300,4,0,11,0,34,0
12400,32,0,0,0,0,0
12500,12,0,2,0,6,0
12600,17,0,4,0,9,0
12700,27,0,9,0,23,0
12800,5,0,9,0,28,0
12900,15,0,8,0,26,0
13000,22,0,2,0,10,0
13100,30,0,8,0,22,0
13200,34,0,2,0,8,0
13300,14,0,4,0,12,0
13400,20,0,4,0,12,0
13500,28,0,5,0,15,0
13600,18,0,4,0,12,0
13700,21,0,7,0,21,0
13800,21,0,4,0,12,0
13900,16,0,6,0,18,0
14000,6,0,10,0,29,0
14100,2,0,6,0,19,0
14200,16,0,7,0,16,0
14300,16,0,7,0,21,0
14400,12,0,4,0,17,0
14500,16,0,6,0,18,0
14600,18,0,6,0,18,0
14700,19,0,6,0,15,0
14800,21,0,9,0,27,0
14900,10,0,10,0,33,0
15000,8,0,5,0,15,0
15100,0,0,8,0,24,0
15200,0,0,12,0,27,0
15300,8,0,7,0,30,0
15400,16,0,7,0,20,0
15500,20,0,6,0,18,0
15600,8,0,9,0,27,0
15700,12,0,10,0,28,0
15800,0,0,9,0,28,0
15900,8,0,8,0,26,0
16000,0,0,8,0,22,0
16100,0,0,6,0,17,0
16200,0,0,11,0,35,0
16300,0,0,13,0,32,0
16400,0,0,8,0,29,0
16500,0,0,8,0,27,0
16600,0,0,6,0,17,0
16700,0,0,9,0,28,0
16800,0,0,15,0,43,0
16900,0,0,7,0,23,0
17000,0,0,11,0,30,0
17100,4,0,4,0,15,0
17200,6,0,4,0,11,0
17300,18,0,7,0,22,0
17400,0,0,11,0,33,0
17500,4,0,12,0,36,0
17600,0,0,9,0,23,0
17700,8,0,9,0,28,0
17800,0,0,5,0,18,0
17900,0,0,6,0,16,0
18000,0,0,10,0,32,0
18100,0,0,7,0,15,0
18200,0,0,11,0,35,0
18300,0,0,7,0,24,0
18400,0,0,10,0,28,0
18500,0,0,9,0,26,0
18600,0,0,4,0,10,0
18700,0,0,10,0,34,0
18800,0,0,9,0,29,0
18900,0,0,5,0,15,0
19000,0,0,4,0,12,0
19100,0,0,1,0,3,0
19200,0,0,1,0,3,0
19300,0,0,7,0,21,0
19400,0,0,1,0,3,0
19500,0,0,8,0,24,0
19600,0,0,6,0,18,0
