Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.291574
2000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.220548
3000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.220548
4000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.220548
5000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.220548
6000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,15.029329
7000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,16.872940
8000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.639084
9000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.492897
10000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.022613
11000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.808372
12000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,18.312381
13000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.992031
14000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.900307
15000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,18.327942
16000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,18.559876
17000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.829563
18000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,18.091832
19000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.534303
20000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,18.027077
21000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.813727
22000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,18.323460
23000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.890265
24000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.719803
25000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.782806
26000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.820690
27000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.827000
28000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.752721
29000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.296846
30000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,17.458042
31000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.676574
