Cycle,RunTimeDynamic(W)
84000000,4.807458
84001000,4.807458
84002000,4.807458
84003000,4.807458
84004000,4.807458
84005000,4.807458
84006000,4.807458
84007000,4.807458
84008000,4.807458
84009000,4.807458
84010000,4.807458
84011000,4.807458
84012000,4.807458
84013000,4.807458
84014000,4.807458
84015000,4.807458
84016000,4.807458
84017000,4.807458
84018000,4.807458
84019000,4.807458
84020000,4.807458
84021000,4.807458
84022000,4.807458
84023000,4.807458
84024000,4.807458
84025000,4.807458
84026000,4.807458
84027000,4.807458
84028000,4.807458
84029000,4.807458
84030000,4.807458
84031000,4.807458
84032000,4.807458
84033000,4.807458
84034000,4.807458
84035000,4.807458
84036000,4.807458
84037000,4.807458
84038000,4.807458
84039000,4.807458
84040000,4.807458
84041000,4.807458
84042000,4.807458
84043000,4.807458
84044000,4.807458
84045000,4.807458
84046000,4.807458
84047000,4.807458
84048000,4.807458
84049000,4.807458
84050000,4.807458
84051000,4.807458
84052000,4.807458
84053000,4.807458
84054000,4.807458
84055000,4.807458
84056000,4.807458
84057000,4.807458
84058000,4.807458
84059000,4.807458
84060000,4.807458
84061000,4.807458
84062000,4.807458
84063000,4.807458
84064000,4.807458
84065000,4.807458
84066000,4.807458
84067000,4.807458
84068000,4.807458
84069000,4.807458
84070000,4.807458
84071000,4.807458
84072000,4.807458
84073000,4.807458
84074000,4.807458
84075000,4.807458
84076000,4.807458
84077000,4.807458
84078000,4.807458
84079000,4.807458
84080000,4.807458
84081000,4.807458
84082000,4.807458
84083000,4.807458
84084000,4.807458
84085000,4.807458
84086000,4.807458
84087000,4.807458
84088000,4.807458
84089000,4.807458
84090000,4.807458
84091000,4.807458
84092000,4.807458
84093000,4.807458
84094000,4.807458
84095000,4.807458
84096000,4.807458
84097000,4.807458
84098000,4.807458
84099000,4.807458
84100000,4.807458
84101000,4.807458
84102000,4.807458
84103000,4.807458
84104000,4.807458
84105000,4.807458
84106000,4.807458
84107000,4.807458
84108000,4.807458
84109000,4.807458
84110000,4.807458
84111000,4.807458
84112000,4.807458
84113000,4.807458
84114000,4.807458
84115000,4.807458
84116000,4.807458
84117000,4.807458
84118000,4.807458
84119000,4.807458
84120000,4.807458
84121000,4.807458
84122000,4.807458
84123000,4.807458
84124000,4.807458
84125000,4.807458
84126000,4.807458
84127000,4.807458
84128000,4.807458
84129000,4.807458
84130000,4.807458
84131000,4.807458
84132000,4.807458
84133000,4.807458
84134000,4.807458
84135000,4.807458
84136000,4.807458
84137000,4.807458
84138000,4.807458
84139000,4.807458
84140000,4.807458
84141000,4.807458
84142000,4.807458
84143000,4.807458
84144000,4.807458
84145000,4.807458
84146000,4.807458
84147000,4.807458
84148000,4.807458
84149000,4.807458
84150000,4.807458
84151000,4.807458
84152000,4.807458
84153000,4.807458
84154000,4.807458
84155000,4.807458
84156000,4.807458
84157000,4.807458
84158000,4.807458
84159000,4.807458
84160000,4.807458
84161000,4.807458
84162000,4.807458
84163000,4.807458
84164000,4.807458
84165000,4.807458
84166000,4.807458
84167000,4.807458
84168000,4.807458
84169000,4.807458
84170000,4.807458
84171000,4.807458
84172000,4.807458
84173000,4.807458
84174000,4.807458
84175000,4.807458
84176000,4.807458
84177000,4.807458
84178000,4.807458
84179000,4.807458
84180000,4.807458
84181000,4.807458
84182000,4.807458
84183000,4.807458
84184000,4.807458
84185000,4.807458
84186000,4.807458
84187000,4.807458
84188000,4.807458
84189000,4.807458
84190000,4.807458
84191000,4.807458
84192000,4.807458
84193000,4.807458
84194000,4.807458
84195000,4.807458
84196000,4.807458
84197000,4.807458
84198000,4.807458
84199000,4.807458
84200000,4.807458
84201000,4.807458
84202000,4.807458
84203000,4.807458
84204000,4.807458
84205000,4.807458
84206000,4.807458
84207000,4.807458
84208000,4.807458
84209000,4.807458
84210000,4.807458
84211000,4.807458
84212000,4.807458
84213000,4.807458
84214000,4.807458
84215000,4.807458
84216000,4.807458
84217000,4.807458
84218000,4.807458
84219000,4.807458
84220000,4.807458
84221000,4.807458
84222000,4.807458
84223000,4.807458
84224000,4.807458
84225000,4.807458
84226000,4.807458
84227000,4.807458
84228000,4.807458
84229000,4.807458
84230000,4.807458
84231000,4.807458
84232000,4.807458
84233000,4.807458
84234000,4.807458
84235000,4.807458
84236000,4.807458
84237000,4.807458
84238000,4.807458
84239000,4.807458
84240000,4.807458
84241000,4.807458
84242000,4.807458
84243000,4.807458
84244000,4.807458
84245000,4.807458
84246000,4.807458
84247000,4.807458
84248000,4.807458
84249000,4.807458
84250000,4.807458
84251000,4.807458
84252000,4.807458
84253000,4.807458
84254000,4.807458
84255000,4.807458
84256000,4.807458
84257000,4.807458
84258000,4.807458
84259000,4.807458
84260000,4.807458
