Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
34000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.470245
34001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.492874
34002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.487638
34003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.505047
34004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.512266
34005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.512804
34006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.513361
34007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.511371
34008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.515604
34009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.515348
34010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.512622
34011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.511515
34012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.513436
34013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.511696
34014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.519163
34015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.507177
34016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.516534
34017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.509611
34018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.515671
34019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.518659
34020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.506562
34021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.518405
34022000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.509214
34023000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.516178
34024000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.514984
34025000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.507829
34026000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.008006
34027000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.999283
34028000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.159487
34029000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.173150
34030000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.249167
34031000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.170974
34032000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.201226
34033000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.296731
34034000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.272038
34035000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.336826
34036000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.922676
34037000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.901072
34038000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.417335
34039000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.456376
34040000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.445464
34041000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.475728
34042000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.439864
34043000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.420874
34044000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.438253
34045000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.441266
34046000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.446639
34047000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.427741
34048000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.435500
34049000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.489459
34050000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.491554
34051000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.480323
34052000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.488434
34053000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.489447
34054000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.492193
34055000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.491670
34056000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.482847
34057000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.472953
34058000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.463245
34059000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.473233
34060000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.472519
34061000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.463531
34062000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.470776
34063000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.474307
34064000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.465577
34065000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.476733
34066000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.465534
34067000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.474774
34068000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.472833
34069000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.506246
34070000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.518861
34071000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.505907
34072000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.549966
34073000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.483788
34074000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.336100
34075000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.166214
34076000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.156677
34077000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.241267
34078000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.137590
34079000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.156489
34080000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.229515
34081000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.250558
34082000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.263871
34083000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.372560
34084000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.958852
34085000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.892219
34086000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.649529
34087000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.653719
34088000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.626450
34089000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.471739
34090000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.466690
34091000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.463588
34092000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.442940
34093000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.433777
34094000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.397981
34095000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.434883
34096000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.421971
34097000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.401329
34098000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.415952
34099000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.379613
34100000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.362794
34101000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.383564
34102000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.393985
