cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,2
5800,45,2
5900,0,0
6000,7,21
6100,12,25
6200,24,20
6300,35,20
6400,34,20
6500,27,18
6600,9,19
6700,19,28
6800,38,19
6900,22,20
7000,24,20
7100,22,21
7200,21,25
7300,7,22
7400,4,23
7500,3,21
7600,3,19
7700,2,21
7800,1,21
7900,1,21
8000,2,22
8100,2,20
8200,8,21
8300,2,20
8400,4,20
8500,1,24
8600,4,18
8700,3,21
8800,0,20
8900,0,16
9000,1,17
9100,0,6
9200,0,3
9300,1,4
9400,0,12
9500,1,7
9600,0,8
9700,0,1
9800,0,6
9900,0,9
10000,0,3
10100,0,6
10200,0,6
10300,0,11
10400,2,7
10500,0,8
10600,0,8
10700,0,5
10800,1,8
10900,0,4
11000,0,7
11100,1,9
11200,0,17
11300,2,12
11400,0,8
11500,1,11
11600,0,10
11700,1,8
11800,0,14
11900,0,8
12000,0,13
12100,0,9
12200,0,5
12300,1,7
12400,0,12
12500,0,9
12600,0,7
12700,0,8
12800,0,6
12900,0,5
13000,0,7
13100,0,5
13200,0,18
13300,0,11
13400,1,11
13500,1,7
13600,0,4
13700,0,10
13800,0,9
13900,1,5
14000,0,4
14100,1,10
14200,1,3
14300,0,3
14400,2,8
14500,2,7
14600,1,7
14700,0,8
14800,1,13
14900,0,7
15000,1,1
15100,0,3
15200,1,4
15300,0,3
15400,0,6
15500,0,4
15600,2,11
15700,1,5
15800,0,7
15900,1,4
16000,4,5
16100,1,4
16200,0,5
16300,0,6
16400,0,4
16500,0,2
16600,0,6
16700,0,5
16800,1,5
16900,0,7
17000,0,4
17100,0,4
17200,1,2
17300,1,10
17400,0,7
17500,0,4
17600,0,3
17700,1,8
17800,0,5
17900,1,5
18000,0,4
18100,0,8
18200,1,5
18300,0,3
18400,0,2
18500,1,1
18600,1,4
18700,0,4
18800,0,5
18900,0,2
19000,0,4
19100,0,4
19200,0,3
19300,0,3
19400,1,6
19500,0,3
19600,1,5
19700,1,5
19800,0,2
19900,0,2
20000,0,6
20100,0,2
20200,0,1
20300,0,6
20400,0,0
20500,0,3
20600,0,5
20700,0,4
20800,0,1
20900,0,2
21000,0,4
21100,0,3
21200,0,5
21300,0,3
21400,0,2
21500,0,2
21600,0,0
21700,0,2
21800,1,4
21900,0,2
22000,0,2
22100,0,1
22200,0,0
22300,0,0
22400,0,3
22500,0,1
22600,1,1
22700,0,2
22800,0,4
22900,1,4
23000,0,6
23100,0,0
23200,0,1
23300,0,2
23400,0,4
23500,0,2
23600,0,0
23700,0,3
23800,0,2
23900,0,1
24000,0,1
24100,0,1
24200,0,2
24300,0,2
24400,0,1
24500,0,3
24600,0,1
24700,0,1
24800,0,1
24900,0,3
25000,0,2
25100,0,0
25200,0,1
25300,0,1
25400,0,0
25500,0,1
25600,0,0
25700,0,0
25800,0,1
25900,0,2
26000,0,3
26100,1,1
26200,0,1
26300,0,1
26400,0,2
26500,0,1
26600,0,2
26700,0,0
26800,0,0
26900,1,2
27000,0,2
27100,0,0
27200,1,0
27300,0,0
27400,0,3
27500,1,1
27600,0,0
27700,0,0
27800,0,1
27900,1,0
28000,0,2
28100,0,1
28200,0,0
28300,1,0
28400,0,2
28500,0,1
28600,0,1
28700,0,2
28800,0,0
28900,0,1
29000,0,0
29100,0,1
29200,0,0
29300,1,1
29400,0,0
29500,0,0
29600,0,0
29700,0,1
29800,0,1
29900,0,1
30000,0,1
30100,0,1
30200,0,0
30300,0,0
30400,0,0
30500,0,0
30600,0,0
30700,0,0
30800,1,1
30900,1,0
31000,1,1
31100,0,0
31200,0,0
31300,1,0
31400,0,1
31500,0,1
31600,0,1
31700,0,0
31800,0,0
31900,0,1
32000,0,0
32100,1,1
32200,0,1
32300,0,0
32400,0,0
32500,0,1
32600,0,0
32700,0,0
32800,0,0
32900,0,0
33000,0,0
33100,0,0
33200,0,0
33300,0,1
33400,0,0
33500,0,0
33600,0,0
33700,0,2
33800,0,0
33900,0,0
34000,0,0
34100,0,0
34200,0,0
34300,0,2
34400,0,0
34500,0,0
34600,0,1
34700,0,0
34800,0,0
34900,0,1
35000,0,1
35100,0,0
35200,0,1
35300,0,0
35400,0,0
35500,0,1
35600,1,0
35700,0,0
35800,0,0
35900,0,0
36000,0,0
36100,0,0
36200,0,0
36300,0,0
36400,0,0
36500,0,0
36600,0,1
36700,0,0
36800,0,0
36900,0,0
37000,0,0
37100,0,0
37200,0,0
37300,0,0
37400,0,1
37500,0,0
37600,1,0
37700,1,0
37800,0,0
37900,0,0
38000,0,0
38100,0,0
38200,0,0
38300,0,0
38400,0,1
38500,0,0
38600,0,0
38700,0,0
38800,0,0
38900,0,1
39000,0,0
39100,0,0
39200,0,0
39300,0,1
39400,0,0
39500,0,0
39600,0,0
39700,1,0
39800,0,0
39900,0,0
40000,0,0
40100,0,0
40200,0,0
40300,0,0
40400,0,0
40500,0,1
40600,0,0
40700,0,0
40800,0,0
40900,0,0
41000,0,0
