cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,0,6,0,7,0
5600,0,0,24,0,45,0
5700,0,0,10,0,59,0
5800,0,0,21,0,49,0
5900,0,0,7,0,17,0
6000,0,0,2,0,18,0
6100,0,0,3,0,6,0
6200,0,0,8,0,24,0
6300,0,0,15,0,15,0
6400,0,0,20,0,2,0
6500,0,0,8,0,1,0
6600,0,0,6,0,0,0
6700,0,0,21,0,0,0
6800,0,0,23,0,2,0
6900,0,0,22,0,4,0
7000,0,0,15,0,0,0
7100,0,0,5,0,2,0
7200,0,0,7,0,0,0
7300,0,0,16,0,2,0
7400,0,0,6,0,1,0
7500,0,0,10,0,2,0
7600,0,0,8,0,1,0
7700,0,0,9,0,0,0
7800,0,0,6,0,2,0
7900,0,0,11,0,2,0
8000,0,0,14,0,0,0
8100,0,0,6,0,0,0
8200,0,0,12,0,1,0
8300,0,0,6,0,0,0
8400,0,0,13,0,2,0
8500,0,0,6,0,0,0
8600,0,0,11,0,3,0
8700,0,0,6,0,0,0
8800,0,0,13,0,0,0
8900,0,0,11,0,0,0
9000,0,0,3,0,2,0
9100,0,0,10,0,4,0
9200,0,0,14,0,1,0
9300,0,0,7,0,1,0
9400,0,0,9,0,2,0
9500,0,0,5,0,0,0
9600,0,0,11,0,0,0
9700,0,0,3,0,4,0
9800,0,0,12,0,1,0
9900,0,0,8,0,0,0
10000,0,0,7,0,2,0
10100,0,0,12,0,1,0
10200,0,0,5,0,1,0
10300,0,0,13,0,1,0
10400,0,0,12,0,0,0
10500,0,0,4,0,1,0
10600,0,0,12,0,1,0
10700,0,0,9,0,2,0
10800,0,0,13,0,1,0
10900,0,0,5,0,1,0
11000,0,0,12,0,1,0
11100,0,0,10,0,1,0
11200,0,0,10,0,1,0
11300,0,0,8,0,0,0
11400,0,0,5,0,2,0
11500,0,0,14,0,0,0
11600,0,0,10,0,1,0
11700,0,0,8,0,3,0
11800,0,0,7,0,2,0
11900,0,0,8,0,1,0
12000,0,0,9,0,1,0
12100,1,0,8,0,5,0
12200,0,0,13,0,0,0
12300,0,0,9,0,3,0
12400,0,0,11,0,1,0
12500,1,0,3,0,3,0
12600,1,3,10,0,1,3
12700,0,1,6,0,2,1
12800,0,0,12,0,1,0
12900,0,0,9,0,2,0
13000,0,0,7,0,1,0
13100,0,0,10,0,1,0
13200,0,1,12,0,2,1
13300,0,1,11,0,2,1
13400,1,0,12,0,0,0
13500,1,0,9,0,2,0
13600,1,1,7,0,2,1
13700,0,2,3,65,2,2
13800,8,2,12,17,6,2
13900,7,2,12,0,3,2
14000,6,0,10,0,2,0
14100,2,0,7,0,1,0
14200,11,1,7,0,5,1
14300,14,4,8,0,5,4
14400,6,4,7,0,1,4
14500,9,3,6,27,1,3
14600,0,0,0,100,0,0
14700,29,7,25,35,4,7
14800,7,0,3,87,3,0
14900,0,0,0,100,0,0
15000,0,0,0,100,0,0
15100,17,2,4,77,0,2
15200,0,0,2,98,0,0
15300,0,0,0,100,0,0
15400,0,0,0,100,0,0
15500,0,0,0,100,0,0
15600,0,0,0,100,0,0
15700,0,0,0,100,0,0
15800,0,0,0,100,0,0
15900,35,2,13,45,5,2
16000,56,1,11,0,5,1
16100,0,0,0,0,0,0
16200,73,0,13,0,6,0
16300,76,0,10,0,10,0
16400,32,0,8,0,3,0
16500,40,0,14,0,4,0
16600,45,0,0,0,2,0
16700,42,0,6,0,5,0
16800,52,0,8,0,6,0
16900,39,0,5,0,7,0
17000,23,0,1,0,2,0
17100,28,0,4,0,4,0
17200,52,0,3,0,5,0
17300,50,0,5,0,1,0
17400,35,0,0,0,3,0
17500,37,0,2,0,4,0
17600,46,0,4,0,3,0
17700,47,0,4,0,4,0
17800,54,1,4,0,0,1
17900,38,0,9,0,8,0
18000,39,0,5,0,9,0
18100,35,0,10,0,4,0
18200,50,0,8,0,12,0
18300,42,0,14,0,10,0
18400,45,1,19,0,7,1
18500,39,0,20,0,13,0
18600,49,0,17,0,12,0
18700,27,0,22,0,8,0
18800,34,0,7,0,5,0
18900,29,0,7,0,3,0
19000,23,0,11,0,5,0
19100,30,0,8,0,6,0
