cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,0,9,0,15,0
5600,0,0,22,0,43,0
5700,0,0,15,0,58,0
5800,0,0,10,0,38,0
5900,0,0,8,0,18,0
6000,0,0,2,0,5,0
6100,0,0,3,0,15,0
6200,0,0,8,0,20,0
6300,0,0,7,0,23,0
6400,0,0,14,0,6,0
6500,0,0,7,0,1,0
6600,0,0,10,0,1,0
6700,0,0,29,0,0,0
6800,0,0,19,0,1,0
6900,0,0,10,0,1,0
7000,0,0,17,0,0,0
7100,0,0,23,0,1,0
7200,0,0,10,0,0,0
7300,0,0,7,0,0,0
7400,0,0,13,0,0,0
7500,0,0,8,0,0,0
7600,0,0,9,0,0,0
7700,0,0,9,0,0,0
7800,0,0,8,0,1,0
7900,0,0,12,0,2,0
8000,0,0,8,0,1,0
8100,0,0,9,0,1,0
8200,0,0,8,0,2,0
8300,0,0,5,0,1,0
8400,0,0,10,0,2,0
8500,0,0,6,0,0,0
8600,0,0,16,0,1,0
8700,0,0,4,0,2,0
8800,0,0,10,0,0,0
8900,0,0,8,0,3,0
9000,0,0,10,0,1,0
9100,0,0,7,0,0,0
9200,0,0,9,0,2,0
9300,0,0,6,0,4,0
9400,0,0,11,0,0,0
9500,0,0,7,0,0,0
9600,0,0,10,0,2,0
9700,0,0,14,0,1,0
9800,0,0,10,0,1,0
9900,0,0,4,0,2,0
10000,0,0,9,0,2,0
10100,0,0,8,0,4,0
10200,0,0,7,0,0,0
10300,0,0,6,0,0,0
10400,0,0,12,0,0,0
10500,0,0,9,0,1,0
10600,0,0,7,0,2,0
10700,0,0,10,0,2,0
10800,0,0,9,0,6,0
10900,0,0,6,0,2,0
11000,0,0,8,0,1,0
11100,0,1,13,0,1,1
11200,0,0,9,0,2,0
11300,0,0,9,0,1,0
11400,0,0,9,0,5,0
11500,0,0,10,0,0,0
11600,0,1,8,0,2,1
11700,0,0,9,0,2,0
11800,0,0,5,0,0,0
11900,0,0,10,0,2,0
12000,0,0,11,0,0,0
12100,0,0,7,0,1,0
12200,0,0,8,0,2,0
12300,0,1,5,0,1,1
12400,0,1,13,0,2,1
12500,0,0,9,0,2,0
12600,0,0,5,0,5,0
12700,0,0,5,0,2,0
12800,1,1,13,0,3,1
12900,0,1,6,0,0,1
13000,0,0,13,0,2,0
13100,0,0,7,0,0,0
13200,0,1,10,0,2,1
13300,1,1,8,0,5,1
13400,1,0,5,0,4,0
13500,2,0,9,0,1,0
13600,1,0,8,0,2,0
13700,2,1,12,0,0,1
13800,0,1,4,0,2,1
13900,2,2,13,0,1,2
14000,1,1,12,0,1,1
14100,1,0,10,0,2,0
14200,0,0,0,87,0,0
14300,0,0,0,100,0,0
14400,0,0,0,100,0,0
14500,0,0,0,100,0,0
14600,0,0,0,100,0,0
14700,44,1,33,14,8,1
14800,20,8,13,55,4,8
14900,0,0,0,100,0,0
15000,0,0,0,100,0,0
15100,20,4,11,62,3,4
15200,0,0,0,100,0,0
15300,0,0,0,100,0,0
15400,0,0,0,100,0,0
15500,13,1,11,71,4,1
15600,24,9,11,0,5,9
15700,11,0,4,0,1,0
15800,63,2,22,0,13,2
15900,14,0,4,82,0,0
16000,0,0,0,100,0,0
16100,65,0,8,20,7,0
16200,80,1,10,0,9,1
16300,13,0,1,0,1,0
16400,40,0,5,0,5,0
16500,79,0,9,0,10,0
16600,49,0,6,0,6,0
16700,48,0,5,0,3,0
16800,56,0,4,0,4,0
16900,58,0,3,0,6,0
17000,31,0,1,0,7,0
17100,31,0,3,0,3,0
17200,56,0,1,0,7,0
17300,53,0,2,0,2,0
17400,48,0,2,0,5,0
17500,35,0,2,0,3,0
17600,44,0,6,0,7,0
17700,53,0,5,0,7,0
17800,49,0,5,0,9,0
17900,52,0,11,0,6,0
18000,34,0,10,0,5,0
18100,46,0,5,0,7,0
18200,37,0,9,0,8,0
18300,47,0,20,0,10,0
18400,48,0,17,0,6,0
18500,54,0,15,0,7,0
18600,53,0,18,0,8,0
18700,37,0,17,0,7,0
18800,40,0,21,0,6,0
18900,16,0,9,0,4,0
19000,9,0,8,0,4,0
19100,43,0,9,0,5,0
