cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,0,7,0,21,0
5600,0,0,24,0,26,0
5700,0,0,11,0,64,0
5800,0,0,17,0,49,0
5900,0,0,6,0,20,0
6000,0,0,2,0,8,0
6100,0,0,9,0,16,0
6200,0,0,4,0,25,0
6300,0,0,17,0,11,0
6400,0,0,14,0,3,0
6500,0,0,6,0,0,0
6600,0,0,16,0,1,0
6700,0,0,23,0,1,0
6800,0,0,17,0,2,0
6900,0,0,14,0,0,0
7000,0,0,9,0,0,0
7100,0,0,25,0,1,0
7200,0,0,15,0,0,0
7300,0,0,6,0,0,0
7400,0,0,9,0,0,0
7500,0,0,12,0,1,0
7600,0,0,8,0,3,0
7700,0,0,10,0,0,0
7800,0,0,5,0,1,0
7900,0,0,12,0,2,0
8000,0,0,11,0,0,0
8100,0,0,4,0,0,0
8200,0,0,13,0,2,0
8300,0,0,12,0,1,0
8400,0,0,7,0,0,0
8500,0,0,4,0,0,0
8600,0,0,9,0,2,0
8700,0,0,11,0,1,0
8800,0,0,11,0,0,0
8900,0,0,5,0,1,0
9000,0,0,9,0,3,0
9100,0,0,10,0,2,0
9200,0,0,5,0,0,0
9300,0,0,10,0,0,0
9400,0,0,9,0,3,0
9500,0,0,6,0,0,0
9600,0,0,8,0,2,0
9700,0,0,12,0,4,0
9800,0,0,9,0,0,0
9900,0,0,9,0,0,0
10000,0,0,9,0,3,0
10100,0,0,8,0,1,0
10200,0,0,11,0,2,0
10300,0,0,6,0,2,0
10400,0,0,9,0,0,0
10500,0,0,10,0,0,0
10600,0,0,9,0,1,0
10700,0,0,8,0,1,0
10800,0,0,12,0,3,0
10900,0,0,8,0,0,0
11000,0,0,10,0,1,0
11100,0,0,5,0,3,0
11200,0,0,9,0,3,0
11300,0,0,12,0,2,0
11400,0,1,9,0,0,1
11500,0,0,4,0,1,0
11600,0,0,9,0,4,0
11700,0,1,7,0,1,1
11800,0,0,10,0,1,0
11900,0,0,7,0,2,0
12000,0,0,11,0,2,0
12100,0,0,9,0,0,0
12200,0,0,7,0,2,0
12300,0,0,8,0,1,0
12400,0,0,12,0,2,0
12500,1,0,4,0,1,0
12600,0,1,12,0,2,1
12700,0,0,7,0,1,0
12800,1,0,6,0,2,0
12900,0,0,9,0,2,0
13000,0,0,4,0,2,0
13100,0,1,14,0,0,1
13200,0,0,8,0,2,0
13300,0,0,9,0,2,0
13400,0,0,12,0,0,0
13500,1,0,8,0,0,0
13600,0,0,11,0,1,0
13700,0,0,5,0,3,0
13800,1,1,9,0,3,1
13900,1,0,4,0,3,0
14000,0,0,9,0,2,0
14100,3,0,10,0,3,0
14200,0,0,8,0,1,0
14300,4,2,8,0,5,2
14400,4,1,15,0,6,1
14500,24,6,11,0,6,6
14600,0,0,0,94,0,0
14700,0,0,0,100,0,0
14800,0,0,0,100,0,0
14900,0,0,0,100,0,0
15000,0,0,0,100,0,0
15100,14,6,18,53,9,6
15200,6,4,7,0,1,4
15300,16,10,12,5,4,10
15400,8,2,5,83,2,2
15500,12,5,8,73,2,5
15600,0,0,0,100,0,0
15700,15,4,1,80,0,4
15800,68,3,18,0,11,3
15900,20,1,3,0,2,1
16000,29,0,6,0,4,0
16100,82,2,11,0,5,2
16200,25,0,4,0,2,0
16300,21,2,2,0,3,2
16400,21,1,6,0,6,1
16500,43,0,7,0,3,0
16600,44,0,7,0,8,0
16700,34,0,3,0,5,0
16800,56,0,8,0,7,0
16900,48,0,8,0,8,0
17000,29,0,2,0,4,0
17100,45,1,4,0,4,1
17200,54,0,3,0,5,0
17300,42,0,6,0,6,0
17400,48,0,6,0,5,0
17500,40,2,6,0,8,2
17600,50,0,4,0,1,0
17700,43,2,5,0,8,2
17800,41,1,6,0,8,1
17900,38,0,11,0,12,0
18000,52,0,10,0,8,0
18100,46,0,9,0,2,0
18200,53,1,7,0,8,1
18300,47,0,18,0,7,0
18400,41,0,13,0,10,0
18500,41,1,15,0,12,1
18600,53,0,15,0,13,0
18700,52,0,15,0,5,0
18800,46,1,12,0,8,1
18900,49,0,17,0,4,0
19000,24,0,10,0,3,0
19100,20,0,8,0,2,0
