Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
5000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
6000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,25.665561
7000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.303075
8000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,21.922551
9000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,30.699400
10000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,30.698400
11000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,29.114135
12000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.093984
13000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.701435
14000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.378717
15000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,29.319468
16000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,25.065492
17000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,21.783546
18000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,22.093501
19000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,22.665871
20000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,22.880097
21000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,22.509628
22000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,21.642196
23000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,21.303754
24000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,20.990567
25000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,20.921104
26000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,20.219551
27000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,19.933565
28000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,19.780657
29000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,19.563631
30000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,20.890460
31000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,22.281846
32000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,22.162648
33000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,22.201753
34000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,21.214360
35000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,20.408917
36000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,19.657021
37000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,20.205093
38000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,20.642474
39000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,21.443843
40000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,18.903196
