Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
12000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.666204
12001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.624631
12002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.831599
12003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.228283
12004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.671473
12005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.534881
12006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.651799
12007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.116685
12008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.303040
12009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.706420
12010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.372899
12011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.411256
12012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.581305
12013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.334271
12014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.051266
12015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.235723
12016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.394405
12017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.435712
12018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.625947
12019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.324957
12020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.012832
12021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.117727
12022000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.367245
12023000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.384694
12024000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.326211
12025000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.250917
12026000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,4.114692
12027000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.706179
12028000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.308659
12029000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.392136
12030000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.887342
12031000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.531894
12032000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.254909
12033000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.210859
12034000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.571673
12035000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.266989
12036000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.314815
12037000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.418244
12038000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.242219
12039000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.149980
12040000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.006331
12041000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.886493
12042000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.958058
12043000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.106513
12044000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.422537
12045000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.552551
12046000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.980447
12047000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.172420
12048000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.365422
12049000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.317185
12050000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.235972
12051000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.471339
12052000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.365456
12053000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.446625
12054000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.762202
12055000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.537134
12056000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.430342
12057000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.710399
12058000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.500716
12059000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.841627
12060000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.574752
12061000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.767397
12062000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.781552
12063000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.623904
12064000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.849483
12065000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.572885
12066000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.827048
12067000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.277104
12068000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,4.085475
12069000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.629401
12070000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.323362
12071000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.424829
12072000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.868705
12073000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.853372
12074000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,4.087841
