Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
107000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.518620
107001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.506655
107002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.521059
107003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.509961
107004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.515337
107005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.511928
107006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.513258
107007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.512768
107008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.517584
107009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.511069
107010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.513780
107011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.511611
107012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.514927
107013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.516141
107014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.507650
107015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.512064
107016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.512988
107017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.513750
107018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.513940
107019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.514604
107020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.518474
107021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.509309
107022000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.516909
107023000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.511697
107024000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.518453
107025000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.512615
107026000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.513726
107027000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.510504
107028000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.514747
107029000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.510535
107030000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.520533
107031000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.506825
107032000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.518141
107033000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.507535
107034000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.517698
107035000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.515563
107036000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.515118
107037000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.510164
107038000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.514964
107039000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.514913
107040000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.516983
107041000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.508251
107042000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.520293
107043000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.510745
107044000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.515246
