Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
7000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.856635
7001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.893786
7002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.882807
7003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.906572
7004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.877610
7005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.882543
7006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.898839
7007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.876674
7008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.887931
7009000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.886608
7010000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.911317
7011000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.913060
7012000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.901811
7013000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.928677
7014000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.915736
7015000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.923040
7016000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.898079
7017000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.918413
7018000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.911966
7019000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.894569
7020000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.913325
7021000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.918935
7022000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.936389
7023000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.917223
7024000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.937420
7025000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.923044
7026000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.939561
7027000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.912959
7028000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.939082
7029000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.934866
7030000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.921930
7031000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.938471
7032000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.927977
7033000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.922773
7034000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.969643
7035000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.947758
7036000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.964644
7037000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.955257
