cycle,pc,cta_id,cluster_id,warp_id,tid
1000035,520,479,29,9,7d50a32e
1000044,528,479,29,9,7d50a32e
1000049,530,479,29,9,7d50a32e
1000058,2a8,489,29,17,ffffffff
1000065,2a8,490,29,7,ffffffff
1000067,2b0,489,29,17,ffffffff
1000073,2b8,489,29,17,ffffffff
1000074,2b0,490,29,7,ffffffff
1000080,2b8,490,29,7,ffffffff
1000089,2f0,489,29,16,ffffffff
1000095,2f8,489,29,16,ffffffff
1000110,300,489,29,16,ffffffff
1000351,2a8,490,29,5,ffffffff
1000360,2b0,490,29,5,ffffffff
1000366,2b8,490,29,5,ffffffff
1000470,620,479,29,11,ed138273
1000479,628,479,29,11,ed138273
1000488,630,479,29,11,ed138273
1000643,620,479,29,9,7d50a32e
1000652,628,479,29,9,7d50a32e
1000661,630,479,29,9,7d50a32e
1000772,3f0,489,29,16,ffffffff
1000781,3f8,489,29,16,ffffffff
1000790,400,489,29,16,ffffffff
1000833,2a8,490,29,6,ffffffff
1000842,2b0,490,29,6,ffffffff
1000848,2b8,490,29,6,ffffffff
1000973,638,479,29,11,ed138273
1000979,640,479,29,11,ed138273
1000984,648,479,29,11,ed138273
1000990,738,479,29,11,ed138273
1000996,740,479,29,11,ed138273
1001000,748,479,29,11,ed138273
1001048,750,479,29,8,54f2b4ef
1001092,638,479,29,9,7d50a32e
1001098,640,479,29,9,7d50a32e
1001103,648,479,29,9,7d50a32e
1001109,738,479,29,9,7d50a32e
1001115,740,479,29,9,7d50a32e
1001119,748,479,29,9,7d50a32e
1001120,750,479,29,9,7d50a32e
1001179,408,489,29,16,ffffffff
1001185,410,489,29,16,ffffffff
1001190,418,489,29,16,ffffffff
1001564,2d8,479,29,8,14f2b4e5
1001573,2e0,479,29,8,14f2b4e5
1001582,2e8,479,29,8,14f2b4e5
1001614,2d8,479,29,9,7d50a32e
1001623,2e0,479,29,9,7d50a32e
1001632,2e8,479,29,9,7d50a32e
1001758,508,489,29,16,ffffffff
1001767,510,489,29,16,ffffffff
1001776,518,489,29,16,ffffffff
1002050,2f0,479,29,8,14f2b4e5
1002056,2f8,479,29,8,14f2b4e5
1002061,300,479,29,8,14f2b4e5
1002134,2f0,479,29,9,7d50a32e
1002140,2f8,479,29,9,7d50a32e
1002145,300,479,29,9,7d50a32e
1002159,520,489,29,16,ffffffff
1002165,528,489,29,16,ffffffff
1002560,3f0,479,29,8,14f2b4e5
1002569,3f8,479,29,8,14f2b4e5
1002578,400,479,29,8,14f2b4e5
1002590,3f0,479,29,9,7d50a32e
1002599,3f8,479,29,9,7d50a32e
1002608,400,479,29,9,7d50a32e
1002932,408,479,29,8,14f2b4e5
1002938,410,479,29,8,14f2b4e5
1002943,418,479,29,8,14f2b4e5
1003065,408,479,29,9,7d50a32e
1003071,410,479,29,9,7d50a32e
1003427,508,479,29,8,14f2b4e5
1003436,510,479,29,8,14f2b4e5
1003445,518,479,29,8,14f2b4e5
1003854,620,489,29,16,ffffffff
1003863,628,489,29,16,ffffffff
1003872,630,489,29,16,ffffffff
1003961,520,479,29,8,14f2b4e5
1003967,528,479,29,8,14f2b4e5
1003972,530,479,29,8,14f2b4e5
1004322,638,489,29,16,ffffffff
1004328,640,489,29,16,ffffffff
1004405,620,479,29,8,14f2b4e5
1004414,628,479,29,8,14f2b4e5
1004423,630,479,29,8,14f2b4e5
1004637,508,479,29,9,7d50a32e
1004646,510,479,29,9,7d50a32e
1004655,518,479,29,9,7d50a32e
1004961,638,479,29,8,14f2b4e5
1004967,640,479,29,8,14f2b4e5
1005144,520,479,29,9,7d50a32e
1005150,528,479,29,9,7d50a32e
1005263,738,489,29,16,ffffffff
1005269,740,489,29,16,ffffffff
1005273,748,489,29,16,ffffffff
1005418,750,479,29,14,6df3e91
1005909,738,479,29,8,14f2b4e5
1005915,740,479,29,8,14f2b4e5
1005919,748,479,29,8,14f2b4e5
1006060,2d8,479,29,14,6db3e91
1006069,2e0,479,29,14,6db3e91
1006078,2e8,479,29,14,6db3e91
1006432,2f0,479,29,14,6db3e91
1006438,2f8,479,29,14,6db3e91
1006443,300,479,29,14,6db3e91
1006558,620,479,29,9,7d50a32e
1006567,628,479,29,9,7d50a32e
1006576,630,479,29,9,7d50a32e
1006985,3f0,479,29,14,6db3e91
1006994,3f8,479,29,14,6db3e91
1007003,400,479,29,14,6db3e91
1007063,638,479,29,9,7d50a32e
1007069,640,479,29,9,7d50a32e
1007485,408,479,29,14,6db3e91
1007491,410,479,29,14,6db3e91
1007496,418,479,29,14,6db3e91
1007749,758,435,29,26,ffffffff
1007946,508,479,29,14,6db3e91
1007955,510,479,29,14,6db3e91
1007964,518,479,29,14,6db3e91
1008021,750,479,29,13,21fd456f
1008179,738,479,29,9,7d50a32e
1008185,740,479,29,9,7d50a32e
1008189,748,479,29,9,7d50a32e
1008364,520,479,29,14,6db3e91
1008370,528,479,29,14,6db3e91
1008430,2d8,479,29,13,21fd416d
1008439,2e0,479,29,13,21fd416d
1008448,2e8,479,29,13,21fd416d
1008843,2f0,479,29,13,21fd416d
1008849,2f8,479,29,13,21fd416d
1008855,300,479,29,13,21fd416d
1009265,3f0,479,29,13,21fd416d
1009274,3f8,479,29,13,21fd416d
1009283,400,479,29,13,21fd416d
1009568,408,479,29,13,21fd416d
1009585,410,479,29,13,21fd416d
