cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,17,2
5700,58,0
5800,13,2
5900,62,2
6000,64,0
6100,62,0
6200,38,0
6300,0,0
6400,0,0
6500,0,0
6600,30,1
6700,9,0
6800,0,0
6900,0,0
7000,0,0
7100,10,0
7200,63,2
7300,62,2
7400,62,0
7500,64,2
7600,53,0
7700,0,0
7800,0,0
7900,0,0
8000,22,2
8100,16,0
8200,13,0
8300,45,0
8400,50,2
8500,62,0
8600,63,0
8700,64,4
8800,64,0
8900,61,0
9000,54,2
9100,16,0
9200,20,0
9300,16,2
9400,32,3
9500,36,3
9600,46,2
9700,60,1
9800,58,3
9900,64,0
10000,46,2
10100,59,0
10200,64,0
10300,63,0
10400,49,4
10500,19,0
10600,20,0
10700,52,0
10800,57,0
10900,43,2
11000,58,0
11100,51,5
11200,52,1
11300,63,0
11400,52,1
11500,41,7
11600,52,0
11700,58,0
11800,36,0
11900,13,0
12000,50,1
12100,42,7
12200,60,2
12300,58,0
12400,40,2
12500,61,0
12600,55,2
12700,54,0
12800,64,0
12900,34,1
13000,50,6
13100,31,3
13200,41,0
13300,48,0
13400,55,0
13500,37,2
13600,58,3
13700,42,1
13800,61,0
13900,59,0
14000,60,7
14100,56,3
14200,26,2
14300,64,0
14400,44,0
14500,27,1
14600,24,6
14700,57,3
14800,56,0
14900,56,0
15000,49,2
15100,54,2
15200,45,0
15300,60,0
15400,64,0
15500,40,0
15600,24,4
15700,62,0
15800,44,0
15900,40,0
16000,61,0
16100,40,5
16200,36,3
16300,56,1
16400,55,0
16500,27,0
16600,63,2
16700,62,2
16800,62,0
16900,48,0
17000,51,0
17100,30,4
17200,23,1
17300,62,1
17400,64,2
17500,58,0
17600,47,1
17700,30,0
17800,15,3
17900,24,1
18000,61,2
18100,63,3
18200,64,1
18300,63,1
18400,44,1
18500,14,2
18600,14,1
18700,26,0
18800,65,2
18900,64,2
19000,60,1
19100,62,1
19200,64,1
19300,18,1
19400,18,2
19500,12,2
19600,61,3
19700,62,2
19800,61,1
19900,54,1
20000,14,1
20100,39,0
20200,62,2
20300,62,2
20400,63,0
20500,51,2
20600,14,2
20700,26,0
20800,43,2
20900,10,5
21000,61,2
21100,61,0
21200,44,2
21300,40,3
21400,64,0
21500,59,2
21600,63,1
21700,46,3
21800,18,0
21900,12,2
22000,26,1
22100,64,4
22200,60,3
22300,32,2
22400,15,0
22500,67,1
22600,65,0
22700,56,2
22800,46,0
22900,13,2
23000,65,1
23100,21,3
23200,49,2
23300,40,3
23400,12,2
23500,46,4
23600,60,3
23700,61,1
23800,44,0
23900,13,1
24000,55,1
24100,60,2
24200,62,1
24300,47,2
24400,16,1
24500,13,2
24600,63,2
24700,47,7
24800,13,1
24900,35,3
25000,62,0
25100,65,0
25200,59,2
25300,39,0
25400,26,0
25500,19,7
25600,63,1
25700,28,3
25800,14,1
25900,45,1
26000,60,9
26100,59,0
26200,44,0
26300,23,4
26400,64,1
26500,62,1
26600,58,1
26700,30,2
26800,14,0
26900,35,4
27000,64,0
27100,55,3
27200,12,5
27300,18,3
27400,62,0
27500,59,4
27600,64,4
27700,62,0
27800,60,3
27900,60,0
28000,20,2
28100,15,0
28200,17,2
28300,59,2
28400,28,3
28500,14,2
28600,48,7
28700,61,3
28800,62,0
28900,63,0
29000,62,1
29100,28,1
29200,11,2
29300,63,1
29400,63,1
29500,33,2
29600,15,1
29700,13,3
29800,36,1
29900,60,7
30000,61,3
30100,63,0
30200,30,3
30300,13,1
30400,55,1
30500,61,1
30600,64,0
30700,62,1
30800,16,3
30900,15,0
31000,47,4
31100,39,5
31200,14,1
31300,56,2
31400,61,2
31500,64,1
31600,63,1
31700,24,2
31800,34,3
31900,64,0
32000,62,0
32100,35,2
32200,17,0
32300,45,5
32400,48,4
32500,13,1
32600,13,1
32700,55,1
32800,65,2
32900,57,2
33000,29,2
33100,24,1
33200,63,0
33300,55,1
33400,33,3
33500,62,2
33600,61,3
33700,61,3
33800,27,1
33900,13,2
34000,20,1
34100,67,0
34200,62,2
34300,26,2
34400,13,2
34500,20,3
34600,63,1
34700,63,1
34800,45,0
34900,15,4
35000,62,1
35100,62,3
35200,63,0
35300,42,2
35400,15,2
35500,46,3
35600,39,3
35700,42,1
35800,55,5
35900,10,3
36000,57,2
36100,36,0
36200,33,2
36300,19,2
36400,32,1
36500,63,3
36600,64,0
36700,66,0
36800,49,3
36900,15,1
37000,13,4
37100,11,1
37200,62,1
37300,63,2
37400,45,0
37500,15,1
37600,29,2
37700,62,5
37800,61,3
37900,64,0
38000,63,0
38100,57,2
38200,14,1
38300,15,0
38400,25,3
38500,24,3
38600,9,2
38700,13,0
38800,1,0
38900,1,0
