cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,17,2
5700,58,0
5800,13,2
5900,62,2
6000,64,0
6100,62,0
6200,38,0
6300,0,0
6400,0,0
6500,16,1
6600,19,0
6700,0,0
6800,0,0
6900,0,0
7000,0,0
7100,19,0
7200,63,2
7300,64,2
7400,62,0
7500,64,2
7600,42,0
7700,0,0
7800,0,0
7900,6,2
8000,19,0
8100,21,0
8200,8,0
8300,49,0
8400,53,2
8500,64,0
8600,65,0
8700,62,4
8800,63,0
8900,62,0
9000,50,2
9100,8,0
9200,28,0
9300,19,2
9400,30,5
9500,28,1
9600,26,2
9700,64,0
9800,61,4
9900,59,0
10000,57,2
10100,63,0
10200,64,0
10300,62,2
10400,45,2
10500,8,0
10600,20,0
10700,62,0
10800,60,0
10900,46,2
11000,48,0
11100,62,2
11200,62,0
11300,60,0
11400,40,2
11500,60,2
11600,60,0
11700,43,0
11800,27,0
11900,16,0
12000,55,3
12100,54,5
12200,61,0
12300,46,0
12400,47,2
12500,60,1
12600,59,1
12700,53,0
12800,53,0
12900,44,2
13000,33,6
13100,48,2
13200,29,0
13300,48,0
13400,41,0
13500,58,4
13600,54,3
13700,55,1
13800,56,0
13900,61,0
14000,48,4
14100,54,0
14200,46,0
14300,50,0
14400,45,0
14500,30,4
14600,40,4
14700,47,2
14800,56,0
14900,47,0
15000,53,2
15100,61,2
15200,45,0
15300,59,0
15400,60,0
15500,34,6
15600,56,2
15700,32,0
15800,58,0
15900,36,0
16000,54,0
16100,35,5
16200,34,3
16300,62,1
16400,65,0
16500,37,0
16600,22,4
16700,60,2
16800,62,2
16900,60,0
17000,46,2
17100,37,2
17200,20,1
17300,63,2
17400,63,1
17500,60,0
17600,37,1
17700,16,1
17800,17,0
17900,60,2
18000,64,0
18100,62,3
18200,63,2
18300,60,2
18400,25,0
18500,15,1
18600,14,2
18700,57,2
18800,66,0
18900,62,0
19000,17,4
19100,16,0
19200,54,2
19300,62,2
19400,63,3
19500,54,2
19600,17,1
19700,12,3
19800,54,4
19900,62,3
20000,65,0
20100,57,1
20200,53,2
20300,15,2
20400,19,0
20500,65,1
20600,64,2
20700,50,2
20800,10,4
20900,30,2
21000,61,2
21100,44,2
21200,57,2
21300,63,2
21400,37,0
21500,17,2
21600,49,0
21700,62,2
21800,63,0
21900,63,2
22000,18,3
22100,15,2
22200,23,3
22300,63,2
22400,64,0
22500,63,0
22600,43,0
22700,12,1
22800,20,1
22900,61,4
23000,45,1
23100,11,2
23200,64,1
23300,55,0
23400,15,6
23500,55,4
23600,63,1
23700,62,0
23800,32,1
23900,17,0
24000,13,1
24100,62,1
24200,21,3
24300,61,2
24400,64,0
24500,33,2
24600,12,6
24700,64,2
24800,54,2
24900,14,2
25000,40,0
25100,66,0
25200,62,2
25300,64,1
25400,62,1
25500,63,1
25600,37,3
25700,11,2
25800,16,0
25900,45,3
26000,57,7
26100,61,1
26200,56,1
26300,50,0
26400,14,2
26500,57,2
26600,37,3
26700,52,4
26800,32,1
26900,14,2
27000,39,3
27100,63,1
27200,28,4
27300,24,4
27400,61,3
27500,62,1
27600,64,4
27700,58,2
27800,32,2
27900,13,3
28000,57,0
28100,51,3
28200,14,2
28300,12,2
28400,61,1
28500,25,4
28600,54,5
28700,64,0
28800,57,1
28900,31,4
29000,34,0
29100,59,2
29200,63,1
29300,25,4
29400,14,1
29500,41,2
29600,63,1
29700,17,2
29800,13,3
29900,42,4
30000,61,5
30100,64,0
30200,61,0
30300,29,0
30400,13,2
30500,57,2
30600,63,0
30700,63,1
30800,63,0
30900,18,3
31000,14,2
31100,28,5
31200,59,7
31300,57,0
31400,62,0
31500,61,0
31600,29,0
31700,15,1
31800,14,3
31900,47,0
32000,63,0
32100,66,0
32200,63,2
32300,30,3
32400,15,2
32500,14,2
32600,36,1
32700,63,3
32800,65,0
32900,62,1
33000,43,3
33100,14,2
33200,36,2
33300,64,1
33400,63,1
33500,61,0
33600,53,4
33700,20,2
33800,14,0
33900,60,0
34000,63,0
34100,63,2
34200,17,3
34300,8,5
34400,58,4
34500,52,6
34600,12,1
34700,17,3
34800,64,0
34900,62,2
35000,62,4
35100,57,1
35200,17,1
35300,15,1
35400,66,0
35500,43,4
35600,25,3
35700,61,3
35800,29,3
35900,33,2
36000,28,2
36100,45,0
36200,63,2
36300,62,2
36400,61,2
36500,41,2
36600,17,0
36700,34,1
36800,60,3
36900,43,2
37000,40,0
37100,18,0
37200,12,2
37300,62,1
37400,63,3
37500,61,3
37600,26,0
37700,16,1
37800,16,3
37900,64,0
38000,64,0
38100,55,2
38200,10,2
38300,18,0
38400,30,4
38500,33,4
38600,33,1
38700,12,0
38800,1,0
38900,0,0
