cycle,ipc-0,ipc-1,ipc-2,ipc-3,ipc-4,ipc-5,ipc-6,ipc-7,ipc-8,ipc-9,ipc-10,ipc-11,ipc-12,ipc-13,ipc-14,ipc-15,ipc-16,ipc-17,ipc-18,ipc-19,ipc-20,ipc-21,ipc-22,ipc-23,ipc-24,ipc-25,ipc-26,ipc-27,ipc-28,ipc-29
5000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5100,31.680,31.360,31.680,31.680,33.920,32.320,33.920,32.000,31.680,31.680,31.360,31.680,31.360,31.680,32.000,31.680,36.480,31.680,31.680,31.680,31.680,31.680,31.360,31.360,32.320,32.000,32.000,31.680,31.680,31.680
5200,50.240,51.520,50.240,50.240,49.280,49.920,49.280,51.200,49.280,50.240,51.840,50.240,51.840,49.600,50.240,50.240,48.960,49.280,49.280,49.600,50.240,49.600,51.520,50.880,49.920,51.200,50.240,49.280,49.280,49.280
5300,81.280,77.440,81.280,81.280,68.800,69.760,68.800,69.440,85.440,81.280,80.320,81.280,80.320,79.360,71.360,81.280,82.240,85.440,85.440,79.360,81.280,79.360,77.440,77.440,69.760,83.840,71.360,85.440,85.440,85.440
5400,21.120,24.000,21.120,21.120,32.320,32.320,32.320,31.680,17.920,21.120,20.800,21.120,20.800,23.680,30.720,21.120,16.640,17.920,17.920,23.680,21.120,23.680,24.000,24.640,32.320,17.280,30.720,17.920,17.920,17.920
5500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5600,45.760,49.920,45.120,44.160,43.200,33.920,41.920,49.600,49.600,43.200,40.960,41.280,40.320,40.640,38.400,39.040,49.600,48.320,48.000,37.760,47.360,37.440,54.720,54.080,34.880,45.760,35.520,52.800,51.520,50.240
5700,36.160,32.000,36.800,37.760,38.720,48.000,40.000,32.320,32.320,38.720,40.960,40.640,41.600,41.280,43.520,42.880,32.320,33.600,33.920,44.160,34.560,44.480,27.200,27.840,47.040,36.160,46.400,29.120,30.400,31.680
5800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5900,9.600,10.560,6.080,7.360,6.080,6.400,6.720,10.880,10.880,7.360,5.760,8.640,5.440,4.480,5.760,5.760,8.320,7.680,9.280,6.720,9.280,6.080,6.400,9.280,6.400,8.320,5.120,10.240,10.560,9.280
6000,1.920,6.080,5.440,3.520,2.240,1.280,8.320,1.920,2.240,4.160,5.120,2.560,4.480,6.720,4.480,5.440,5.120,12.160,0.960,7.680,1.280,7.040,1.280,8.960,6.080,4.480,4.480,5.760,1.920,6.080
6100,6.080,2.560,7.040,8.000,10.880,16.960,15.680,6.400,5.760,7.040,8.000,8.320,9.280,8.960,10.560,7.680,5.760,0.000,20.160,5.440,7.680,7.040,11.840,0.000,11.200,7.360,12.160,9.280,7.040,15.360
6200,0.960,0.000,0.000,0.000,7.360,0.320,0.000,0.960,0.000,0.000,0.000,0.640,0.640,0.320,9.920,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.320,0.320,0.320,0.000,0.000
6300,0.000,0.000,0.000,0.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.320,0.000,0.640,0.960,0.000,0.000,0.640,0.000,0.000,0.000
6400,10.560,7.360,0.000,0.000,0.960,0.000,0.640,0.000,0.000,12.160,0.000,0.320,0.000,0.000,0.000,0.640,0.000,0.000,0.000,0.320,12.160,0.320,7.040,0.640,0.000,0.960,0.000,0.960,2.880,0.640
6500,0.640,0.000,12.800,7.680,0.640,0.000,2.860,9.600,9.940,1.880,0.960,0.640,0.000,0.640,0.320,0.000,0.000,0.000,0.640,0.320,0.320,0.640,0.320,0.000,0.640,0.640,0.640,0.000,5.760,0.000
6600,0.000,0.640,0.000,0.640,0.000,0.640,0.640,0.320,0.000,1.700,9.920,8.320,8.960,0.640,0.320,10.880,13.120,0.320,0.000,0.320,0.000,1.280,0.320,14.620,0.000,0.000,0.640,1.280,0.000,0.320
6700,0.000,0.000,0.640,0.000,0.000,0.960,0.000,1.600,0.640,0.640,1.280,0.640,1.280,0.640,0.000,0.960,1.440,0.320,0.000,0.320,0.000,11.840,1.280,2.970,0.000,8.970,0.640,0.320,0.640,0.000
6800,0.000,1.280,0.000,0.960,1.600,0.000,0.640,1.280,0.000,0.000,0.640,0.320,0.960,8.990,0.340,0.320,0.320,11.840,0.640,16.020,0.640,0.640,0.640,1.970,0.000,0.640,0.960,0.000,0.000,0.000
6900,0.000,0.960,0.320,0.000,0.960,0.320,0.320,0.000,1.920,0.320,1.280,1.600,0.640,0.000,2.600,0.640,0.640,2.760,1.920,1.500,0.000,0.320,0.640,0.000,6.410,1.280,0.000,0.960,0.640,1.280
7000,0.640,0.960,0.320,1.600,0.000,1.920,0.640,0.000,1.260,0.960,0.320,0.000,0.000,1.000,0.320,0.000,0.000,0.640,0.000,2.980,0.640,0.320,0.640,0.000,0.320,0.640,8.640,2.240,0.000,0.640
7100,0.640,1.600,0.000,0.320,0.960,0.640,0.640,0.000,0.960,0.320,0.000,0.640,0.000,0.320,0.000,1.280,0.640,0.640,0.000,0.000,0.640,0.640,0.640,0.000,0.960,0.320,0.000,5.150,0.320,0.640
7200,1.600,0.000,8.900,0.320,1.280,1.600,0.640,0.640,0.320,0.320,0.640,0.960,1.920,0.320,3.540,0.640,0.000,0.320,0.000,0.000,0.000,1.280,0.960,0.000,0.640,0.320,0.320,0.000,0.640,0.640
7300,0.640,0.640,0.640,0.960,0.640,0.960,0.000,0.640,0.320,0.320,0.640,0.960,0.320,2.550,1.280,0.000,1.280,0.320,0.000,0.640,0.640,0.000,0.640,0.320,0.950,0.320,0.320,0.040,0.960,1.570
7400,1.280,1.280,3.560,6.860,0.000,2.630,0.640,2.240,0.640,2.560,0.000,1.600,0.960,8.980,0.640,1.280,0.000,1.600,0.000,0.960,0.960,1.280,0.960,0.640,1.600,0.640,0.640,0.010,2.560,0.960
7500,0.320,2.240,0.320,0.620,0.640,0.320,0.640,1.600,0.640,0.000,1.920,0.960,0.320,1.920,1.920,1.920,1.600,1.280,2.240,0.960,2.880,1.280,4.870,1.280,0.960,1.920,2.860,1.250,1.920,0.000
7600,4.800,2.560,3.520,1.920,8.070,6.910,2.880,1.920,7.360,1.640,1.600,2.240,0.960,2.240,1.600,1.600,1.920,2.560,1.920,2.560,2.240,0.640,0.960,3.200,1.280,2.230,1.600,1.920,2.880,1.920
7700,1.600,21.150,3.520,12.730,3.200,4.150,2.240,2.240,1.280,2.240,9.200,16.760,3.200,2.560,1.920,21.970,3.840,2.240,1.600,3.200,1.600,18.300,26.910,3.200,3.200,8.540,2.880,27.320,3.200,1.920
7800,1.940,22.410,0.320,19.840,34.630,0.640,0.960,2.240,29.800,1.280,24.320,20.470,38.610,1.600,1.310,23.450,1.280,1.600,0.640,0.960,0.960,4.530,2.190,0.000,3.840,32.120,9.030,2.610,5.570,0.960
7900,36.870,5.800,0.960,5.230,3.520,44.170,30.520,41.280,3.080,0.640,0.960,2.240,1.280,32.000,1.600,0.640,37.220,16.830,1.920,1.280,40.920,28.820,15.240,1.600,34.000,7.300,44.790,10.780,34.350,0.960
8000,1.400,12.840,30.420,5.480,0.640,1.580,4.610,0.960,1.920,4.120,5.800,4.450,1.280,15.980,0.960,0.000,1.220,32.390,0.960,27.810,2.140,0.700,0.600,23.530,14.540,3.340,2.480,7.260,1.470,0.640
8100,5.780,0.320,4.840,1.280,9.870,2.780,8.210,0.960,15.340,33.160,12.200,5.430,4.840,5.840,22.310,6.400,3.450,4.880,1.280,13.140,1.600,6.480,8.900,22.810,1.600,0.320,2.200,9.350,0.960,27.580
8200,6.420,3.460,8.740,1.280,4.270,0.960,2.540,9.400,5.420,1.110,2.200,25.790,4.370,1.280,7.220,17.870,13.270,0.960,34.400,2.990,24.040,2.880,8.720,3.740,0.640,1.600,0.960,13.320,5.070,5.930
8300,22.140,0.640,4.140,27.990,14.900,27.660,17.830,11.060,11.240,2.370,7.940,10.550,27.420,2.200,3.530,7.690,13.740,3.200,2.140,7.440,1.850,1.280,17.670,1.920,3.200,4.800,1.280,1.600,0.320,4.700
8400,0.640,1.920,5.430,9.050,1.280,0.000,7.050,0.640,3.770,15.080,24.380,1.600,3.160,1.830,18.870,11.770,6.280,1.280,1.600,21.540,1.280,1.280,1.920,1.920,8.580,17.690,1.280,10.730,33.930,0.960
8500,1.600,28.480,22.890,9.520,1.600,2.560,2.160,1.600,0.640,4.590,1.280,0.640,1.280,0.320,7.120,5.290,0.880,1.220,1.280,3.000,1.280,17.640,0.960,11.280,30.070,0.960,1.600,0.960,4.070,1.920
8600,0.640,0.000,0.640,0.000,0.000,0.320,0.000,0.320,15.290,1.600,0.000,8.870,0.000,29.800,23.430,0.000,0.640,28.360,27.030,0.320,28.870,18.570,0.560,0.870,0.000,0.000,11.130,11.680,0.000,27.010
8700,12.480,0.000,0.270,3.160,23.940,0.480,0.000,0.000,0.000,0.320,0.640,0.220,0.000,0.250,6.180,0.000,0.000,0.320,3.870,0.640,0.000,0.000,7.760,9.010,0.260,9.210,10.490,2.130,0.000,10.680
8800,12.110,0.250,0.530,0.260,0.000,0.000,0.000,26.600,7.790,0.000,0.000,0.220,3.330,0.770,2.370,0.220,6.020,0.320,0.000,0.000,0.210,0.000,0.230,3.200,0.000,0.610,0.250,0.270,0.000,0.000
8900,0.000,0.000,0.000,0.900,0.000,0.000,0.000,3.160,1.990,0.000,0.000,5.620,18.320,0.160,0.630,0.890,16.400,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.870,0.640,12.140,0.220,0.220,0.000
9000,0.000,0.000,6.290,0.000,0.000,0.000,26.020,0.000,0.000,0.710,0.000,1.460,0.000,0.000,0.000,0.000,0.000,0.230,0.000,0.000,0.000,0.000,5.810,0.700,6.150,0.000,0.000,5.920,0.000,2.930
9100,0.000,7.080,0.540,0.000,0.200,14.850,0.480,0.000,0.000,21.670,0.000,0.000,0.000,0.000,0.000,3.150,0.000,0.000,0.000,0.000,0.000,0.260,6.030,14.020,0.750,0.000,0.000,3.000,0.190,0.000
9200,0.210,0.690,0.000,0.000,0.000,3.550,0.000,0.000,0.000,7.220,0.000,0.000,0.270,0.000,0.000,4.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.140,0.000,0.000,2.780,0.000
9300,0.420,0.000,7.000,0.320,0.000,0.000,0.000,0.000,0.520,0.000,0.000,0.720,0.000,0.570,0.000,0.000,0.000,6.660,9.840,15.280,0.240,0.560,0.000,0.000,0.000,8.250,0.000,0.000,0.000,0.000
9400,0.000,0.630,0.480,6.180,0.570,0.260,0.000,1.890,0.260,0.000,11.280,1.860,0.230,0.460,0.000,0.000,0.210,3.710,0.780,0.000,0.000,0.000,0.750,0.000,0.240,0.000,0.000,0.000,0.000,0.000
