cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,13,4
5700,64,2
5800,64,4
5900,62,0
6000,17,4
6100,16,0
6200,32,4
6300,62,0
6400,62,2
6500,62,2
6600,64,1
6700,21,3
6800,44,7
6900,56,7
7000,60,5
7100,64,4
7200,9,6
7300,15,8
7400,56,11
7500,54,7
7600,32,2
7700,13,6
7800,13,3
7900,48,9
8000,47,17
8100,22,8
8200,14,3
8300,15,2
8400,36,16
8500,49,14
8600,41,19
8700,21,10
8800,10,6
8900,41,17
9000,52,13
9100,44,19
9200,6,9
9300,18,6
9400,52,15
9500,48,11
9600,39,13
9700,13,3
9800,14,5
9900,26,8
10000,51,14
10100,43,16
10200,38,9
10300,15,6
10400,14,2
10500,28,12
10600,54,7
10700,30,5
10800,4,6
10900,7,9
11000,14,12
11100,24,13
11200,10,17
11300,6,7
11400,13,20
11500,13,17
11600,15,17
11700,5,20
11800,14,13
11900,9,21
12000,8,21
12100,16,19
12200,7,22
12300,11,17
12400,11,22
12500,15,14
12600,8,18
12700,8,9
12800,3,17
12900,16,17
13000,10,14
13100,8,18
13200,13,21
13300,15,16
13400,13,19
13500,9,7
13600,3,13
13700,9,21
13800,8,10
13900,5,12
14000,7,15
14100,11,16
14200,10,14
14300,10,16
14400,10,12
14500,8,14
14600,9,12
14700,10,15
14800,4,14
14900,3,5
15000,4,6
15100,8,9
15200,4,12
15300,6,5
15400,2,14
15500,2,10
15600,5,4
15700,5,8
15800,9,7
15900,1,9
16000,5,4
16100,6,7
16200,7,10
16300,3,8
16400,4,8
16500,6,8
16600,2,9
16700,6,7
16800,4,5
16900,3,7
17000,1,8
17100,3,7
17200,6,6
17300,2,3
17400,3,6
17500,2,3
17600,6,3
17700,1,4
17800,2,1
17900,4,4
18000,3,5
18100,3,3
18200,0,2
18300,0,1
18400,2,2
18500,1,1
18600,0,1
18700,9,5
18800,13,2
18900,11,0
19000,1,2
19100,13,1
19200,12,2
19300,52,3
19400,45,0
19500,16,0
19600,25,3
19700,59,4
19800,37,7
19900,46,4
20000,43,5
20100,20,4
20200,17,1
20300,38,5
20400,61,4
20500,48,8
20600,42,4
20700,12,3
20800,48,5
20900,63,2
21000,49,4
21100,14,5
21200,64,3
21300,61,5
21400,60,7
21500,57,5
21600,26,3
21700,15,3
21800,32,12
21900,62,6
22000,57,5
22100,22,10
22200,14,3
22300,31,9
22400,53,10
22500,52,13
22600,53,8
22700,33,11
22800,14,6
22900,27,7
23000,53,8
23100,48,16
23200,48,12
23300,8,7
23400,36,18
23500,56,13
23600,47,10
23700,11,13
23800,22,15
23900,44,11
24000,39,17
24100,22,13
24200,20,16
24300,23,14
24400,15,10
24500,20,12
24600,9,20
24700,21,10
24800,5,9
24900,4,15
25000,9,14
25100,9,21
25200,17,18
25300,6,7
25400,11,12
25500,15,14
25600,9,5
25700,3,8
25800,8,9
25900,6,10
26000,3,14
26100,17,5
26200,9,7
26300,18,11
26400,17,3
26500,20,10
26600,25,13
26700,11,11
26800,15,10
26900,30,5
27000,33,11
27100,12,8
27200,12,16
27300,23,11
27400,21,15
27500,36,9
27600,32,17
27700,9,8
27800,21,14
27900,21,11
28000,8,9
28100,12,15
28200,11,15
28300,23,11
28400,23,10
28500,14,17
28600,8,4
28700,2,7
28800,4,9
28900,6,10
29000,9,6
29100,2,9
29200,6,3
29300,6,13
29400,11,14
29500,7,13
29600,1,10
29700,9,8
29800,6,6
29900,3,7
30000,4,13
30100,5,8
30200,2,3
30300,3,5
30400,11,12
30500,12,6
30600,6,5
30700,9,10
30800,9,3
30900,2,7
31000,3,1
31100,18,12
31200,13,7
31300,10,10
31400,11,10
31500,20,13
31600,20,7
31700,12,5
31800,22,9
31900,35,3
32000,6,16
32100,28,6
32200,26,8
32300,6,5
32400,33,4
32500,15,10
32600,29,4
32700,35,6
32800,39,7
32900,30,7
33000,56,7
33100,61,2
33200,23,8
33300,31,11
33400,52,6
33500,33,4
33600,34,14
33700,60,3
33800,57,9
33900,26,7
34000,63,4
34100,57,5
34200,55,8
34300,18,14
34400,24,10
34500,17,8
34600,5,9
34700,18,10
34800,7,9
34900,6,2
35000,16,9
35100,20,6
35200,21,13
35300,5,7
35400,13,10
35500,29,10
35600,37,6
35700,15,16
35800,29,12
35900,23,15
36000,31,11
36100,34,18
36200,38,18
36300,14,21
36400,25,19
36500,12,15
36600,7,19
36700,17,11
36800,8,15
36900,7,4
37000,11,11
37100,13,9
37200,12,18
37300,10,6
37400,7,11
37500,2,9
37600,4,11
37700,32,13
37800,25,10
37900,15,12
38000,12,12
38100,11,22
38200,24,16
38300,17,19
38400,11,17
38500,6,14
38600,7,9
38700,14,18
38800,15,17
38900,17,19
39000,5,8
39100,3,9
39200,9,12
39300,14,8
39400,10,11
39500,4,4
39600,1,7
39700,9,12
39800,6,9
39900,7,13
40000,2,9
40100,6,14
40200,7,8
40300,1,8
40400,10,4
40500,4,12
40600,7,11
40700,1,7
40800,1,7
40900,0,7
41000,3,6
