cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,17,33,119,51,17
5600,0,11,3,36,45,11
5700,0,0,0,0,0,0
5800,0,0,0,0,0,0
5900,0,25,45,27,6,25
6000,0,60,84,130,12,60
6100,0,41,54,238,7,41
6200,0,23,28,169,9,23
6300,0,10,16,352,0,10
6400,0,2,11,235,1,2
6500,0,7,14,149,0,7
6600,0,6,16,206,1,6
6700,0,10,18,312,7,10
6800,0,19,10,188,8,19
6900,0,10,18,293,0,10
7000,0,3,12,340,0,3
7100,0,8,18,224,7,8
7200,0,7,14,220,3,7
7300,0,3,8,157,4,3
7400,0,3,22,245,1,3
7500,1,0,23,316,0,0
7600,0,0,10,226,1,0
7700,0,21,24,116,4,21
7800,0,9,4,168,5,9
7900,0,33,15,98,2,33
8000,0,6,9,370,1,6
8100,0,2,11,258,0,2
8200,0,29,11,175,6,29
8300,1,6,14,365,3,6
8400,0,11,13,202,8,11
8500,1,16,11,209,9,16
8600,0,0,15,306,1,0
8700,0,4,20,144,4,4
8800,1,0,15,274,1,0
8900,0,3,19,149,2,3
9000,0,0,13,329,0,0
9100,0,0,25,200,1,0
9200,0,0,19,189,2,0
9300,1,0,21,236,0,0
9400,2,0,25,157,1,0
9500,0,2,7,307,2,2
9600,1,15,13,110,3,15
9700,3,8,6,136,5,8
9800,3,6,13,258,0,6
9900,1,0,16,194,0,0
10000,0,10,17,208,6,10
10100,3,12,27,307,0,12
10200,0,6,17,260,1,6
10300,0,0,20,162,0,0
10400,6,16,14,203,8,16
10500,13,4,16,183,2,4
10600,2,7,27,235,1,7
10700,0,2,15,292,0,2
10800,7,16,14,112,6,16
10900,21,27,15,115,9,27
11000,19,41,15,234,13,41
11100,3,3,20,289,1,3
11200,13,10,15,167,4,10
11300,5,4,22,243,3,4
11400,15,18,15,110,5,18
11500,3,43,6,145,14,43
11600,6,39,12,283,12,39
11700,0,0,28,293,0,0
11800,0,0,26,179,1,0
11900,0,0,23,212,0,0
12000,0,0,17,332,0,0
12100,0,0,24,164,0,0
12200,0,0,22,168,0,0
12300,0,0,18,231,0,0
12400,0,0,12,255,0,0
12500,0,0,15,213,0,0
12600,0,0,9,346,0,0
12700,0,0,13,248,0,0
12800,0,0,13,211,0,0
12900,0,0,10,291,0,0
13000,0,0,8,187,0,0
13100,0,0,8,374,0,0
13200,0,0,10,242,0,0
13300,0,0,11,175,1,0
13400,0,0,8,166,0,0
13500,0,0,17,252,1,0
13600,0,0,8,163,0,0
13700,0,0,3,246,0,0
13800,0,0,11,206,0,0
13900,0,0,6,155,0,0
14000,0,0,4,306,0,0
14100,0,0,6,307,0,0
14200,0,0,5,234,0,0
14300,0,0,11,236,0,0
14400,0,0,4,396,0,0
14500,0,0,6,379,0,0
14600,0,0,11,284,0,0
14700,0,0,3,197,0,0
14800,0,0,10,190,0,0
14900,0,0,7,165,0,0
15000,0,0,4,396,0,0
15100,0,0,6,300,0,0
15200,0,0,6,269,0,0
15300,0,0,3,197,0,0
15400,0,0,4,163,1,0
15500,0,0,5,336,0,0
15600,0,0,9,326,0,0
15700,0,0,7,210,0,0
15800,0,0,6,160,0,0
15900,0,0,7,202,0,0
16000,0,0,3,290,0,0
16100,0,0,11,149,0,0
16200,0,0,9,167,0,0
16300,0,0,2,211,0,0
16400,0,0,8,146,0,0
16500,0,0,6,313,0,0
16600,0,0,9,341,0,0
16700,0,0,5,244,0,0
16800,0,0,5,145,0,0
16900,0,0,6,126,1,0
17000,0,1,8,372,0,1
17100,0,0,10,294,0,0
17200,0,0,2,261,1,0
17300,0,0,6,157,0,0
17400,0,0,8,364,0,0
17500,0,0,8,194,0,0
17600,0,0,6,234,0,0
17700,0,0,8,292,0,0
17800,0,1,9,151,0,1
17900,0,0,11,207,0,0
18000,0,0,10,205,0,0
18100,0,0,3,218,0,0
18200,0,0,10,183,1,0
18300,0,0,6,394,0,0
18400,0,0,10,332,0,0
18500,1,0,6,193,0,0
18600,0,0,9,169,0,0
18700,0,0,9,261,0,0
18800,0,0,4,265,0,0
18900,0,0,1,299,0,0
19000,0,0,5,233,1,0
19100,0,2,9,268,0,2
