cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,15,32,111,48,15
5600,0,13,4,42,48,13
5700,0,0,0,0,0,0
5800,0,0,0,0,0,0
5900,0,27,53,26,4,27
6000,0,62,82,174,16,62
6100,0,41,56,176,9,41
6200,0,12,14,286,4,12
6300,0,16,11,240,3,16
6400,0,4,16,208,3,4
6500,0,2,16,197,4,2
6600,0,23,8,147,8,23
6700,0,6,13,381,0,6
6800,0,5,13,256,4,5
6900,0,14,22,132,7,14
7000,0,9,10,334,5,9
7100,0,16,20,213,3,16
7200,0,10,11,233,3,10
7300,0,4,10,290,2,4
7400,0,7,23,188,1,7
7500,0,4,14,380,0,4
7600,0,2,11,364,0,2
7700,0,10,18,248,3,10
7800,0,10,14,231,0,10
7900,0,24,16,199,4,24
8000,0,0,12,387,1,0
8100,0,3,7,319,3,3
8200,0,0,19,281,0,0
8300,0,5,24,160,0,5
8400,1,0,16,377,0,0
8500,0,0,14,286,0,0
8600,0,4,29,139,0,4
8700,0,0,12,340,0,0
8800,0,0,22,230,0,0
8900,0,0,16,274,0,0
9000,0,0,13,371,0,0
9100,0,1,14,201,0,1
9200,0,1,24,235,1,1
9300,0,0,19,226,0,0
9400,0,0,17,173,2,0
9500,2,18,9,177,8,18
9600,0,0,13,352,1,0
9700,1,5,13,275,1,5
9800,0,3,6,167,5,3
9900,1,7,15,197,4,7
10000,0,0,17,137,1,0
10100,2,3,17,312,2,3
10200,0,1,14,294,2,1
10300,3,5,22,134,3,5
10400,14,3,15,222,3,3
10500,13,1,18,215,1,1
10600,24,3,15,171,10,3
10700,2,7,10,380,0,7
10800,5,8,22,243,2,8
10900,1,8,12,183,3,8
11000,9,0,24,208,1,0
11100,13,2,12,177,4,2
11200,5,1,15,365,2,1
11300,6,11,20,178,6,11
11400,11,17,13,185,6,17
11500,27,17,17,159,11,17
11600,17,9,21,301,5,9
11700,6,1,21,277,2,1
11800,11,4,23,125,5,4
11900,17,22,22,192,1,22
12000,15,16,20,260,9,16
12100,0,0,34,297,0,0
12200,0,0,15,185,0,0
12300,5,3,20,231,4,3
12400,0,0,24,302,0,0
12500,0,0,20,170,0,0
12600,0,0,15,160,0,0
12700,0,0,20,302,0,0
12800,0,0,23,216,0,0
12900,0,0,11,166,0,0
13000,0,0,16,297,0,0
13100,0,0,8,164,0,0
13200,0,0,9,319,0,0
13300,0,0,4,271,0,0
13400,0,0,4,318,0,0
13500,0,0,2,105,0,0
13600,0,0,7,241,0,0
13700,0,0,2,362,0,0
13800,0,0,5,176,0,0
13900,0,0,6,195,0,0
14000,0,0,1,299,0,0
14100,0,0,9,184,0,0
14200,0,0,5,249,0,0
14300,0,0,8,130,0,0
14400,0,0,9,336,0,0
14500,0,0,4,196,0,0
14600,0,0,5,174,0,0
14700,0,0,8,115,0,0
14800,0,1,3,335,0,1
14900,0,0,8,204,0,0
15000,0,0,4,209,0,0
15100,0,0,6,371,0,0
15200,0,0,6,294,0,0
15300,0,0,2,298,0,0
15400,0,0,9,197,0,0
15500,0,0,9,169,0,0
15600,0,0,12,189,0,0
15700,0,0,8,150,0,0
15800,0,0,7,248,0,0
15900,0,0,8,160,0,0
16000,0,0,7,205,0,0
16100,0,0,8,208,0,0
16200,0,0,10,247,0,0
16300,0,0,5,185,0,0
16400,0,0,10,209,0,0
16500,0,0,7,269,0,0
16600,0,0,5,111,0,0
16700,0,0,10,179,0,0
16800,0,0,9,208,0,0
16900,0,0,7,204,0,0
17000,0,0,10,241,0,0
17100,0,0,8,222,0,0
17200,0,0,7,178,0,0
17300,0,0,4,177,0,0
17400,0,0,4,119,0,0
17500,0,0,6,195,0,0
17600,0,0,7,330,0,0
17700,0,0,5,249,0,0
17800,0,0,7,140,0,0
17900,0,0,5,152,0,0
18000,0,0,6,209,0,0
18100,0,0,4,361,0,0
18200,0,0,6,294,0,0
18300,0,0,4,209,0,0
18400,0,0,2,175,0,0
18500,0,0,5,265,1,0
18600,0,0,11,177,1,0
18700,0,0,6,323,0,0
18800,1,1,10,190,0,1
18900,0,0,5,320,0,0
19000,0,0,9,217,0,0
19100,0,0,9,238,0,0
