Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.918318
2000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.055313
3000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.055313
4000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.055313
5000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.055313
6000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.926269
7000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.061461
8000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.792782
9000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.823800
10000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.797792
11000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.800901
12000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.878649
13000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.831694
14000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.859360
15000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.832168
16000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.850912
17000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.878779
18000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.825504
19000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.831651
20000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.831447
21000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.808413
22000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.837491
23000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.843128
24000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.835057
25000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.833985
26000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.817323
27000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.822602
28000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.811776
29000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.837942
30000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.826084
31000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.801061
32000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.808273
33000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.818996
34000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.805483
35000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.824917
36000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.802592
37000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.802434
38000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.802292
39000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.798324
40000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.812422
41000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.798900
42000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.793940
43000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.813996
44000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.791872
45000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.788428
46000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.805465
47000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.798556
48000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.794367
49000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.800291
50000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.806403
51000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.800544
52000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.807103
