cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,15,0
6000,35,0
6100,34,0
6200,60,0
6300,63,0
6400,66,0
6500,69,0
6600,59,0
6700,63,0
6800,62,6
6900,57,6
7000,56,10
7100,57,11
7200,52,9
7300,49,20
7400,51,12
7500,48,18
7600,40,24
7700,42,22
7800,40,23
7900,44,20
8000,47,19
8100,41,21
8200,27,25
8300,48,15
8400,39,27
8500,38,24
8600,40,18
8700,29,21
8800,17,15
8900,7,9
9000,3,18
9100,6,22
9200,5,21
9300,10,21
9400,8,16
9500,6,24
9600,8,16
9700,5,21
9800,6,12
9900,2,23
10000,6,22
10100,5,19
10200,6,19
10300,15,21
10400,10,18
10500,10,22
10600,8,21
10700,10,19
10800,10,15
10900,4,23
11000,4,21
11100,8,20
11200,8,21
11300,4,20
11400,4,21
11500,7,18
11600,6,18
11700,6,17
11800,6,20
11900,7,22
12000,7,23
12100,5,16
12200,5,7
12300,4,15
12400,5,21
12500,5,15
12600,0,15
12700,2,15
12800,2,10
12900,3,15
13000,1,19
13100,5,20
13200,5,16
13300,7,14
13400,2,15
13500,1,14
13600,0,16
13700,3,16
13800,2,24
13900,4,17
14000,3,17
14100,4,10
14200,4,18
14300,7,20
14400,0,19
14500,5,12
14600,3,14
14700,6,15
14800,4,12
14900,1,13
15000,2,15
15100,2,11
15200,3,16
15300,2,10
15400,3,15
15500,0,13
15600,5,14
15700,0,13
15800,1,7
15900,2,12
16000,0,18
16100,0,11
16200,4,8
16300,1,19
16400,0,14
16500,2,13
16600,1,10
16700,0,7
16800,1,12
16900,1,9
17000,0,12
17100,4,14
17200,11,18
17300,1,10
17400,1,5
17500,2,11
17600,0,8
17700,3,12
17800,3,10
17900,2,13
18000,3,10
18100,2,10
18200,1,5
18300,5,12
18400,0,9
18500,3,11
18600,0,9
18700,4,17
18800,6,9
18900,0,6
19000,2,9
19100,2,9
19200,1,17
19300,6,6
19400,3,8
19500,1,11
19600,0,14
19700,2,13
19800,6,12
19900,1,11
20000,0,9
20100,2,8
20200,0,8
20300,1,11
20400,0,13
20500,2,11
20600,0,7
20700,3,10
20800,4,10
20900,1,7
21000,2,9
21100,11,9
21200,2,5
21300,9,7
21400,3,9
21500,5,7
21600,2,13
21700,0,4
21800,0,11
21900,2,8
22000,7,19
22100,2,7
22200,1,12
22300,1,9
22400,2,14
22500,2,11
22600,0,5
22700,0,12
22800,7,13
22900,1,6
23000,4,12
23100,0,7
23200,1,6
23300,1,7
23400,6,7
23500,0,10
23600,2,2
23700,2,13
23800,2,10
23900,2,6
24000,0,6
24100,0,4
24200,0,3
24300,1,5
24400,0,7
24500,1,4
24600,1,16
24700,1,9
24800,2,6
24900,1,9
25000,0,6
25100,2,15
25200,4,8
25300,2,5
25400,1,8
25500,2,9
25600,1,12
25700,3,3
25800,2,7
25900,1,5
26000,1,9
26100,0,7
26200,0,5
26300,1,11
26400,0,4
26500,1,2
26600,0,11
26700,5,13
26800,2,12
26900,0,13
27000,0,5
27100,0,7
27200,0,7
27300,7,5
27400,0,4
27500,1,5
27600,0,6
27700,0,9
27800,0,9
27900,2,8
28000,1,4
28100,2,8
28200,4,7
28300,0,6
28400,0,6
28500,6,7
28600,1,6
28700,1,3
28800,1,6
28900,0,6
29000,7,10
29100,1,7
29200,0,7
29300,14,7
29400,1,6
29500,6,8
29600,7,8
29700,0,4
29800,2,9
29900,3,6
30000,1,3
30100,3,7
30200,2,12
30300,1,4
30400,3,4
30500,1,5
30600,0,7
30700,0,6
30800,3,2
30900,0,7
31000,14,6
31100,0,2
31200,5,10
31300,1,5
31400,0,4
31500,0,4
31600,0,8
31700,3,7
31800,4,5
31900,6,7
32000,0,6
32100,7,8
32200,5,9
32300,0,3
32400,0,2
32500,7,5
32600,2,4
32700,6,9
32800,4,5
32900,1,8
33000,0,10
33100,1,4
33200,1,7
33300,1,7
33400,8,10
33500,10,15
33600,6,8
33700,4,4
33800,0,2
33900,3,9
34000,1,6
34100,0,3
34200,5,4
34300,0,7
34400,1,2
34500,4,6
34600,1,3
34700,0,5
34800,0,5
34900,0,6
35000,5,5
35100,1,6
35200,0,10
35300,1,2
35400,7,5
35500,1,4
35600,0,4
35700,0,3
35800,0,3
35900,2,9
36000,2,2
36100,0,7
36200,1,5
36300,0,5
36400,6,8
36500,0,10
36600,0,3
36700,1,6
36800,1,7
36900,2,0
37000,0,4
37100,1,9
37200,14,6
37300,1,8
37400,9,8
37500,1,5
37600,1,9
37700,4,6
37800,0,2
37900,0,7
38000,5,8
38100,2,3
38200,0,3
38300,0,4
38400,8,5
38500,3,7
38600,0,7
38700,2,4
38800,0,4
38900,5,9
39000,1,0
39100,2,7
39200,0,3
39300,0,5
39400,0,1
39500,1,6
39600,6,8
39700,1,4
39800,1,5
39900,0,5
40000,0,2
40100,1,13
40200,1,3
40300,1,2
40400,0,4
40500,0,9
40600,0,0
40700,1,5
40800,2,3
40900,0,6
41000,1,9
