cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,0,0,0,0,0
5600,0,0,0,0,0,0
5700,0,0,0,0,0,0
5800,0,0,0,0,0,0
5900,0,0,0,0,0,0
6000,38,0,0,0,0,0
6100,76,0,0,0,0,0
6200,51,1,24,0,8,1
6300,4,7,26,0,24,7
6400,9,14,22,22,20,14
6500,3,0,3,94,0,0
6600,27,17,24,0,28,17
6700,4,1,2,0,5,1
6800,12,10,10,0,14,10
6900,2,5,4,0,4,5
7000,5,5,6,0,8,5
7100,16,14,7,0,11,14
7200,2,2,6,0,4,2
7300,7,3,10,0,12,3
7400,3,4,8,0,1,4
7500,7,5,3,0,5,5
7600,17,14,13,0,15,14
7700,5,2,5,0,5,2
7800,3,3,4,0,7,3
7900,13,7,10,0,17,7
8000,5,1,6,0,6,1
8100,8,4,7,0,13,4
8200,4,5,5,0,8,5
8300,11,9,7,0,8,9
8400,19,2,5,0,10,2
8500,16,6,11,0,10,6
8600,10,9,5,0,10,9
8700,10,5,8,0,16,5
8800,1,0,3,0,3,0
8900,23,5,9,0,18,5
9000,6,1,1,0,6,1
9100,24,5,9,0,11,5
9200,26,6,9,0,13,6
9300,17,2,5,0,11,2
9400,31,7,6,0,12,7
9500,19,5,7,0,9,5
9600,31,6,7,0,19,6
9700,20,2,4,0,8,2
9800,20,1,0,0,13,1
9900,47,6,3,0,16,6
10000,29,4,5,0,4,4
10100,35,2,13,0,6,2
10200,19,1,17,0,1,1
10300,11,1,11,0,3,1
10400,16,0,12,0,2,0
10500,8,0,13,0,2,0
10600,5,2,14,0,0,2
10700,2,0,13,0,0,0
10800,7,0,8,0,1,0
10900,6,0,8,0,1,0
11000,3,0,10,0,0,0
11100,3,0,7,0,3,0
11200,2,0,8,0,0,0
11300,0,0,6,0,0,0
11400,2,0,10,0,0,0
11500,1,0,6,0,0,0
11600,1,0,5,0,0,0
11700,1,0,6,0,0,0
11800,0,0,5,0,1,0
11900,0,0,7,0,2,0
12000,0,0,5,0,0,0
12100,0,0,8,0,1,0
12200,2,0,7,0,1,0
12300,0,0,6,0,0,0
12400,0,0,5,0,1,0
12500,0,0,6,0,1,0
12600,0,0,7,0,0,0
12700,0,0,7,0,0,0
12800,1,0,6,0,0,0
12900,1,0,6,0,0,0
13000,0,0,4,0,2,0
13100,1,0,4,0,0,0
13200,0,0,6,0,1,0
13300,0,0,6,0,0,0
13400,0,0,7,0,0,0
13500,0,0,7,0,0,0
13600,0,0,7,0,1,0
13700,1,0,7,0,0,0
13800,1,0,5,0,0,0
13900,0,0,8,0,0,0
14000,4,0,5,0,0,0
14100,0,0,5,0,1,0
14200,2,0,8,0,1,0
14300,0,0,7,0,0,0
14400,0,0,4,0,0,0
14500,0,0,11,0,0,0
14600,1,0,6,0,0,0
14700,0,0,6,0,0,0
14800,0,0,7,0,0,0
14900,0,0,4,0,0,0
15000,0,0,7,0,2,0
15100,0,0,5,0,0,0
15200,0,0,8,0,0,0
15300,0,0,4,0,0,0
15400,0,0,6,0,1,0
15500,0,0,8,0,1,0
15600,0,0,3,0,0,0
15700,0,0,7,0,0,0
15800,0,0,7,0,0,0
15900,0,0,9,0,0,0
16000,0,0,5,0,0,0
16100,0,0,6,0,1,0
16200,2,0,5,0,1,0
16300,0,0,5,0,0,0
16400,1,0,7,0,0,0
16500,2,0,7,0,1,0
16600,1,0,6,0,2,0
16700,0,0,7,0,0,0
16800,0,0,7,0,1,0
16900,6,1,9,0,0,1
17000,2,0,8,0,1,0
17100,1,0,6,0,0,0
17200,2,0,7,0,0,0
17300,1,0,5,0,0,0
17400,3,0,6,0,1,0
17500,1,0,6,0,0,0
17600,0,0,6,0,0,0
17700,1,0,4,0,0,0
17800,3,0,8,0,0,0
17900,0,0,6,0,1,0
18000,1,0,10,0,0,0
18100,1,0,6,0,0,0
18200,2,0,5,0,0,0
18300,4,0,11,0,0,0
18400,1,0,8,0,0,0
18500,1,0,5,0,1,0
18600,3,0,8,0,0,0
18700,1,0,7,0,1,0
18800,1,0,5,0,0,0
18900,3,0,7,0,1,0
19000,3,0,7,0,0,0
19100,5,0,8,0,0,0
