cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,10,0,3,0,6,0
5500,6,0,1,0,6,0
5600,0,0,0,0,0,0
5700,19,0,7,0,1,0
5800,33,0,20,0,3,0
5900,51,1,17,0,5,1
6000,46,0,19,0,9,0
6100,45,3,17,0,11,3
6200,25,0,11,0,5,0
6300,15,0,5,0,1,0
6400,16,0,7,0,0,0
6500,12,0,9,0,0,0
6600,13,0,8,0,1,0
6700,22,0,5,0,0,0
6800,27,0,8,0,2,0
6900,41,1,20,0,0,1
7000,36,0,9,0,2,0
7100,44,0,3,0,0,0
7200,16,0,0,0,0,0
7300,12,0,1,0,0,0
7400,10,0,1,0,0,0
7500,18,0,6,0,1,0
7600,28,0,2,0,1,0
7700,6,0,4,0,1,0
7800,16,0,2,0,1,0
7900,11,0,1,0,1,0
8000,8,0,0,0,2,0
8100,11,0,3,0,1,0
8200,12,0,1,0,1,0
8300,9,0,3,0,2,0
8400,8,0,2,0,1,0
8500,9,0,4,0,1,0
8600,9,0,0,0,0,0
8700,7,0,3,0,1,0
8800,7,0,1,0,1,0
8900,10,0,1,0,0,0
9000,8,0,0,0,1,0
9100,3,0,2,0,2,0
9200,8,0,1,0,1,0
9300,11,0,1,0,0,0
9400,6,0,2,0,0,0
9500,17,0,1,0,1,0
9600,18,0,1,0,0,0
9700,18,0,2,0,0,0
9800,15,0,0,0,1,0
9900,9,0,1,0,1,0
10000,14,0,3,0,0,0
10100,18,0,2,0,0,0
10200,7,0,2,0,0,0
10300,16,0,2,0,0,0
10400,13,0,0,0,0,0
10500,9,0,1,0,1,0
10600,11,0,2,0,0,0
10700,11,0,2,0,0,0
10800,9,0,2,0,2,0
10900,11,0,0,0,1,0
11000,12,0,1,0,2,0
11100,16,0,3,0,0,0
11200,9,0,4,0,2,0
11300,12,0,2,0,1,0
11400,11,0,4,0,2,0
11500,8,0,0,0,2,0
11600,17,0,2,0,1,0
11700,14,0,2,0,0,0
11800,13,0,4,0,0,0
11900,7,0,2,0,2,0
12000,10,0,0,0,1,0
12100,12,0,1,0,0,0
12200,4,0,1,0,2,0
12300,7,0,2,0,1,0
12400,11,0,1,0,1,0
12500,9,0,1,0,1,0
12600,6,0,0,0,2,0
12700,8,0,0,0,1,0
12800,8,0,2,0,2,0
12900,10,0,1,0,0,0
13000,14,0,3,0,1,0
13100,8,0,0,0,1,0
13200,11,0,2,0,0,0
13300,9,0,3,0,0,0
13400,6,0,1,0,0,0
13500,18,0,3,0,0,0
13600,10,0,1,0,0,0
13700,7,0,0,0,1,0
13800,4,0,1,0,0,0
13900,9,0,1,0,1,0
14000,6,0,1,0,1,0
14100,13,0,2,0,1,0
14200,7,0,0,0,0,0
14300,11,0,2,0,0,0
14400,9,0,1,0,1,0
14500,12,0,2,0,1,0
14600,8,0,1,0,2,0
14700,8,0,3,0,0,0
14800,5,0,2,0,0,0
14900,12,0,1,0,1,0
15000,4,0,2,0,0,0
15100,9,0,0,0,0,0
15200,8,0,0,0,0,0
15300,3,0,1,0,0,0
15400,12,0,1,0,0,0
15500,10,0,0,0,0,0
15600,5,0,2,0,0,0
15700,6,0,1,0,0,0
15800,8,0,0,0,2,0
15900,9,0,0,0,1,0
16000,6,0,1,0,2,0
16100,6,0,1,0,1,0
16200,6,0,1,0,1,0
16300,7,0,1,0,0,0
16400,11,0,0,0,1,0
16500,2,0,4,0,1,0
16600,7,0,1,0,0,0
16700,8,0,2,0,0,0
16800,7,0,2,0,1,0
16900,1,0,4,0,1,0
17000,6,0,0,0,0,0
17100,6,0,0,0,1,0
17200,2,0,0,0,1,0
17300,10,0,1,0,2,0
17400,5,0,0,0,2,0
17500,6,0,0,0,0,0
17600,5,0,2,0,1,0
17700,6,0,1,0,1,0
17800,7,0,1,0,0,0
17900,3,0,0,0,1,0
18000,4,0,0,0,0,0
18100,4,0,0,0,0,0
18200,6,0,1,0,0,0
18300,8,0,1,0,0,0
18400,4,0,1,0,1,0
18500,6,0,4,0,0,0
18600,11,0,1,0,0,0
18700,7,0,2,0,0,0
18800,7,0,1,0,0,0
18900,4,0,0,0,2,0
19000,8,0,2,0,4,0
19100,4,0,1,0,0,0
