cycle,pc,cta_id,cluster_id,warp_id,tid
1000000,d0,2195,11,8,ffffffff
1000001,d0,2195,11,9,ffffffff
1000002,d0,2195,11,10,ffffffff
1000003,c8,2195,11,11,ffffffff
1000004,d0,2195,11,12,ffffffff
1000005,d0,2195,11,13,ffffffff
1000006,d0,2195,11,14,ffffffff
1000007,c8,2195,11,15,ffffffff
1000008,d8,2195,11,8,ffffffff
1000012,e0,2195,11,8,ffffffff
1000012,d8,2195,11,10,ffffffff
1000013,d0,2195,11,11,ffffffff
1000014,d8,2195,11,12,ffffffff
1000015,e0,2195,11,10,ffffffff
1000015,c0,2195,11,12,ffffffff
1000016,d8,2195,11,9,ffffffff
1000017,d8,2195,11,14,ffffffff
1000018,c0,2195,11,10,ffffffff
1000019,d8,2195,11,11,ffffffff
1000020,d8,2195,11,13,ffffffff
1000021,c0,2195,11,13,ffffffff
1000022,d0,2195,11,15,ffffffff
1000023,d8,2195,11,15,ffffffff
1000025,e0,2195,11,9,ffffffff
1000025,e8,2195,11,8,ffffffff
1000025,e8,2195,11,10,ffffffff
1000026,e0,2195,11,12,ffffffff
1000026,e8,2195,11,9,ffffffff
1000026,e0,2195,11,14,ffffffff
1000027,e0,2195,11,13,ffffffff
1000027,f0,2195,11,10,ffffffff
1000028,e0,2195,11,11,ffffffff
1000028,f0,2195,11,9,ffffffff
1000028,e8,2195,11,14,ffffffff
1000029,f0,2195,11,14,ffffffff
1000029,e8,2195,11,13,ffffffff
1000030,e0,2195,11,15,ffffffff
1000030,f0,2195,11,8,ffffffff
1000031,e8,2195,11,15,ffffffff
1000031,f0,2195,11,13,ffffffff
1000032,e8,2195,11,12,ffffffff
1000032,f0,2195,11,11,ffffffff
1000033,f0,2195,11,12,ffffffff
1000033,f0,2195,11,15,ffffffff
1000034,e8,2195,11,11,ffffffff
1000037,f8,2195,11,10,ffffffff
1000037,f8,2195,11,9,ffffffff
1000039,f8,2195,11,14,ffffffff
1000039,f8,2195,11,8,ffffffff
1000041,f8,2195,11,13,ffffffff
1000042,f8,2195,11,15,ffffffff
1000042,f8,2195,11,12,ffffffff
1000043,100,2195,11,9,ffffffff
1000043,100,2195,11,10,ffffffff
1000044,f8,2195,11,11,ffffffff
1000045,100,2195,11,14,ffffffff
1000045,100,2195,11,8,ffffffff
1000047,100,2195,11,13,ffffffff
1000048,100,2195,11,12,ffffffff
1000048,100,2195,11,15,ffffffff
1000050,110,2195,11,10,ffffffff
1000050,100,2195,11,11,ffffffff
1000050,110,2195,11,9,ffffffff
1000052,110,2195,11,8,ffffffff
1000054,118,2195,11,9,ffffffff
1000054,110,2195,11,14,ffffffff
1000055,118,2195,11,10,ffffffff
1000055,110,2195,11,15,ffffffff
1000055,110,2195,11,13,ffffffff
1000056,118,2195,11,8,ffffffff
1000057,110,2195,11,12,ffffffff
1000058,118,2195,11,14,ffffffff
1000059,118,2195,11,13,ffffffff
1000059,110,2195,11,11,ffffffff
1000060,118,2195,11,15,ffffffff
1000061,118,2195,11,12,ffffffff
1000063,118,2195,11,11,ffffffff
1000063,120,2195,11,9,ffffffff
1000064,120,2195,11,10,ffffffff
1000065,120,2195,11,8,ffffffff
1000067,120,2195,11,14,ffffffff
1000068,120,2195,11,13,ffffffff
1000070,120,2195,11,15,ffffffff
1000070,120,2195,11,12,ffffffff
1000074,120,2195,11,11,ffffffff
1000440,128,2195,11,9,ffffffff
1000448,130,2195,11,9,ffffffff
1000454,138,2195,11,9,ffffffff
1000455,140,2195,11,9,ffffffff
1000464,150,2195,11,9,ffffffff
1000470,158,2195,11,9,ffffffff
1000475,128,2195,11,10,ffffffff
1000476,160,2195,11,9,ffffffff
1000477,130,2195,11,10,ffffffff
1000478,168,2195,11,9,ffffffff
1000479,170,2195,11,9,ffffffff
1000483,138,2195,11,10,ffffffff
1000484,140,2195,11,10,ffffffff
1000493,150,2195,11,10,ffffffff
1000499,158,2195,11,10,ffffffff
1000505,160,2195,11,10,ffffffff
1000506,168,2195,11,10,ffffffff
1000507,170,2195,11,10,ffffffff
1000509,128,2195,11,8,ffffffff
1000510,130,2195,11,8,ffffffff
1000516,138,2195,11,8,ffffffff
1000517,140,2195,11,8,ffffffff
1000524,128,2195,11,15,ffffffff
1000526,150,2195,11,8,ffffffff
1000526,130,2195,11,15,ffffffff
1000532,158,2195,11,8,ffffffff
1000532,138,2195,11,15,ffffffff
1000533,140,2195,11,15,ffffffff
1000538,160,2195,11,8,ffffffff
1000539,168,2195,11,8,ffffffff
1000540,170,2195,11,8,ffffffff
1000540,128,2195,11,14,ffffffff
1000541,130,2195,11,14,ffffffff
1000542,150,2195,11,15,ffffffff
1000547,138,2195,11,14,ffffffff
1000548,158,2195,11,15,ffffffff
1000550,140,2195,11,14,ffffffff
1000554,160,2195,11,15,ffffffff
1000555,168,2195,11,15,ffffffff
1000556,170,2195,11,15,ffffffff
1000557,150,2195,11,14,ffffffff
1000563,158,2195,11,14,ffffffff
1000565,130,2195,11,11,ffffffff
1000566,128,2195,11,11,ffffffff
1000567,130,2195,11,12,ffffffff
1000568,128,2195,11,12,ffffffff
1000569,160,2195,11,14,ffffffff
1000569,128,2195,11,13,ffffffff
1000570,168,2195,11,14,ffffffff
1000570,130,2195,11,13,ffffffff
1000571,170,2195,11,14,ffffffff
1000573,138,2195,11,11,ffffffff
1000574,138,2195,11,12,ffffffff
1000575,140,2195,11,11,ffffffff
1000576,140,2195,11,12,ffffffff
1000576,138,2195,11,13,ffffffff
1000577,140,2195,11,13,ffffffff
1000585,150,2195,11,12,ffffffff
1000586,150,2195,11,11,ffffffff
1000586,150,2195,11,13,ffffffff
1000592,158,2195,11,13,ffffffff
1000592,158,2195,11,11,ffffffff
1000593,158,2195,11,12,ffffffff
1000598,160,2195,11,11,ffffffff
1000598,160,2195,11,13,ffffffff
1000599,168,2195,11,11,ffffffff
1000599,160,2195,11,12,ffffffff
1000599,168,2195,11,13,ffffffff
1000600,170,2195,11,13,ffffffff
1000601,170,2195,11,11,ffffffff
1000602,168,2195,11,12,ffffffff
1000604,170,2195,11,12,ffffffff
1001423,1e0,2195,11,13,6fd7ffff
1001465,198,2195,11,13,497c4fd
1001474,1a0,2195,11,13,497c4fd
1001485,1a8,2195,11,13,497c4fd
1001522,1b0,2195,11,13,497c4fd
1001531,1b8,2195,11,13,497c4fd
1001532,1c0,2195,11,13,497c4fd
1001534,1c8,2195,11,13,497c4fd
1001536,1d0,2195,11,13,497c4fd
1001542,1d8,2195,11,13,497c4fd
1001662,1e8,2195,11,13,ffffffff
1001671,1f0,2195,11,13,ffffffff
1001677,1f8,2195,11,13,ffffffff
1001954,1e8,2195,11,15,ffffffff
1001963,1f0,2195,11,15,ffffffff
1001969,1f8,2195,11,15,ffffffff
1001975,1e8,2195,11,8,ffffffff
1001984,1f0,2195,11,8,ffffffff
1001990,1f8,2195,11,8,ffffffff
1002133,1e8,2195,11,9,ffffffff
1002142,1f0,2195,11,9,ffffffff
1002148,1f8,2195,11,9,ffffffff
1002157,1e8,2195,11,10,ffffffff
1002167,1f0,2195,11,10,ffffffff
1002173,1f8,2195,11,10,ffffffff
1002251,1e8,2195,11,14,ffffffff
1002260,1f0,2195,11,14,ffffffff
1002266,1f8,2195,11,14,ffffffff
1002278,1e8,2195,11,12,ffffffff
1002279,1e8,2195,11,11,ffffffff
1002287,1f0,2195,11,12,ffffffff
1002288,1f0,2195,11,11,ffffffff
1002293,1f8,2195,11,12,ffffffff
1002294,1f8,2195,11,11,ffffffff
1002298,200,2195,11,12,ffffffff
1002303,208,2195,11,12,3e8d134d
1002312,210,2195,11,12,3e8d134d
1002339,2f0,2169,11,29,ffffffff
1002343,2f8,2169,11,29,ffffffff
1002352,300,2169,11,29,ffffffff
1002356,308,2169,11,29,ffffffff
1002358,310,2169,11,29,ffffffff
1002597,b8,2201,11,24,ffffffff
1002598,b8,2201,11,25,ffffffff
1002599,b8,2201,11,26,ffffffff
1002600,b8,2201,11,29,ffffffff
1002601,b8,2201,11,30,ffffffff
1002602,b8,2201,11,27,ffffffff
1002603,b8,2201,11,28,ffffffff
1002604,b8,2201,11,31,ffffffff
1002606,c0,2201,11,25,ffffffff
1002607,c0,2201,11,27,ffffffff
1002608,c0,2201,11,26,ffffffff
1002609,c0,2201,11,28,ffffffff
1002610,c8,2201,11,25,ffffffff
1002611,c0,2201,11,30,ffffffff
1002612,c0,2201,11,31,ffffffff
1002613,c8,2201,11,24,ffffffff
1002614,c8,2201,11,29,ffffffff
1002615,c8,2201,11,26,ffffffff
1002616,c8,2201,11,27,ffffffff
1002617,c8,2201,11,28,ffffffff
1002618,d0,2201,11,25,ffffffff
1002619,c8,2201,11,30,ffffffff
1002620,d0,2201,11,24,ffffffff
1002621,d0,2201,11,29,ffffffff
1002622,d0,2201,11,26,ffffffff
1002623,c8,2201,11,31,ffffffff
1002624,e0,2201,11,25,ffffffff
1002624,d0,2201,11,28,ffffffff
1002625,d8,2201,11,25,ffffffff
