cycle,pc,cta_id,cluster_id,warp_id,tid
5005,0,13,18,0,ffffffff
5006,0,13,18,1,ffffffff
5007,0,13,18,2,ffffffff
5008,0,13,18,4,ffffffff
5009,0,13,18,5,ffffffff
5010,0,13,18,6,ffffffff
5011,0,13,18,3,ffffffff
5012,0,43,18,9,ffffffff
5013,0,13,18,7,ffffffff
5014,0,43,18,8,ffffffff
5015,0,43,18,14,ffffffff
5016,0,43,18,15,ffffffff
5017,0,73,18,16,ffffffff
5018,0,73,18,17,ffffffff
5019,0,73,18,18,ffffffff
5020,0,73,18,19,ffffffff
5021,0,73,18,20,ffffffff
5022,0,73,18,21,ffffffff
5023,0,73,18,22,ffffffff
5024,0,73,18,23,ffffffff
5025,8,13,18,0,ffffffff
5026,8,13,18,1,ffffffff
5027,8,13,18,2,ffffffff
5028,8,13,18,3,ffffffff
5029,8,13,18,4,ffffffff
5030,8,13,18,5,ffffffff
5031,8,13,18,6,ffffffff
5032,8,13,18,7,ffffffff
5033,8,43,18,8,ffffffff
5034,8,43,18,9,ffffffff
5035,8,43,18,10,ffffffff
5036,8,43,18,11,ffffffff
5037,8,43,18,12,ffffffff
5038,8,43,18,13,ffffffff
5039,8,43,18,14,ffffffff
5040,8,43,18,15,ffffffff
5041,8,73,18,16,ffffffff
5042,8,73,18,17,ffffffff
5043,8,73,18,18,ffffffff
5044,8,73,18,19,ffffffff
5045,8,73,18,20,ffffffff
5046,8,73,18,21,ffffffff
5047,8,73,18,22,ffffffff
5048,8,73,18,23,ffffffff
5049,10,13,18,0,ffffffff
5050,10,13,18,1,ffffffff
5051,10,13,18,2,ffffffff
5052,10,13,18,3,ffffffff
5053,10,13,18,4,ffffffff
5054,10,13,18,5,ffffffff
5055,10,13,18,6,ffffffff
5056,10,13,18,7,ffffffff
5057,10,43,18,8,ffffffff
5058,10,43,18,9,ffffffff
5059,10,43,18,10,ffffffff
5060,10,43,18,11,ffffffff
5061,10,43,18,12,ffffffff
5062,10,43,18,13,ffffffff
5063,10,43,18,14,ffffffff
5064,10,43,18,15,ffffffff
5065,10,73,18,16,ffffffff
5066,10,73,18,17,ffffffff
5067,10,73,18,18,ffffffff
5068,10,73,18,19,ffffffff
5069,18,13,18,0,ffffffff
5069,10,73,18,20,ffffffff
5070,18,13,18,1,ffffffff
5070,10,73,18,21,ffffffff
5071,18,13,18,2,ffffffff
5071,10,73,18,22,ffffffff
5072,18,13,18,3,ffffffff
5072,10,73,18,23,ffffffff
5073,28,13,18,0,ffffffff
5074,30,13,18,0,ffffffff
5075,0,43,18,12,ffffffff
5076,28,13,18,1,ffffffff
5077,20,13,18,0,ffffffff
5077,28,13,18,2,ffffffff
5078,30,13,18,1,ffffffff
5079,0,43,18,13,ffffffff
5080,20,13,18,1,ffffffff
5080,30,13,18,2,ffffffff
5081,20,13,18,2,ffffffff
5081,0,43,18,10,ffffffff
5082,28,13,18,3,ffffffff
5083,30,13,18,3,ffffffff
5084,0,43,18,11,ffffffff
5086,20,13,18,3,ffffffff
5086,18,13,18,4,ffffffff
5086,18,13,18,5,ffffffff
5086,18,13,18,6,ffffffff
5087,18,43,18,10,ffffffff
5087,18,13,18,7,ffffffff
5087,18,43,18,8,ffffffff
5087,18,43,18,9,ffffffff
5088,18,43,18,11,ffffffff
5088,18,43,18,12,ffffffff
5088,18,43,18,13,ffffffff
5088,18,43,18,14,ffffffff
5089,18,73,18,16,ffffffff
5089,18,73,18,17,ffffffff
5089,18,73,18,18,ffffffff
5089,18,43,18,15,ffffffff
5090,18,73,18,21,ffffffff
5090,18,73,18,22,ffffffff
5090,18,73,18,19,ffffffff
5090,18,73,18,20,ffffffff
5091,38,13,18,2,ffffffff
5091,18,73,18,23,ffffffff
5091,38,13,18,0,ffffffff
5091,38,13,18,1,ffffffff
5092,38,13,18,3,ffffffff
5092,20,13,18,4,ffffffff
5092,20,13,18,5,ffffffff
5092,20,13,18,6,ffffffff
5093,20,43,18,8,ffffffff
5093,20,43,18,9,ffffffff
5093,20,43,18,10,ffffffff
5093,20,13,18,7,ffffffff
5094,20,43,18,13,ffffffff
5094,20,43,18,14,ffffffff
5094,20,43,18,11,ffffffff
5094,20,43,18,12,ffffffff
5094,40,13,18,0,ffffffff
5095,20,73,18,18,ffffffff
5095,20,43,18,15,ffffffff
5095,20,73,18,16,ffffffff
5095,20,73,18,17,ffffffff
5095,40,13,18,1,ffffffff
5096,20,73,18,19,ffffffff
5096,20,73,18,20,ffffffff
5096,20,73,18,21,ffffffff
5096,20,73,18,22,ffffffff
5096,40,13,18,2,ffffffff
5097,20,73,18,23,ffffffff
5097,28,13,18,5,ffffffff
5098,28,13,18,6,ffffffff
5099,40,13,18,3,ffffffff
5100,28,13,18,4,ffffffff
5101,28,13,18,7,ffffffff
5102,28,43,18,8,ffffffff
5103,28,43,18,9,ffffffff
5104,28,43,18,14,ffffffff
5105,28,73,18,16,ffffffff
5106,28,73,18,17,ffffffff
5107,28,73,18,18,ffffffff
5108,28,43,18,15,ffffffff
5109,28,73,18,20,ffffffff
5110,28,73,18,21,ffffffff
5111,28,73,18,22,ffffffff
5112,28,73,18,19,ffffffff
5113,48,13,18,0,ffffffff
5114,48,13,18,1,ffffffff
5115,48,13,18,2,ffffffff
5116,28,73,18,23,ffffffff
5117,30,13,18,4,ffffffff
5118,30,13,18,5,ffffffff
5119,30,13,18,6,ffffffff
5120,48,13,18,3,ffffffff
5121,30,43,18,8,ffffffff
5122,30,43,18,9,ffffffff
5123,30,43,18,10,ffffffff
5124,30,13,18,7,ffffffff
5125,30,43,18,12,ffffffff
5126,30,43,18,13,ffffffff
5127,30,43,18,14,ffffffff
5128,30,43,18,11,ffffffff
5129,30,73,18,16,ffffffff
5130,30,73,18,17,ffffffff
5131,30,73,18,18,ffffffff
5132,30,43,18,15,ffffffff
5133,30,73,18,20,ffffffff
5134,30,73,18,21,ffffffff
5135,30,73,18,22,ffffffff
5136,30,73,18,19,ffffffff
5137,50,13,18,0,ffffffff
5138,50,13,18,1,ffffffff
5139,50,13,18,2,ffffffff
5140,30,73,18,23,ffffffff
5141,40,13,18,4,ffffffff
5142,40,13,18,5,ffffffff
5143,40,13,18,6,ffffffff
5144,50,13,18,3,ffffffff
5145,48,13,18,4,ffffffff
5146,48,13,18,5,ffffffff
5147,48,13,18,6,ffffffff
5148,40,13,18,7,ffffffff
5149,38,13,18,4,ffffffff
5149,50,13,18,4,ffffffff
5150,38,13,18,5,ffffffff
5150,50,13,18,5,ffffffff
5151,38,13,18,6,ffffffff
5151,50,13,18,6,ffffffff
5152,48,13,18,7,ffffffff
5153,50,13,18,7,ffffffff
5154,28,43,18,11,ffffffff
5155,40,43,18,8,ffffffff
5156,38,13,18,7,ffffffff
5156,40,43,18,9,ffffffff
5157,48,43,18,8,ffffffff
5158,48,43,18,9,ffffffff
5159,40,43,18,14,ffffffff
5160,50,43,18,8,ffffffff
5161,38,43,18,8,ffffffff
5161,48,43,18,14,ffffffff
5162,38,43,18,9,ffffffff
5162,50,43,18,9,ffffffff
5163,40,43,18,15,ffffffff
5164,50,43,18,14,ffffffff
5165,38,43,18,14,ffffffff
5165,28,43,18,10,ffffffff
5166,48,43,18,15,ffffffff
5167,38,43,18,15,ffffffff
5167,40,73,18,16,ffffffff
5168,50,43,18,15,ffffffff
5169,48,73,18,16,ffffffff
5170,40,73,18,17,ffffffff
5171,50,73,18,16,ffffffff
5172,28,43,18,12,ffffffff
5173,38,73,18,16,ffffffff
5173,48,73,18,17,ffffffff
5174,40,73,18,18,ffffffff
5175,40,73,18,19,ffffffff
5176,48,73,18,19,ffffffff
5177,38,73,18,17,ffffffff
5177,50,73,18,17,ffffffff
5178,38,73,18,18,ffffffff
5178,48,73,18,18,ffffffff
5179,38,73,18,19,ffffffff
5179,50,73,18,19,ffffffff
5180,40,73,18,20,ffffffff
5181,48,73,18,20,ffffffff
5182,50,73,18,20,ffffffff
5183,40,73,18,21,ffffffff
5184,38,73,18,20,ffffffff
5184,48,73,18,21,ffffffff
5185,40,73,18,22,ffffffff
5186,40,73,18,23,ffffffff
5187,50,73,18,21,ffffffff
5188,38,73,18,21,ffffffff
5188,28,43,18,13,ffffffff
5189,48,73,18,22,ffffffff
5190,48,73,18,23,ffffffff
5191,50,73,18,23,ffffffff
5192,50,73,18,22,ffffffff
5193,38,73,18,22,ffffffff
5193,38,73,18,23,ffffffff
5193,58,13,18,0,ffffffff
5193,58,13,18,1,ffffffff
5193,50,73,18,18,ffffffff
5194,58,13,18,5,ffffffff
5194,58,13,18,2,ffffffff
5194,58,13,18,3,ffffffff
5194,58,13,18,4,ffffffff
5195,58,13,18,6,ffffffff
5195,58,13,18,7,ffffffff
5195,58,43,18,8,ffffffff
5195,58,43,18,9,ffffffff
5196,38,43,18,11,ffffffff
5196,38,43,18,12,ffffffff
5196,38,43,18,13,ffffffff
5196,38,43,18,10,ffffffff
5197,58,73,18,16,ffffffff
5197,58,73,18,17,ffffffff
5197,58,43,18,14,ffffffff
5197,58,43,18,15,ffffffff
5198,58,73,18,21,ffffffff
5198,58,73,18,22,ffffffff
5198,58,73,18,19,ffffffff
5198,58,73,18,20,ffffffff
5198,40,43,18,10,ffffffff
5199,60,13,18,2,ffffffff
5199,58,73,18,23,ffffffff
5199,60,13,18,0,ffffffff
5199,60,13,18,1,ffffffff
5199,40,43,18,13,ffffffff
5200,60,13,18,3,ffffffff
5200,60,13,18,4,ffffffff
5200,60,13,18,5,ffffffff
5200,60,13,18,6,ffffffff
5200,40,43,18,11,ffffffff
5201,60,43,18,8,ffffffff
5201,60,43,18,9,ffffffff
5201,60,13,18,7,ffffffff
5201,40,43,18,12,ffffffff
5202,60,43,18,14,ffffffff
5203,58,73,18,18,ffffffff
5203,60,43,18,15,ffffffff
5203,60,73,18,16,ffffffff
5203,60,73,18,17,ffffffff
5204,60,73,18,19,ffffffff
5204,60,73,18,20,ffffffff
5204,60,73,18,21,ffffffff
5204,60,73,18,22,ffffffff
5204,48,43,18,10,ffffffff
5205,68,13,18,0,ffffffff
5205,68,13,18,1,ffffffff
5205,68,13,18,2,ffffffff
5205,60,73,18,23,ffffffff
5205,48,43,18,11,ffffffff
5206,68,13,18,5,ffffffff
5206,68,13,18,6,ffffffff
5206,68,13,18,3,ffffffff
5206,68,13,18,4,ffffffff
5206,48,43,18,12,ffffffff
5207,68,13,18,7,ffffffff
5207,68,43,18,8,ffffffff
5207,68,43,18,9,ffffffff
5207,48,43,18,13,ffffffff
5208,68,43,18,14,ffffffff
5209,68,73,18,16,ffffffff
5209,68,73,18,17,ffffffff
5209,60,73,18,18,ffffffff
5209,68,43,18,15,ffffffff
