cycle,pc,cta_id,cluster_id,warp_id,tid
5005,0,6,11,5,ffffffff
5006,0,6,11,6,ffffffff
5007,0,6,11,7,ffffffff
5008,0,6,11,2,ffffffff
5009,0,6,11,3,ffffffff
5010,0,6,11,0,ffffffff
5011,0,6,11,1,ffffffff
5012,0,6,11,4,ffffffff
5013,8,6,11,5,ffffffff
5014,8,6,11,6,ffffffff
5015,0,36,11,11,ffffffff
5016,0,36,11,13,ffffffff
5017,0,36,11,14,ffffffff
5018,0,36,11,15,ffffffff
5019,0,36,11,12,ffffffff
5020,0,66,11,17,ffffffff
5021,0,66,11,18,ffffffff
5022,0,66,11,19,ffffffff
5023,0,66,11,16,ffffffff
5024,0,66,11,21,ffffffff
5025,0,66,11,22,ffffffff
5026,0,66,11,23,ffffffff
5027,0,66,11,20,ffffffff
5028,8,6,11,1,ffffffff
5029,8,6,11,2,ffffffff
5030,8,6,11,3,ffffffff
5031,8,6,11,0,ffffffff
5032,10,6,11,5,ffffffff
5033,10,6,11,6,ffffffff
5034,10,6,11,7,ffffffff
5035,8,6,11,4,ffffffff
5036,8,36,11,9,ffffffff
5037,8,36,11,10,ffffffff
5038,8,36,11,11,ffffffff
5039,8,36,11,8,ffffffff
5040,8,36,11,13,ffffffff
5041,8,36,11,14,ffffffff
5042,8,36,11,15,ffffffff
5043,8,36,11,12,ffffffff
5044,8,66,11,17,ffffffff
5045,8,66,11,18,ffffffff
5046,8,66,11,19,ffffffff
5047,8,66,11,16,ffffffff
5048,10,36,11,9,ffffffff
5049,10,36,11,10,ffffffff
5050,10,36,11,11,ffffffff
5051,8,66,11,20,ffffffff
5052,10,36,11,13,ffffffff
5053,10,36,11,14,ffffffff
5054,10,36,11,15,ffffffff
5055,10,6,11,0,ffffffff
5056,10,66,11,17,ffffffff
5057,10,66,11,18,ffffffff
5058,10,66,11,19,ffffffff
5059,10,6,11,4,ffffffff
5060,8,66,11,21,ffffffff
5061,8,66,11,22,ffffffff
5062,8,66,11,23,ffffffff
5063,10,36,11,8,ffffffff
5064,10,6,11,1,ffffffff
5065,10,6,11,2,ffffffff
5066,10,6,11,3,ffffffff
5067,10,36,11,12,ffffffff
5068,18,6,11,5,ffffffff
5068,10,66,11,21,ffffffff
5069,18,6,11,6,ffffffff
5069,10,66,11,22,ffffffff
5070,18,6,11,7,ffffffff
5070,10,66,11,23,ffffffff
5071,8,6,11,7,ffffffff
5072,10,66,11,16,ffffffff
5073,10,66,11,20,ffffffff
5074,0,36,11,8,ffffffff
5075,28,6,11,5,ffffffff
5076,18,6,11,0,ffffffff
5076,28,6,11,6,ffffffff
5077,30,6,11,5,ffffffff
5078,0,36,11,9,ffffffff
5079,20,6,11,5,ffffffff
5079,30,6,11,6,ffffffff
5080,20,6,11,6,ffffffff
5080,18,36,11,11,ffffffff
5080,20,6,11,0,ffffffff
5080,18,36,11,9,ffffffff
5080,0,36,11,10,ffffffff
5081,18,36,11,10,ffffffff
5081,18,36,11,15,ffffffff
5081,18,6,11,4,ffffffff
5081,18,36,11,13,ffffffff
5081,28,6,11,0,ffffffff
5082,18,66,11,19,ffffffff
5082,18,36,11,8,ffffffff
5082,18,66,11,17,ffffffff
5082,18,36,11,14,ffffffff
5082,30,6,11,0,ffffffff
5083,18,36,11,12,ffffffff
5083,18,66,11,21,ffffffff
5083,18,66,11,18,ffffffff
5083,18,66,11,23,ffffffff
5084,18,6,11,1,ffffffff
5084,18,66,11,22,ffffffff
5084,18,6,11,3,ffffffff
5084,18,66,11,16,ffffffff
5085,18,6,11,2,ffffffff
5085,20,6,11,7,ffffffff
5085,18,66,11,20,ffffffff
5085,38,6,11,5,ffffffff
5086,20,36,11,11,ffffffff
5086,20,6,11,4,ffffffff
5086,20,36,11,9,ffffffff
5086,38,6,11,6,ffffffff
5087,20,36,11,8,ffffffff
5087,20,36,11,13,ffffffff
5087,20,36,11,10,ffffffff
5087,20,36,11,15,ffffffff
5088,20,66,11,17,ffffffff
5088,20,36,11,14,ffffffff
5088,20,66,11,19,ffffffff
5088,20,36,11,12,ffffffff
5088,40,6,11,5,ffffffff
5089,20,66,11,18,ffffffff
5089,20,66,11,23,ffffffff
5089,20,66,11,16,ffffffff
5089,20,66,11,21,ffffffff
5089,28,6,11,7,ffffffff
5090,20,6,11,3,ffffffff
5090,20,66,11,20,ffffffff
5090,20,6,11,1,ffffffff
5090,20,66,11,22,ffffffff
5090,28,36,11,9,ffffffff
5091,38,6,11,0,ffffffff
5091,20,6,11,2,ffffffff
5091,40,6,11,6,ffffffff
5092,28,36,11,11,ffffffff
5093,28,6,11,4,ffffffff
5094,28,36,11,10,ffffffff
5095,28,36,11,15,ffffffff
5096,28,36,11,8,ffffffff
5097,28,36,11,13,ffffffff
5098,28,66,11,17,ffffffff
5099,28,66,11,16,ffffffff
5100,28,66,11,18,ffffffff
5101,28,66,11,23,ffffffff
5102,28,6,11,3,ffffffff
5103,28,66,11,20,ffffffff
5104,28,6,11,1,ffffffff
5105,28,66,11,22,ffffffff
5106,30,6,11,7,ffffffff
5107,40,6,11,0,ffffffff
5108,48,6,11,5,ffffffff
5109,28,6,11,2,ffffffff
5110,30,36,11,11,ffffffff
5111,30,6,11,4,ffffffff
